,A,2,3,4,5,6,7,8,9,10,
5,[107 3361 107 0],[183 4703 129 0],[164 4663 160 0],[167 4973 166 0],[179 5011 159 0],[167 4921 166 0],[161 4865 161 0],[184 4873 173 0],[151 4693 170 0],[638 17988 629 0],
6,[117 3351 121 0],[122 4398 154 0],[161 4693 161 0],[148 4326 174 0],[153 4602 155 0],[173 4735 165 0],[186 4673 178 0],[193 4930 188 0],[171 4837 152 0],[615 17099 593 0],
7,[258 6820 249 0],[317 9266 335 0],[342 9342 355 0],[310 9297 305 0],[305 9354 295 0],[383 9617 362 0],[323 9574 356 0],[345 9989 351 0],[358 9762 323 0],[1256 34929 1313 0],
8,[238 7005 242 0],[296 9891 316 0],[351 10004 350 0],[338 9943 573 0],[348 484 9625 0],[325 328 10065 0],[325 10349 347 0],[325 10145 353 0],[404 10025 365 0],[1294 37082 1260 0],
9,[381 10908 400 0],[520 482 15311 0],[527 694 15139 0],[525 516 15290 0],[481 452 15319 0],[502 522 15355 0],[511 557 15024 0],[508 12093 4248 0],[532 15634 529 0],[1976 57248 1920 0],
10,[379 8699 3088 0],[509 557 16505 0],[545 548 16348 0],[543 561 16490 0],[545 509 16068 0],[559 564 15778 0],[543 505 16421 0],[531 590 16462 0],[509 507 16585 0],[1997 61557 2234 0],
11,[81 61 3814 0],[75 69 3811 0],[90 81 3742 0],[83 67 3935 0],[76 63 3001 0],[59 77 3052 0],[85 64 3878 0],[85 127 5063 0],[81 5191 121 0],[338 365 19093 0],
12,[4040 19183 5831 0],[9224 13110 15734 0],[9435 8698 20512 0],[5224 3423 29798 0],[6848 3406 26228 0],[2440 1351 32929 0],[4726 16323 17874 0],[5225 24265 10541 0],[5036 28730 6747 0],[5484 144819 6326 0],
13,[5328 18488 7616 0],[12682 9850 19149 0],[12844 7253 19124 0],[13755 5225 21008 0],[13113 4154 19536 0],[9818 3394 22864 0],[5035 8877 27572 0],[7562 19882 16112 0],[7007 28487 9662 0],[8569 152914 11312 0],
14,[5900 12571 10418 0],[12612 7202 15952 0],[12789 5427 16678 0],[15709 4915 12635 0],[14988 3463 12368 0],[12081 2972 15094 0],[5549 7270 23353 0],[7731 11141 20393 0],[9234 17301 15831 0],[11818 131717 16738 0],
15,[6757 10452 13008 0],[15911 6560 14687 0],[15479 5239 15744 0],[18722 4395 12438 0],[20500 2894 8159 0],[18907 2796 10095 0],[5552 5361 26613 0],[8313 9544 22459 0],[10351 13239 19229 0],[15776 136131 21899 0],
16,[6493 7896 13032 0],[15474 5299 12288 0],[16989 4504 10807 0],[18086 3827 9389 0],[17993 2884 7348 0],[14553 2541 9785 0],[4767 3990 24356 0],[7464 6599 22446 0],[10011 9928 19162 0],[22187 23914 120136 0],
17,[9919 6172 12420 0],[27305 2339 4680 0],[24942 2033 4354 0],[26895 1167 2408 0],[27205 1097 1102 0],[27097 1072 1086 0],[26132 1836 5126 0],[12076 5271 20028 0],[16700 7471 16270 0],[131555 12235 26647 0],
18,[21671 1172 1854 0],[25480 917 978 0],[24501 941 944 0],[23905 935 939 0],[19878 941 922 0],[19460 857 932 0],[25649 990 910 0],[27050 898 892 0],[27638 2737 4601 0],[141983 3822 4236 0],
19,[22449 684 735 0],[20687 930 934 0],[19657 975 880 0],[18969 888 911 0],[18379 862 911 0],[18173 1000 932 0],[20336 937 992 0],[27787 982 935 0],[30199 975 939 0],[134188 3726 3884 0],
20,[8575 245 228 0],[3383 226 254 0],[2348 236 255 0],[1611 238 233 0],[1247 245 216 0],[1049 251 213 0],[3185 226 258 0],[5670 299 242 0],[8735 276 336 0],[66028 1392 1372 0],
21,[5818 302 0 0],[3479 344 0 0],[2556 313 0 0],[1791 303 0 0],[1354 323 0 0],[1036 315 0 0],[3272 307 0 0],[5688 398 0 0],[9620 427 0 0],[46123 1635 0 0],
A-2,[96 3331 115 0],[141 4683 158 0],[168 4946 168 0],[168 4800 290 0],[173 162 4981 0],[152 177 4596 0],[164 5003 166 0],[155 4924 173 0],[152 4543 167 0],[631 18305 575 0],
A-3,[127 3271 120 0],[168 5197 275 0],[167 4939 191 0],[176 5346 205 0],[183 179 5022 0],[161 172 4668 0],[163 5294 172 0],[165 5189 190 0],[192 5220 204 0],[660 19425 665 0],
A-4,[123 3523 100 0],[175 5374 150 0],[169 5272 168 0],[168 4890 430 0],[182 166 4793 0],[189 176 4231 0],[180 5344 173 0],[187 5638 170 0],[171 5809 191 0],[663 19782 661 0],
A-5,[123 4014 123 0],[174 5964 179 0],[178 6051 200 0],[205 6138 202 0],[200 176 4749 0],[195 173 4696 0],[209 6108 190 0],[207 6190 214 0],[197 6049 180 0],[704 22991 740 0],
A-6,[143 4420 142 0],[199 6429 476 0],[195 234 6908 0],[198 205 6943 0],[205 197 5321 0],[198 191 4627 0],[204 6690 458 0],[200 6728 225 0],[206 6721 204 0],[727 25041 786 0],
A-7,[143 4997 163 0],[7612 229 222 0],[224 208 7226 0],[7240 205 224 0],[230 216 5681 0],[5449 195 249 0],[7385 216 230 0],[7900 196 212 0],[218 7749 222 0],[841 28772 827 0],
A-8,[5390 152 147 0],[7756 215 239 0],[7640 212 201 0],[7255 211 245 0],[211 202 5023 0],[189 204 4558 0],[7985 242 215 0],[7579 197 215 0],[8111 227 229 0],[31706 889 828 0],
A-9,[5631 156 151 0],[6697 211 229 0],[6310 195 263 0],[6327 209 211 0],[190 213 4721 0],[200 205 4403 0],[6709 238 198 0],[7995 200 219 0],[8497 265 239 0],[32707 856 891 0],
A-10,[3366 71 70 0],[3306 91 102 0],[3032 113 113 0],[3041 85 79 0],[1615 90 99 0],[168 79 82 0],[3452 87 109 0],[3510 127 109 0],[4052 105 125 0],[20387 449 491 0],
A-A,[37 34 42 2901],[52 62 355 4172],[64 64 58 4914],[55 62 134 4695],[51 61 60 4975],[57 54 2052 127],[63 63 148 4696],[54 62 67 4786],[64 57 54 4644],[236 212 204 18372],
2-2,[44 50 40 3249],[43 48 43 4184],[61 51 52 5088],[63 46 61 4810],[68 72 70 4905],[66 55 56 5012],[53 51 66 4911],[60 61 61 4752],[67 2008 57 112],[228 225 218 17565],
3-3,[40 37 50 3310],[62 53 72 4803],[47 61 48 4472],[66 70 40 4936],[73 60 69 4844],[58 48 68 4931],[53 65 65 4978],[62 52 58 4814],[49 49 58 5027],[197 222 221 17633],
4-4,[45 48 44 3232],[66 2026 61 157],[56 2005 61 114],[56 1757 74 88],[64 50 2003 113],[54 78 1969 114],[63 2018 66 102],[48 55 55 4502],[63 60 58 5037],[200 7415 222 408],
5-5,[46 1383 41 115],[58 70 2040 132],[56 67 1946 119],[62 56 2005 150],[51 54 1802 81],[56 62 2016 130],[57 60 1956 102],[47 107 1953 119],[66 55 1940 107],[213 7340 226 395],
6-6,[37 40 39 3199],[73 58 50 5012],[48 57 72 4898],[51 49 58 4884],[50 48 236 4275],[101 53 56 3829],[54 46 116 4741],[60 74 56 4855],[64 58 59 4773],[195 220 235 17443],
7-7,[49 36 41 3374],[50 58 49 4910],[71 51 67 5006],[67 45 55 4743],[64 49 78 4742],[54 61 73 5164],[61 52 45 4334],[48 64 84 4885],[56 53 88 4809],[200 195 229 17702],
8-8,[49 34 50 3301],[59 62 60 4646],[65 58 50 5010],[58 65 63 5066],[77 53 62 5177],[52 63 78 5026],[48 63 61 4659],[45 53 61 4282],[58 54 72 5006],[210 203 216 17537],
9-9,[37 56 29 3334],[1907 54 56 155],[2031 67 50 112],[1996 51 64 110],[1993 52 57 95],[1978 68 63 108],[1963 53 44 128],[62 58 61 4796],[60 48 57 4159],[209 176 205 17681],
