,A,2,3,4,5,6,7,8,9,10,
5,1120,1654,1681,1790,1687,1792,1809,1716,1727,6344,
6,1138,1627,1684,1567,1761,1648,1631,1638,1674,6134,
7,2387,3397,3278,3324,3134,3467,3371,3419,3363,12600,
8,2434,3365,3603,3691,3154,3233,3682,3507,3580,13489,
9,3773,5354,5113,5465,5393,5480,5348,5382,5439,20364,
10,4015,5858,5836,5817,5851,5905,5792,5736,5985,21534,
11,1154,1563,1656,1275,1301,1374,1604,1685,1667,6382,
12,9915,9433,12547,12376,12168,12612,12851,13625,13834,53223,
13,10378,10542,10790,10624,9334,4594,11622,12966,15117,58289,
14,9131,5228,1363,7589,9057,6970,13631,12140,12661,54202,
15,8576,11925,11583,10793,10669,8744,13768,4486,13011,58879,
16,8850,8050,10277,9506,10569,8818,12198,13540,12168,11461,
17,5865,11752,11064,10574,10065,9741,12075,12451,4319,58708,
18,9656,9254,8789,8388,8162,8087,10522,11274,13223,52230,
19,9169,9159,8158,6592,6749,6621,9723,11717,12192,50809,
20,4217,1292,543,456,471,447,2216,3447,4372,24628,
21,3512,1367,588,499,530,512,2184,3909,4880,19857,
A-2,1123,1489,1817,1749,1730,1688,1733,1814,1743,6379,
A-3,1097,1887,1777,1722,1606,1573,1838,1815,1852,6873,
A-4,1194,1898,1945,1580,1832,1530,1889,1880,2008,7123,
A-5,1407,2166,2091,1896,1937,1710,2069,2100,2086,7870,
A-6,1550,2122,2352,2040,2313,1587,2399,2391,2363,8929,
A-7,1710,2595,2792,2269,2436,1974,2555,2819,2721,9996,
A-8,1837,2732,2803,2408,2383,1972,2845,2617,2835,6124,
A-9,1897,2778,2729,1946,2101,1671,2778,2827,3044,11746,
A-10,1162,1244,1264,839,931,168,1257,1303,1452,7281,
A-A,1072,1763,1722,1803,1712,685,1624,1716,1783,5904,
2-2,1198,1497,1738,1607,1741,1686,1727,1603,1723,6205,
3-3,507,1621,1441,1637,740,1790,1743,1820,1677,6182,
4-4,501,727,721,583,664,726,732,697,1523,2667,
5-5,345,731,706,667,655,723,721,730,708,2646,
6-6,1126,1626,1682,1579,1788,1473,1685,1705,1728,5980,
7-7,1125,1771,1684,1636,1732,1740,1478,1706,1627,6049,
8-8,1177,1663,1620,1701,1709,1746,1636,1368,1642,6301,
9-9,1197,699,723,714,715,693,735,1642,1472,6259,
10-10,8319,12086,12102,12167,12049,12050,12126,12111,12092,42768,
