,A,2,3,4,5,6,7,8,9,10,
5,[-0.064604 0.041675 -0.113849  _ ],[-0.062249 0.088542 -0.055729  _ ],[-0.048995 0.083332 -0.069255  _ ],[-0.034212 0.102673 -0.082446  _ ],[-0.025358 0.104262 -0.047840  _ ],[-0.007629 0.137306 -0.044575  _ ],[-0.052918 0.103495 -0.138482  _ ],[-0.078390 0.067999 -0.171427  _ ],[-0.092864 0.052505 -0.163641  _ ],[-0.241889 0.069701 -0.434068  _ ],
6,[-0.084898 0.039464 -0.156139  _ ],[-0.022631 0.077008 -0.051413  _ ],[-0.033825 0.081551 -0.064893  _ ],[-0.033048 0.082015 -0.049592  _ ],[-0.027241 0.103729 -0.017664  _ ],[-0.009977 0.122568 -0.037175  _ ],[-0.050078 0.096411 -0.143919  _ ],[-0.065846 0.061704 -0.175913  _ ],[-0.060436 0.052991 -0.182615  _ ],[-0.264035 0.070758 -0.543708  _ ],
7,[-0.138397 0.050517 -0.232732  _ ],[-0.078075 0.088385 -0.150919  _ ],[-0.092974 0.080641 -0.137245  _ ],[-0.050518 0.100943 -0.047135  _ ],[-0.053833 0.119717 -0.004245  _ ],[-0.057502 0.140512 -0.002870  _ ],[-0.133784 0.104348 -0.207208  _ ],[-0.171408 0.062053 -0.208341  _ ],[-0.153567 0.052731 -0.286145  _ ],[-0.407940 0.060074 -0.686758  _ ],
8,[-0.116976 0.055228 -0.143002  _ ],[-0.075392 0.135440 0.003193  _ ],[-0.080376 0.149176 -0.073564  _ ],[-0.021913 0.148527 -0.001715  _ ],[-0.030890 0.165994 0.012665  _ ],[-0.055433 0.210980 -0.001914  _ ],[-0.155448 0.234634 -0.057732  _ ],[-0.152753 0.108858 -0.082000  _ ],[-0.146045 0.055702 -0.194390  _ ],[-0.393940 0.054758 -0.568833  _ ],
9,[-0.234606 0.145708 -0.141838  _ ],[-0.132697 0.221187 0.025462  _ ],[-0.105962 0.162697 0.027186  _ ],[-0.090340 0.028973 0.159751  _ ],[-0.055677 0.038383 0.307324  _ ],[-0.072149 0.040296 0.303405  _ ],[-0.193567 0.312979 0.044481  _ ],[-0.212980 0.252466 0.011288  _ ],[-0.250527 0.175688 -0.190667  _ ],[-0.394913 0.085480 -0.427112  _ ],
10,[-0.216706 0.280970 -0.014909  _ ],[-0.099815 0.026680 0.367335  _ ],[-0.101711 0.028522 0.431677  _ ],[-0.091423 0.031425 0.433192  _ ],[-0.074767 0.033285 0.509269  _ ],[-0.076730 0.030675 0.526307  _ ],[-0.210737 0.035278 0.380274  _ ],[-0.216821 0.029893 0.291791  _ ],[-0.218916 0.029724 0.161093  _ ],[-0.491026 0.246981 -0.035355  _ ],
11,[-0.042653 0.287581 -0.015772  _ ],[-0.026994 0.011117 0.549071  _ ],[-0.001142 0.007650 0.490345  _ ],[-0.025725 0.006686 0.492955  _ ],[-0.006976 0.007655 0.560755  _ ],[-0.008693 0.008384 0.649511  _ ],[-0.028496 0.007901 0.461255  _ ],[-0.039567 0.010680 0.231785  _ ],[-0.045589 0.013444 0.262997  _ ],[-0.176748 0.348104 0.039475  _ ],
12,[-0.395288 -0.163695 -0.320932  _ ],[-0.236409 -0.156742 -0.237064  _ ],[-0.219389 -0.219398 -0.169619  _ ],[-0.210298 -0.210759 -0.104459  _ ],[-0.182577 -0.194562 -0.084397  _ ],[-0.134326 -0.172185 0.057825  _ ],[-0.332437 -0.116570 -0.199161  _ ],[-0.343968 -0.129044 -0.233789  _ ],[-0.374997 -0.148302 -0.312457  _ ],[-0.536592 -0.172800 -0.485525  _ ],
13,[-0.392521 -0.254183 -0.329549  _ ],[-0.291992 -0.234476 -0.290235  _ ],[-0.289204 -0.288475 -0.190745  _ ],[-0.250187 -0.250255 -0.155496  _ ],[-0.158539 -0.221783 -0.218379  _ ],[-0.191503 -0.240131 -0.134710  _ ],[-0.325490 -0.196490 -0.256842  _ ],[-0.399315 -0.225923 -0.269942  _ ],[-0.423192 -0.236140 -0.309059  _ ],[-0.530488 -0.243907 -0.515341  _ ],
14,[-0.399051 -0.328392 -0.402776  _ ],[-0.342740 -0.342695 -0.236165  _ ],[-0.260961 -0.307236 -0.307930  _ ],[-0.172788 -0.278678 -0.237957  _ ],[-0.157910 -0.275308 -0.236422  _ ],[-0.195968 -0.274252 -0.133754  _ ],[-0.340434 -0.262646 -0.309934  _ ],[-0.363293 -0.289064 -0.358295  _ ],[-0.383886 -0.298741 -0.368373  _ ],[-0.534968 -0.321212 -0.514783  _ ],
15,[-0.444310 -0.410687 -0.451395  _ ],[-0.276234 -0.346069 -0.344300  _ ],[-0.261123 -0.344038 -0.292271  _ ],[-0.181703 -0.351334 -0.260415  _ ],[-0.156389 -0.329196 -0.221927  _ ],[-0.212288 -0.333685 -0.195232  _ ],[-0.329445 -0.326774 -0.214950  _ ],[-0.382850 -0.375070 -0.307334  _ ],[-0.468790 -0.383481 -0.449599  _ ],[-0.540198 -0.413122 -0.488855  _ ],
16,[-0.484094 -0.483523 -0.448534  _ ],[-0.309707 -0.371960 -0.344959  _ ],[-0.319953 -0.388142 -0.269623  _ ],[-0.180582 -0.364890 -0.268854  _ ],[-0.168331 -0.358001 -0.208299  _ ],[-0.143744 -0.355611 -0.219232  _ ],[-0.305756 -0.366026 -0.176524  _ ],[-0.374740 -0.374433 -0.284577  _ ],[-0.466547 -0.466423 -0.423168  _ ],[-0.526969 -0.511008 -0.526504  _ ],
17,[-0.467570 -0.467566 -0.442003  _ ],[-0.171840 -0.423221 -0.226831  _ ],[-0.110458 -0.435563 -0.292892  _ ],[-0.087091 -0.423822 -0.238366  _ ],[-0.048827 -0.420585 -0.233329  _ ],[0.003451 -0.411915 -0.192766  _ ],[-0.101300 -0.397715 -0.206250  _ ],[-0.380902 -0.439372 -0.360284  _ ],[-0.424607 -0.463050 -0.463913  _ ],[-0.435204 -0.587891 -0.480671  _ ],
18,[-0.131880 -0.374632 -0.280402  _ ],[0.158718 -0.425501 -0.288581  _ ],[0.148643 -0.453547 -0.319559  _ ],[0.168515 -0.446092 -0.272367  _ ],[0.221830 -0.451750 -0.257381  _ ],[0.297668 -0.427610 -0.260172  _ ],[0.419667 -0.439594 -0.268907  _ ],[0.068138 -0.431870 -0.212739  _ ],[-0.182110 -0.451595 -0.279545  _ ],[-0.180136 -0.624898 -0.516853  _ ],
19,[0.283348 -0.404422 -0.321038  _ ],[0.368334 -0.517043 -0.364053  _ ],[0.394947 -0.463866 -0.362940  _ ],[0.405520 -0.493403 -0.366548  _ ],[0.452116 -0.485466 -0.365835  _ ],[0.499910 -0.484789 -0.327839  _ ],[0.593949 -0.507571 -0.317633  _ ],[0.604806 -0.492246 -0.401160  _ ],[0.285474 -0.510564 -0.361149  _ ],[0.054445 -0.735288 -0.574835  _ ],
20,[0.639280 -0.196782 -0.155674  _ ],[0.610769 -0.196920 -0.188647  _ ],[0.479332 -0.183957 -0.171894  _ ],[0.378333 -0.206005 -0.186371  _ ],[0.239773 -0.183514 -0.161171  _ ],[0.259392 -0.191164 -0.162219  _ ],[0.757985 -0.203684 -0.173669  _ ],[0.780737 -0.238195 -0.178659  _ ],[0.717586 -0.247910 -0.209211  _ ],[0.547804 -0.660433 -0.599820  _ ],
21,[0.920581 -0.303844 0.000000  _ ],[0.833927 -0.321719 0.000000  _ ],[0.660932 -0.280475 0.000000  _ ],[0.556793 -0.285497 0.000000  _ ],[0.337807 -0.274693 0.000000  _ ],[0.339739 -0.273967 0.000000  _ ],[0.913727 -0.319680 0.000000  _ ],[0.923776 -0.320361 0.000000  _ ],[0.942339 -0.345060 0.000000  _ ],[0.955310 -0.846635 0.000000  _ ],
