,A,2,3,4,5,6,7,8,9,10,
5,1116,1547,1560,1698,1668,1671,1686,1623,1629,6134,
6,1128,1496,1517,1466,1563,1554,1515,1553,1580,6001,
7,2393,3179,3165,3132,3223,3193,3240,3221,3226,12226,
8,2263,3264,3395,3309,1662,3227,3424,3459,3343,12492,
9,3560,4643,4687,4941,5078,4989,4336,4612,5239,19325,
10,3810,5403,5380,5481,5295,5161,5341,5342,5352,20425,
11,1113,1577,1580,1216,1156,1022,1482,1526,1557,5011,
12,9371,9782,6995,10497,10720,11652,11055,12338,12759,49221,
13,10097,11831,3512,7533,6262,9258,7770,13051,14142,53907,
14,8957,8548,8960,8431,7804,6428,12408,7245,12314,51213,
15,7672,3550,11335,8283,9515,1838,12540,13295,12536,54374,
16,8451,7334,10853,9084,8932,8047,11006,12304,12799,30105,
17,7985,11816,11032,9487,9653,9241,11189,3054,7853,55587,
18,8707,9472,8650,7923,7168,6834,9411,9835,11963,48825,
19,8309,9514,8613,6427,6797,6782,8705,10115,10858,47568,
20,4074,2079,1097,644,551,551,1717,2916,4068,23963,
21,3337,2125,1251,678,621,653,1811,2668,4003,19579,
A-2,1083,1064,1705,1494,1678,1556,1577,1657,1562,6088,
A-3,1120,1259,1709,1276,1668,1672,1796,1780,1763,6403,
A-4,1190,1766,1742,1558,1574,1636,1781,1748,1883,6863,
A-5,1296,1660,1997,1852,1581,1675,2015,2162,2023,7513,
A-6,1394,2140,2285,2004,1717,1643,2202,2126,2199,8217,
A-7,1641,2428,2536,2086,1990,1948,2372,2431,2470,9388,
A-8,1718,2499,2533,2083,1852,1688,2582,2435,2663,2320,
A-9,1852,2474,2696,1807,1836,1703,2454,2586,2702,10656,
A-10,1086,1128,1135,445,667,587,1111,1180,1339,6509,
A-A,916,1638,1635,638,1567,1528,1432,1496,1603,5974,
2-2,1140,1376,1541,1506,1545,1529,1509,1575,691,5732,
3-3,1059,1582,1361,1559,1598,1515,1566,1568,1473,5967,
4-4,912,690,692,591,664,537,671,657,1628,5877,
5-5,403,656,634,655,553,661,699,660,674,2413,
6-6,1082,1539,1617,1567,1594,172,1752,1395,1613,5624,
7-7,1054,1549,1689,1686,1556,1650,1384,1459,1482,5730,
8-8,1028,1505,1543,1568,1547,1613,1623,1371,1514,6129,
9-9,1089,1561,1533,666,1574,1594,638,1700,1236,5611,
10-10,7859,11318,11345,11471,11325,11311,11312,11319,11451,39851,
