,A,2,3,4,5,6,7,8,9,10,
5,[703 4047 757 0],[1018 5624 988 0],[977 5659 1024 0],[1053 5982 1082 0],[1137 6027 1100 0],[1120 5962 1126 0],[1077 6004 1064 0],[1079 5840 1123 0],[1065 5853 1074 0],[3873 21094 3931 0],
6,[760 4082 769 0],[986 5269 1000 0],[1106 5902 1051 0],[1032 5663 995 0],[1039 5683 1099 0],[1086 5709 1147 0],[1052 5626 1108 0],[1026 5605 1050 0],[1083 6054 1064 0],[4089 21079 3922 0],
7,[1456 8285 1442 0],[2181 11352 2104 0],[2094 11723 2059 0],[2118 11671 2125 0],[2091 11791 2139 0],[2189 11634 2249 0],[2237 11688 2152 0],[2090 11810 2103 0],[2197 11869 2224 0],[8241 43502 7950 0],
8,[1572 8408 1509 0],[2163 11930 2236 0],[2142 11976 2149 0],[2175 12448 2170 0],[2187 12112 2186 0],[2236 11601 2457 0],[2275 12310 2297 0],[2229 12076 2322 0],[2193 12407 2262 0],[8359 44791 8248 0],
9,[2364 13287 2292 0],[3264 18578 3328 0],[3408 18699 3501 0],[3320 18153 3882 0],[3336 17580 4235 0],[3248 13019 8698 0],[3335 18360 3299 0],[3458 18738 3393 0],[3391 18789 3359 0],[12433 69580 12539 0],
10,[2440 13739 2381 0],[3485 11259 11781 0],[3388 13807 9407 0],[3440 4123 19229 0],[3477 3476 20041 0],[3456 3458 19547 0],[3417 16734 6401 0],[3312 19284 3694 0],[3498 19557 3821 0],[12958 72801 12832 0],
11,[431 3670 387 0],[596 3932 1891 0],[586 599 5665 0],[594 634 5691 0],[592 592 5534 0],[542 567 5131 0],[584 5163 613 0],[566 5137 738 0],[577 5422 688 0],[2210 19538 2260 0],
12,[5901 33512 5726 0],[8422 44062 10300 0],[8934 43863 12081 0],[8894 40754 13604 0],[8970 30270 23505 0],[8735 29227 24980 0],[8265 46862 8747 0],[8616 47708 8358 0],[8422 48665 8418 0],[31307 177147 31189 0],
13,[6125 36047 6244 0],[10923 46909 11937 0],[16832 35574 15468 0],[21315 24170 22643 0],[24313 11002 31357 0],[14885 8887 42548 0],[8683 47470 12431 0],[8959 51786 9116 0],[8933 52651 8893 0],[33223 195174 33362 0],
14,[5838 34027 5981 0],[10620 26173 26674 0],[40982 8391 14901 0],[31292 9362 19168 0],[30145 7685 19933 0],[30539 7633 18651 0],[8038 32240 23486 0],[8132 44663 11932 0],[8216 48859 8574 0],[30347 185177 30925 0],
15,[5889 35191 6774 0],[44032 8383 14659 0],[45708 8198 10682 0],[45771 7989 8539 0],[42251 7725 8706 0],[41142 7622 10178 0],[8291 9902 48238 0],[8482 20102 40418 0],[8431 47117 14235 0],[31816 191373 36487 0],
16,[5376 14964 25453 0],[43124 7356 9337 0],[41638 7215 8516 0],[40232 7171 7900 0],[39154 7075 7116 0],[36468 6580 7263 0],[7447 7345 45173 0],[7611 9631 46394 0],[8235 31909 25320 0],[34484 139002 72582 0],
17,[10492 5689 31176 0],[45772 7601 7630 0],[43943 7390 7432 0],[41135 7220 7210 0],[39517 7099 7077 0],[38908 7177 7115 0],[44852 7397 7472 0],[13618 7645 42958 0],[39051 7875 21739 0],[192678 29702 35905 0],
18,[32152 4975 4810 0],[40086 6593 6539 0],[36477 6161 6203 0],[35041 6426 6256 0],[33247 6173 6232 0],[31370 6045 6022 0],[39232 6658 6630 0],[41565 6540 6599 0],[46595 6902 6994 0],[174911 25791 25549 0],
19,[30969 4857 4781 0],[37778 6510 6589 0],[35909 6429 6326 0],[33832 6425 6452 0],[31505 6135 6169 0],[30253 6051 6102 0],[37445 6630 6629 0],[40734 6887 6894 0],[43725 6891 6741 0],[176717 26465 26507 0],
20,[14886 1911 1838 0],[12726 2014 2013 0],[10965 1861 1786 0],[6804 1809 1841 0],[4916 1587 1633 0],[4682 1649 1664 0],[15096 2089 2131 0],[17790 2468 2406 0],[21980 2582 2623 0],[83997 10123 10127 0],
21,[12467 2396 0 0],[11458 2554 0 0],[8151 2418 0 0],[7302 2377 0 0],[5399 2204 0 0],[5003 2195 0 0],[12458 2875 0 0],[14416 3020 0 0],[18687 3360 0 0],[72649 12787 0 0],
A-2,[690 3755 718 0],[1056 5598 1087 0],[1070 6028 1115 0],[1105 5981 1156 0],[1146 5866 1316 0],[1080 5754 1425 0],[1094 6065 1147 0],[1078 5957 1115 0],[1142 6071 1121 0],[4058 21138 4043 0],
