,A,2,3,4,5,6,7,8,9,10,
5,[-0.617226 0.084546 -1.092590  _ ],[-0.289061 0.087160 -0.557987  _ ],[-0.248310 0.111642 -0.466391  _ ],[-0.144036 0.139344 -0.382286  _ ],[-0.185025 0.143200 -0.285820  _ ],[-0.160635 0.146987 -0.304650  _ ],[-0.353323 0.134851 -0.934359  _ ],[-0.470471 0.126732 -1.051850  _ ],[-0.560149 0.095864 -1.049371  _ ],[-0.538406 0.071843 -1.035744  _ ],
6,[-0.609589 0.068109 -1.054244  _ ],[-0.265685 0.084186 -0.544417  _ ],[-0.188243 0.109922 -0.459567  _ ],[-0.233812 0.118034 -0.276954  _ ],[-0.155119 0.143775 -0.267726  _ ],[-0.137027 0.144695 -0.256347  _ ],[-0.456177 0.130529 -0.866079  _ ],[-0.426622 0.107796 -0.989160  _ ],[-0.498115 0.085795 -1.082033  _ ],[-0.494448 0.073363 -1.125422  _ ],
7,[-0.655607 0.070103 -1.193246  _ ],[-0.269377 0.081618 -0.431359  _ ],[-0.239189 0.092480 -0.524254  _ ],[-0.160395 0.124237 -0.244451  _ ],[-0.139677 0.115727 -0.195146  _ ],[-0.162615 0.160745 0.040551  _ ],[-0.418932 0.116481 -0.700989  _ ],[-0.495555 0.112638 -0.870205  _ ],[-0.506894 0.084229 -0.921392  _ ],[-0.577652 0.064778 -1.035713  _ ],
8,[-0.634825 0.071435 -0.959338  _ ],[-0.219552 0.111207 -0.276683  _ ],[-0.225533 0.137251 -0.101694  _ ],[-0.151870 0.182412 -0.189775  _ ],[-0.154968 0.200361 0.066789  _ ],[-0.097524 0.220988 0.116199  _ ],[-0.490431 0.240305 -0.131809  _ ],[-0.526820 0.142689 -0.385925  _ ],[-0.525015 0.078393 -0.772652  _ ],[-0.634597 0.058388 -0.717716  _ ],
9,[-0.637701 0.151997 -0.386948  _ ],[-0.316249 0.195925 0.037710  _ ],[-0.208449 0.225160 -0.080110  _ ],[-0.156648 0.249630 0.103287  _ ],[-0.147180 0.254267 0.237563  _ ],[-0.161327 0.278559 0.243677  _ ],[-0.514430 0.334081 0.159941  _ ],[-0.511945 0.282903 0.053321  _ ],[-0.600264 0.171799 -0.146645  _ ],[-0.579923 0.080681 -0.469232  _ ],
10,[-0.623240 0.293658 -0.102135  _ ],[-0.248488 0.313601 0.274602  _ ],[-0.255310 0.302841 0.263817  _ ],[-0.214981 0.316511 0.571648  _ ],[-0.175170 0.327228 0.434483  _ ],[-0.185604 0.336412 0.610936  _ ],[-0.491839 0.401947 0.368909  _ ],[-0.508757 0.403923 0.282544  _ ],[-0.532442 0.349215 0.252144  _ ],[-0.553610 0.230038 -0.122840  _ ],
11,[-0.479453 0.367379 0.125782  _ ],[-0.202307 0.332167 0.270902  _ ],[-0.251810 0.307559 0.471242  _ ],[-0.121539 0.321794 0.646156  _ ],[-0.200381 0.307103 0.661350  _ ],[-0.097400 0.340897 0.665505  _ ],[-0.399124 0.452418 0.310146  _ ],[-0.441793 0.396902 0.298153  _ ],[-0.524992 0.367146 0.189026  _ ],[-0.562338 0.357186 0.229097  _ ],
12,[-0.693532 -0.176859 -0.515503  _ ],[-0.243545 -0.110335 -0.244348  _ ],[-0.278582 -0.138368 -0.249203  _ ],[-0.235025 -0.122867 -0.207923  _ ],[-0.202518 -0.142983 -0.203940  _ ],[-0.248273 -0.141692 -0.179524  _ ],[-0.475778 -0.108848 -0.203556  _ ],[-0.456898 -0.169551 -0.266249  _ ],[-0.504499 -0.149719 -0.434448  _ ],[-0.576774 -0.182611 -0.496975  _ ],
13,[-0.656308 -0.291136 -0.445271  _ ],[-0.352138 -0.236292 -0.367781  _ ],[-0.308612 -0.191194 -0.332072  _ ],[-0.197993 -0.291889 -0.297145  _ ],[-0.242911 -0.187610 -0.241828  _ ],[-0.093352 -0.243530 -0.235559  _ ],[-0.479586 -0.142925 -0.265529  _ ],[-0.516472 -0.214210 -0.419509  _ ],[-0.554650 -0.255613 -0.329899  _ ],[-0.524144 -0.237466 -0.485631  _ ],
14,[-0.732496 -0.346265 -0.458314  _ ],[-0.395012 -0.389132 -0.284673  _ ],[-0.278113 -0.351622 -0.350791  _ ],[-0.176347 -0.333682 -0.306071  _ ],[-0.207211 -0.370825 -0.242296  _ ],[-0.170325 -0.278738 -0.287770  _ ],[-0.486062 -0.235406 -0.349016  _ ],[-0.469964 -0.282155 -0.411577  _ ],[-0.572871 -0.278260 -0.428115  _ ],[-0.497657 -0.331685 -0.532702  _ ],
