,A,2,3,4,5,6,7,8,9,10,
5,[110 1180 121 0],[145 1593 176 0],[140 1576 161 0],[194 1722 197 0],[169 1681 177 0],[154 1670 164 0],[189 1691 182 0],[170 1666 158 0],[174 1772 181 0],[657 6548 645 0],
6,[118 1133 115 0],[157 1662 135 0],[140 1692 197 0],[181 1704 159 0],[166 1599 167 0],[153 1613 156 0],[170 1645 162 0],[153 1612 171 0],[166 1734 172 0],[625 6336 607 0],
7,[259 2324 208 0],[305 3435 323 0],[364 3309 345 0],[316 3394 350 0],[312 3272 334 0],[349 3388 329 0],[304 3396 313 0],[320 3323 360 0],[342 3470 342 0],[1309 12805 1194 0],
8,[259 2461 231 0],[336 3505 322 0],[328 3494 310 0],[328 2952 911 0],[317 3036 923 0],[348 3520 308 0],[349 3671 360 0],[350 3542 338 0],[368 3591 349 0],[1243 13213 1296 0],
9,[328 3789 355 0],[520 5430 577 0],[524 529 5395 0],[478 491 5341 0],[532 576 5500 0],[553 478 5307 0],[492 2725 3126 0],[541 5309 591 0],[530 5685 494 0],[1933 20218 1905 0],
10,[353 4108 387 0],[527 541 5819 0],[499 591 5696 0],[547 518 5959 0],[528 519 5892 0],[513 520 5597 0],[531 544 5844 0],[527 538 5699 0],[560 553 5792 0],[2001 21928 1995 0],
11,[60 50 1153 0],[94 77 1800 0],[89 71 1288 0],[86 74 1395 0],[97 87 1339 0],[78 87 1279 0],[80 87 1401 0],[87 91 1503 0],[92 92 1811 0],[337 6442 359 0],
12,[887 9667 907 0],[1704 8202 5789 0],[1676 1798 11936 0],[3356 1729 10397 0],[1306 1261 12290 0],[1291 1277 12386 0],[1280 12508 1800 0],[1288 12878 1313 0],[1355 13702 1304 0],[4782 52787 4833 0],
13,[1038 10412 1102 0],[3280 2293 11663 0],[4529 2213 8816 0],[5924 1315 8763 0],[3836 1328 10192 0],[2033 1311 11408 0],[1398 10107 5369 0],[1309 14077 1678 0],[1403 14963 1474 0],[5182 57467 5186 0],
14,[907 8928 1603 0],[4769 1503 8932 0],[5750 1138 6842 0],[3355 1124 8997 0],[8824 1152 3014 0],[5436 1120 6073 0],[1183 1244 13054 0],[1221 6327 8535 0],[1216 12951 2455 0],[4592 55479 4675 0],
15,[1025 8687 3070 0],[8988 1174 5095 0],[10236 1171 2952 0],[10813 1186 1636 0],[10777 1155 1636 0],[10210 1222 1834 0],[1208 1215 13346 0],[1310 1886 13460 0],[1789 10703 5368 0],[4763 56235 7433 0],
16,[1218 2060 8663 0],[6406 1109 5826 0],[8313 1027 2795 0],[9210 1058 2273 0],[9897 1019 1042 0],[9073 1000 1057 0],[1133 1115 11622 0],[1270 1170 12555 0],[1601 1746 13321 0],[5008 6775 54083 0],
17,[2610 1275 8370 0],[11442 1088 1136 0],[10018 1062 1070 0],[10449 1046 1088 0],[9622 1055 1087 0],[9953 1064 1117 0],[11715 1094 1108 0],[2633 1173 11592 0],[8462 1606 6710 0],[56058 4377 6738 0],
18,[9178 707 687 0],[9079 968 899 0],[8313 883 956 0],[7867 834 936 0],[7986 908 916 0],[8189 919 930 0],[10064 982 860 0],[10288 905 948 0],[12649 1012 1070 0],[51118 3999 3821 0],
19,[8761 703 794 0],[9069 926 959 0],[6939 915 876 0],[6961 922 924 0],[6525 929 875 0],[6596 944 927 0],[8813 943 899 0],[10161 964 1009 0],[11553 972 990 0],[50878 3844 3992 0],
20,[4252 259 244 0],[1067 247 250 0],[585 251 259 0],[523 268 236 0],[447 220 259 0],[492 259 236 0],[2014 244 272 0],[2645 267 251 0],[4048 308 300 0],[23842 1461 1495 0],
21,[3100 301 0 0],[1156 308 0 0],[634 335 0 0],[609 352 0 0],[520 307 0 0],[515 328 0 0],[2053 364 0 0],[2755 419 0 0],[4203 465 0 0],[19326 1893 0 0],
A-2,[84 1065 107 0],[139 1606 193 0],[170 1721 204 0],[154 1734 141 0],[169 172 1774 0],[149 173 1631 0],[165 1699 154 0],[186 1585 149 0],[191 1782 184 0],[621 6481 665 0],
A-3,[103 1196 96 0],[196 1884 174 0],[146 1775 175 0],[159 1753 245 0],[188 169 1722 0],[171 141 1587 0],[184 1870 169 0],[145 1757 168 0],[174 1867 170 0],[692 6658 639 0],
A-4,[112 1255 99 0],[172 2023 185 0],[207 1902 186 0],[171 193 1886 0],[181 1690 178 0],[193 159 1569 0],[184 1912 181 0],[191 1865 172 0],[171 2042 213 0],[670 7332 696 0],
A-5,[128 1348 143 0],[176 2132 202 0],[188 1875 368 0],[195 2120 180 0],[187 1700 225 0],[176 173 1722 0],[199 2220 202 0],[174 2065 187 0],[190 2079 184 0],[756 7887 709 0],
A-6,[134 1552 116 0],[218 2381 198 0],[209 258 2327 0],[238 2241 206 0],[189 209 2074 0],[196 210 1587 0],[203 2438 231 0],[226 2322 196 0],[196 2329 192 0],[796 8779 730 0],
A-7,[136 1702 132 0],[236 218 2677 0],[203 208 2655 0],[208 205 2549 0],[202 205 2267 0],[249 170 1916 0],[2537 190 209 0],[2610 190 218 0],[197 2589 240 0],[791 9850 805 0],
A-8,[1921 167 141 0],[2757 223 212 0],[191 211 2597 0],[2450 182 214 0],[2343 196 187 0],[208 165 1920 0],[2806 202 226 0],[2652 213 213 0],[2790 229 224 0],[1179 10432 844 0],
A-9,[1932 133 142 0],[2833 222 237 0],[2208 227 196 0],[2384 208 211 0],[1908 227 222 0],[178 204 1637 0],[2595 204 209 0],[2641 211 231 0],[2928 206 233 0],[11995 808 887 0],
A-10,[1226 70 78 0],[1264 85 100 0],[1135 109 109 0],[1122 109 110 0],[811 97 98 0],[83 83 154 0],[1194 121 138 0],[1175 103 91 0],[1322 131 123 0],[7470 489 459 0],
A-A,[37 32 36 907],[63 53 85 1752],[49 60 65 1776],[58 50 65 1746],[55 63 49 1640],[61 65 737 123],[49 49 48 1782],[53 55 50 1525],[64 58 68 1734],[241 216 212 6143],
2-2,[27 41 32 1035],[40 45 58 1442],[56 45 70 1644],[52 78 67 1609],[61 63 65 1789],[63 58 57 1540],[54 58 61 1665],[45 731 57 114],[57 77 60 1597],[196 213 210 5900],
3-3,[37 50 30 1168],[61 66 65 1628],[57 39 53 1454],[49 51 83 1786],[58 42 70 1708],[47 68 82 1573],[68 65 49 1602],[56 63 55 1640],[65 46 59 1688],[205 221 212 6124],
4-4,[44 457 51 102],[62 40 56 1718],[67 745 63 99],[49 39 76 1366],[62 686 65 111],[59 682 55 150],[66 719 60 118],[55 731 49 86],[63 63 60 1703],[202 217 216 6071],
5-5,[38 473 38 87],[60 63 676 135],[52 54 709 119],[59 49 718 122],[45 58 643 60],[71 54 692 130],[48 60 667 138],[49 56 699 106],[51 68 751 95],[200 2587 224 394],
6-6,[37 42 52 1089],[58 46 52 1567],[52 69 71 1749],[60 54 89 1701],[80 75 89 1605],[48 51 79 1382],[56 52 56 1598],[72 54 58 1580],[61 70 53 1644],[226 191 228 6046],
7-7,[36 39 35 1048],[58 55 62 1658],[52 63 63 1750],[67 66 56 1635],[63 70 56 1680],[51 74 51 1782],[50 49 62 1448],[61 54 60 1607],[57 57 71 1643],[207 217 206 6146],
8-8,[37 40 39 1214],[60 55 62 1693],[56 44 60 1690],[47 51 72 1781],[54 53 59 1686],[52 65 64 1668],[43 49 71 1808],[50 62 52 1463],[58 63 64 1594],[262 245 248 5942],
9-9,[40 51 36 1143],[81 61 48 1586],[734 75 44 116],[77 65 42 1553],[705 47 60 144],[739 62 68 120],[685 59 51 112],[701 60 59 155],[45 50 62 1380],[207 192 234 6186],
10-10,[8411 705 664 1492],[11764 970 1030 2131],[11973 1032 1027 2091],[12010 986 1024 2172],[11760 1018 1067 2121],[11934 1042 977 1973],[12043 1001 1052 2170],[12097 1068 1009 2114],[11871 981 1029 2134],[42477 3675 3566 7529],
