,A,2,3,4,5,6,7,8,9,10,
5,1180,1593,1576,1722,1681,1670,1691,1666,1772,6548,
6,1133,1662,1692,1704,1599,1613,1645,1612,1734,6336,
7,2324,3435,3309,3394,3272,3388,3396,3323,3470,12805,
8,2461,3505,3494,2952,3036,3520,3671,3542,3591,13213,
9,3789,5430,5395,5341,5500,5307,2725,5309,5685,20218,
10,4108,5819,5696,5959,5892,5597,5844,5699,5792,21928,
11,1153,1800,1288,1395,1339,1279,1401,1503,1811,6442,
12,9667,8202,1798,10397,12290,12386,12508,12878,13702,52787,
13,10412,3280,8816,8763,10192,11408,10107,14077,14963,57467,
14,8928,4769,6842,8997,8824,6073,13054,6327,12951,55479,
15,8687,8988,10236,10813,10777,10210,13346,13460,10703,56235,
16,8663,6406,8313,9210,9897,9073,11622,12555,13321,6775,
17,8370,11442,10018,10449,9622,9953,11715,2633,8462,56058,
18,9178,9079,8313,7867,7986,8189,10064,10288,12649,51118,
19,8761,9069,6939,6961,6525,6596,8813,10161,11553,50878,
20,4252,1067,585,523,447,492,2014,2645,4048,23842,
21,3100,1156,634,609,520,515,2053,2755,4203,19326,
A-2,1065,1606,1721,1734,1774,1631,1699,1585,1782,6481,
A-3,1196,1884,1775,1753,1722,1587,1870,1757,1867,6658,
A-4,1255,2023,1902,1886,1690,1569,1912,1865,2042,7332,
A-5,1348,2132,1875,2120,1700,1722,2220,2065,2079,7887,
A-6,1552,2381,258,2241,2074,1587,2438,2322,2329,8779,
A-7,1702,2677,2655,2549,2267,1916,2537,2610,2589,9850,
A-8,1921,2757,2597,2450,2343,1920,2806,2652,2790,10432,
A-9,1932,2833,2208,2384,1908,1637,2595,2641,2928,11995,
A-10,1226,1264,1135,1122,811,154,1194,1175,1322,7470,
A-A,907,1752,1776,1746,1640,737,1782,1525,1734,6143,
2-2,1035,1442,1644,1609,1789,1540,1665,731,1597,5900,
3-3,1168,1628,1454,1786,1708,1573,1602,1640,1688,6124,
4-4,457,1718,745,1366,686,682,719,731,1703,6071,
5-5,473,676,709,718,643,692,667,699,751,2587,
6-6,1089,1567,1749,1701,1605,1382,1598,1580,1644,6046,
7-7,1048,1658,1750,1635,1680,1782,1448,1607,1643,6146,
8-8,1214,1693,1690,1781,1686,1668,1808,1463,1594,5942,
9-9,1143,1586,734,1553,705,739,685,701,1380,6186,
10-10,8411,11764,11973,12010,11760,11934,12043,12097,11871,42477,
