,A,2,3,4,5,6,7,8,9,10,
5,[-0.671961 0.089819 -1.243859  _ ],[-0.259046 0.106262 -0.531991  _ ],[-0.259750 0.124694 -0.517790  _ ],[-0.163282 0.135529 -0.410177  _ ],[-0.134313 0.119614 -0.320957  _ ],[-0.133944 0.159019 -0.158203  _ ],[-0.510799 0.140832 -0.947198  _ ],[-0.482401 0.121415 -0.795291  _ ],[-0.527167 0.104403 -1.143372  _ ],[-0.588051 0.082730 -1.042314  _ ],
6,[-0.643969 0.079648 -1.172465  _ ],[-0.293502 0.091595 -0.444786  _ ],[-0.239792 0.098168 -0.524019  _ ],[-0.205588 0.137582 -0.256602  _ ],[-0.190857 0.120421 -0.340602  _ ],[-0.114857 0.156490 -0.246538  _ ],[-0.453510 0.117443 -0.938768  _ ],[-0.496517 0.103852 -0.867384  _ ],[-0.590856 0.086260 -1.080335  _ ],[-0.575975 0.065954 -1.083943  _ ],
7,[-0.701908 0.070719 -1.077128  _ ],[-0.360080 0.099957 -0.435158  _ ],[-0.277761 0.100929 -0.352619  _ ],[-0.125557 0.126194 -0.243649  _ ],[-0.193812 0.122716 -0.132628  _ ],[-0.180922 0.136658 -0.145928  _ ],[-0.406467 0.114466 -0.602432  _ ],[-0.509908 0.100820 -0.780263  _ ],[-0.515483 0.078958 -0.996182  _ ],[-0.562268 0.062284 -1.063864  _ ],
8,[-0.622464 0.058995 -0.792638  _ ],[-0.315758 0.124303 -0.210742  _ ],[-0.211815 0.156862 -0.159053  _ ],[-0.189457 0.170697 -0.099952  _ ],[-0.079995 0.165692 0.059464  _ ],[-0.152896 0.213604 0.110189  _ ],[-0.502230 0.239724 -0.066469  _ ],[-0.518852 0.148264 -0.412913  _ ],[-0.569514 0.078906 -0.775379  _ ],[-0.577949 0.055418 -0.700687  _ ],
9,[-0.676830 0.163188 -0.328366  _ ],[-0.239286 0.209254 -0.044644  _ ],[-0.289838 0.239261 0.211640  _ ],[-0.207842 0.245098 0.165035  _ ],[-0.152172 0.271668 0.180362  _ ],[-0.114623 0.285466 0.213409  _ ],[-0.492120 0.308989 0.127054  _ ],[-0.486143 0.282537 0.014245  _ ],[-0.540120 0.160183 -0.393943  _ ],[-0.527711 0.108649 -0.522419  _ ],
10,[-0.684234 0.296320 0.049258  _ ],[-0.278976 0.302703 0.225621  _ ],[-0.255422 0.305474 0.287880  _ ],[-0.213875 0.315633 0.447222  _ ],[-0.166445 0.326391 0.293245  _ ],[-0.123463 0.345725 0.566938  _ ],[-0.429017 0.380593 0.316932  _ ],[-0.458632 0.374275 0.218614  _ ],[-0.572944 0.340120 0.150207  _ ],[-0.557367 0.264749 0.020077  _ ],
11,[-0.532243 0.381350 0.050991  _ ],[-0.253243 0.322442 0.576776  _ ],[-0.185157 0.342768 0.611551  _ ],[-0.218757 0.328533 0.665213  _ ],[-0.134206 0.323059 0.627516  _ ],[-0.108115 0.341214 0.623189  _ ],[-0.391207 0.409319 0.383894  _ ],[-0.468964 0.426962 0.331520  _ ],[-0.503222 0.350956 0.240489  _ ],[-0.575433 0.365532 0.152559  _ ],
12,[-0.672007 -0.144780 -0.676299  _ ],[-0.329039 -0.165474 -0.225352  _ ],[-0.286768 -0.142345 -0.253851  _ ],[-0.238093 -0.131520 -0.229127  _ ],[-0.226540 -0.134669 -0.250090  _ ],[-0.199328 -0.202258 -0.082932  _ ],[-0.469261 -0.091135 -0.215118  _ ],[-0.548851 -0.112139 -0.338132  _ ],[-0.611542 -0.184585 -0.422606  _ ],[-0.555730 -0.140070 -0.413285  _ ],
13,[-0.665905 -0.232074 -0.484959  _ ],[-0.319028 -0.248042 -0.338894  _ ],[-0.313404 -0.233555 -0.349455  _ ],[-0.299221 -0.225750 -0.297610  _ ],[-0.129158 -0.291725 -0.290480  _ ],[-0.279326 -0.269481 0.029003  _ ],[-0.457385 -0.236056 -0.301775  _ ],[-0.514407 -0.214590 -0.346925  _ ],[-0.522210 -0.262734 -0.411108  _ ],[-0.519599 -0.288214 -0.448957  _ ],
14,[-0.654052 -0.321286 -0.514825  _ ],[-0.383560 -0.287617 -0.382168  _ ],[-0.290774 -0.377050 -0.376210  _ ],[-0.167399 -0.332731 -0.296141  _ ],[-0.170916 -0.321379 -0.273158  _ ],[-0.137652 -0.288442 -0.238903  _ ],[-0.449418 -0.350965 -0.362328  _ ],[-0.477894 -0.287895 -0.390774  _ ],[-0.512496 -0.318729 -0.461576  _ ],[-0.557039 -0.294013 -0.435783  _ ],
15,[-0.647895 -0.351360 -0.563962  _ ],[-0.281466 -0.408370 -0.521160  _ ],[-0.283668 -0.366724 -0.445428  _ ],[-0.152183 -0.336583 -0.286519  _ ],[-0.143195 -0.390789 -0.294214  _ ],[-0.158922 -0.391456 -0.286519  _ ],[-0.479087 -0.374752 -0.276823  _ ],[-0.528393 -0.329801 -0.426737  _ ],[-0.551793 -0.408164 -0.483234  _ ],[-0.548426 -0.438571 -0.494766  _ ],
16,[-0.674243 -0.442098 -0.509794  _ ],[-0.309204 -0.490644 -0.448885  _ ],[-0.297853 -0.440186 -0.387039  _ ],[-0.225700 -0.464289 -0.361567  _ ],[-0.164370 -0.410176 -0.296889  _ ],[-0.117633 -0.400220 -0.305303  _ ],[-0.403762 -0.391845 -0.133996  _ ],[-0.491324 -0.446402 -0.235413  _ ],[-0.547069 -0.535390 -0.419377  _ ],[-0.577190 -0.465426 -0.580090  _ ],
17,[-0.552580 -0.541688 -0.430656  _ ],[-0.158770 -0.496659 -0.371203  _ ],[-0.137258 -0.550399 -0.413199  _ ],[-0.121971 -0.530903 -0.426340  _ ],[0.022323 -0.458771 -0.385780  _ ],[-0.012967 -0.463292 -0.302561  _ ],[-0.089399 -0.493223 -0.210213  _ ],[-0.446612 -0.513574 -0.327369  _ ],[-0.342347 -0.558708 -0.524414  _ ],[-0.416614 -0.602733 -0.516260  _ ],
18,[-0.083061 -0.602872 -0.505059  _ ],[0.158708 -0.628981 -0.481074  _ ],[0.181357 -0.648476 -0.457189  _ ],[0.155108 -0.594088 -0.376545  _ ],[0.244285 -0.635203 -0.462515  _ ],[0.250205 -0.577550 -0.490419  _ ],[0.376231 -0.605555 -0.351228  _ ],[0.122328 -0.585385 -0.441097  _ ],[-0.187666 -0.601887 -0.356662  _ ],[-0.184488 -0.613381 -0.516511  _ ],
19,[0.222900 -0.719467 -0.597352  _ ],[0.423090 -0.685323 -0.664012  _ ],[0.454148 -0.741893 -0.545195  _ ],[0.427990 -0.739487 -0.613078  _ ],[0.468821 -0.728473 -0.584560  _ ],[0.485094 -0.739430 -0.609100  _ ],[0.633229 -0.751338 -0.658597  _ ],[0.613791 -0.712292 -0.597550  _ ],[0.274906 -0.730176 -0.618083  _ ],[0.134048 -0.691189 -0.616589  _ ],
20,[0.654066 -0.869701 -0.793533  _ ],[0.631381 -0.848233 -0.819978  _ ],[0.651587 -0.837914 -0.813464  _ ],[0.619588 -0.832625 -0.789238  _ ],[0.662678 -0.857230 -0.768326  _ ],[0.671526 -0.840770 -0.742096  _ ],[0.805734 -0.875322 -0.769456  _ ],[0.800634 -0.835642 -0.768085  _ ],[0.768132 -0.857295 -0.802040  _ ],[0.557661 -0.833073 -0.781468  _ ],
21,[0.934855 -0.999965 0.000000  _ ],[0.886225 -0.999987 0.000000  _ ],[0.867531 -0.999982 0.000000  _ ],[0.889789 -0.999955 0.000000  _ ],[0.901243 -0.999937 0.000000  _ ],[0.874501 -0.999912 0.000000  _ ],[0.936468 -0.999996 0.000000  _ ],[0.925776 -0.999999 0.000000  _ ],[0.933312 -0.999999 0.000000  _ ],[0.957218 -1.000000 0.000000  _ ],
