,A,2,3,4,5,6,7,8,9,10,
5,[-0.006463 0.000101 -0.011924  _ ],[-0.004162 0.001790 -0.009132  _ ],[-0.003080 0.002358 -0.004968  _ ],[-0.002679 0.002611 -0.003571  _ ],[-0.003466 0.003021 -0.003171  _ ],[-0.001491 0.003514 -0.009512  _ ],[-0.007939 0.002109 -0.019039  _ ],[-0.007431 0.001420 -0.017477  _ ],[-0.008641 0.000740 -0.013498  _ ],[-0.028971 0.004899 -0.055837  _ ],
6,[-0.007755 0.000104 -0.012932  _ ],[-0.002876 0.001424 -0.008742  _ ],[-0.003178 0.002807 -0.009928  _ ],[-0.003171 0.002297 -0.005363  _ ],[-0.003163 0.003008 -0.007363  _ ],[-0.002862 0.003787 -0.002168  _ ],[-0.008916 0.001926 -0.012890  _ ],[-0.009329 0.001389 -0.018049  _ ],[-0.008032 0.000686 -0.015278  _ ],[-0.029936 0.004813 -0.062207  _ ],
7,[-0.015715 0.000195 -0.027463  _ ],[-0.008082 0.003084 -0.016947  _ ],[-0.008771 0.004501 -0.008470  _ ],[-0.007288 0.004931 -0.006320  _ ],[-0.005690 0.005124 -0.010626  _ ],[-0.005123 0.006917 -0.000450  _ ],[-0.014201 0.004482 -0.017918  _ ],[-0.013979 0.002740 -0.024028  _ ],[-0.020263 0.001481 -0.024462  _ ],[-0.060429 0.008243 -0.101962  _ ],
8,[-0.016719 0.000587 -0.023523  _ ],[-0.008958 0.007501 -0.009079  _ ],[-0.010026 0.009555 -0.005239  _ ],[-0.005628 0.010539 -0.002725  _ ],[-0.001997 0.000227 0.029326  _ ],[-0.003428 0.000250 0.033788  _ ],[-0.017101 0.019787 -0.004182  _ ],[-0.019379 0.006859 -0.015704  _ ],[-0.015562 0.002365 -0.025558  _ ],[-0.058925 0.008323 -0.083618  _ ],
9,[-0.023668 0.009808 -0.005151  _ ],[-0.014001 0.023289 -0.008774  _ ],[-0.012395 0.000556 0.074848  _ ],[-0.009750 0.000575 0.077535  _ ],[-0.005582 0.000556 0.124773  _ ],[-0.009910 0.000602 0.136929  _ ],[-0.021615 0.000809 0.018606  _ ],[-0.025322 0.035201 -0.006346  _ ],[-0.019850 0.019199 -0.014177  _ ],[-0.088658 0.039306 -0.064292  _ ],
10,[-0.026861 0.013058 -0.004556  _ ],[-0.013036 0.000417 0.155926  _ ],[-0.009838 0.000414 0.191900  _ ],[-0.009576 0.000414 0.211780  _ ],[-0.009760 0.000347 0.244160  _ ],[-0.005804 0.000397 0.253414  _ ],[-0.022247 0.000612 0.171365  _ ],[-0.023410 0.000488 0.120890  _ ],[-0.028158 0.000442 0.089434  _ ],[-0.094490 0.128584 0.001922  _ ],
11,[-0.003489 0.000048 0.004632  _ ],[-0.001986 0.000105 0.075085  _ ],[-0.002692 0.000097 0.067344  _ ],[-0.001894 0.000065 0.067090  _ ],[0.000801 0.000080 0.065485  _ ],[-0.001201 0.000071 0.078356  _ ],[-0.003389 0.000088 0.069423  _ ],[-0.003391 0.000137 0.057728  _ ],[-0.005475 0.010192 -0.000407  _ ],[-0.015943 0.091497 -0.001758  _ ],
12,[-0.135210 -0.134758 -0.134659  _ ],[-0.087371 -0.087426 -0.080612  _ ],[-0.087018 -0.087067 -0.086540  _ ],[-0.062718 -0.062575 -0.063242  _ ],[-0.041395 -0.041328 -0.039832  _ ],[-0.025419 -0.032266 -0.016184  _ ],[-0.108273 -0.108415 -0.106266  _ ],[-0.140616 -0.140386 -0.141540  _ ],[-0.156725 -0.156775 -0.156890  _ ],[-0.239638 -0.209025 -0.240595  _ ],
13,[-0.158832 -0.158848 -0.159067  _ ],[-0.104744 -0.104646 -0.102510  _ ],[-0.105772 -0.105936 -0.106262  _ ],[-0.086417 -0.086566 -0.082558  _ ],[-0.069637 -0.069064 -0.069103  _ ],[-0.048022 -0.048025 -0.041927  _ ],[-0.125758 -0.124990 -0.124895  _ ],[-0.156928 -0.156553 -0.157064  _ ],[-0.189337 -0.188854 -0.189873  _ ],[-0.302127 -0.284601 -0.301769  _ ],
14,[-0.155238 -0.155428 -0.155776  _ ],[-0.120752 -0.120817 -0.120854  _ ],[-0.104472 -0.104834 -0.105280  _ ],[-0.078011 -0.078713 -0.078387  _ ],[-0.074278 -0.074707 -0.074248  _ ],[-0.065882 -0.065636 -0.064891  _ ],[-0.110694 -0.110344 -0.108502  _ ],[-0.149127 -0.149176 -0.147982  _ ],[-0.189859 -0.189749 -0.190695  _ ],[-0.363573 -0.362749 -0.363877  _ ],
15,[-0.174396 -0.173934 -0.174122  _ ],[-0.138288 -0.138514 -0.138043  _ ],[-0.126920 -0.127309 -0.126674  _ ],[-0.106796 -0.106898 -0.107363  _ ],[-0.080759 -0.081663 -0.081668  _ ],[-0.077551 -0.077711 -0.077811  _ ],[-0.130497 -0.130780 -0.130338  _ ],[-0.153721 -0.153994 -0.153919  _ ],[-0.207869 -0.207838 -0.207749  _ ],[-0.423970 -0.423624 -0.424380  _ ],
