,A,2,3,4,5,6,7,8,9,10,
5,[1037 6178 1048 0],[1430 8359 1468 0],[1422 8593 1438 0],[1568 9122 1542 0],[1473 9244 1539 0],[1499 8881 1580 0],[1516 8897 1604 0],[1532 8826 1585 0],[1554 9104 1564 0],[5705 31325 5684 0],
6,[1112 6206 1102 0],[1376 8174 1443 0],[1564 8669 1571 0],[1413 8331 1480 0],[1474 8856 1567 0],[1545 8517 1536 0],[1507 8527 1542 0],[1597 8619 1570 0],[1611 9099 1529 0],[5720 32847 5817 0],
7,[2182 12545 2021 0],[3013 17367 2973 0],[2966 17352 3122 0],[3044 17398 3004 0],[3040 17392 2957 0],[3128 17644 3092 0],[3219 17746 3093 0],[3161 17864 3080 0],[3040 18336 3112 0],[11366 65450 11263 0],
8,[2208 13102 2206 0],[3060 17973 3112 0],[3079 18200 3179 0],[3154 19248 3186 0],[3132 18542 3129 0],[3124 18527 3109 0],[3088 18445 3139 0],[3198 18614 3253 0],[3215 18558 3228 0],[11707 68113 11660 0],
9,[3369 19907 3289 0],[4808 27733 4849 0],[4667 28164 4920 0],[4842 27360 5818 0],[4790 27773 5518 0],[4744 22313 10598 0],[4740 27993 4747 0],[4839 28544 4858 0],[4962 29194 4786 0],[17848 105405 17718 0],
10,[3416 21078 3516 0],[4916 22765 12184 0],[4944 23365 11572 0],[4752 11496 23723 0],[4975 8210 27485 0],[4891 6508 28260 0],[4854 28178 6777 0],[4869 28359 5999 0],[5120 30448 4933 0],[18271 111643 18575 0],
11,[594 5803 595 0],[814 4114 4787 0],[865 3980 5004 0],[821 823 8524 0],[808 1048 8288 0],[780 758 7913 0],[793 6491 1859 0],[861 8011 852 0],[871 8475 888 0],[3176 29642 3250 0],
12,[8451 51746 8305 0],[11853 67033 15743 0],[12799 67201 17410 0],[12415 64817 18026 0],[19424 52084 24554 0],[15009 43013 36787 0],[11969 70334 12659 0],[12073 72717 12133 0],[11941 74253 12192 0],[44732 269094 44890 0],
13,[8853 55858 8838 0],[14869 73295 16897 0],[16400 62267 23637 0],[34255 34112 34472 0],[58323 17631 26414 0],[23842 27304 48893 0],[12419 74719 16121 0],[12676 78426 13773 0],[12687 80748 12813 0],[47150 296074 47417 0],
14,[8118 52995 8372 0],[34736 40237 21621 0],[51412 23299 21789 0],[43532 19852 25277 0],[57132 12493 19068 0],[54401 10968 23527 0],[11495 56711 28644 0],[11629 70904 15666 0],[11681 75247 12471 0],[43232 282916 44949 0],
