,A,2,3,4,5,6,7,8,9,10,
5,[-0.777968 0.078427 -1.194033  _ ],[-0.533388 0.066085 -0.083017  _ ],[-0.365888 0.066508 -1.088156  _ ],[-0.014629 0.056400 -1.145781  _ ],[-0.168941 0.112145 -0.318921  _ ],[0.002664 0.097931 -0.602141  _ ],[-0.336456 0.061105 -1.547202  _ ],[-0.282597 0.136945 -1.601431  _ ],[-0.468179 0.155702 -0.585723  _ ],[-0.345802 0.115473 -0.471052  _ ],
6,[-0.464471 0.097627 -1.706097  _ ],[0.010301 0.120022 -0.610634  _ ],[-0.304813 0.074285 -0.332832  _ ],[-0.209437 0.096079 -0.184008  _ ],[-0.422983 0.082111 -0.246266  _ ],[-0.128173 0.081524 -0.382437  _ ],[-0.717353 0.085997 -0.563186  _ ],[-0.780949 0.047859 -1.298374  _ ],[-0.630921 0.118624 -1.096631  _ ],[-0.486996 0.085625 -1.312194  _ ],
7,[-0.651296 0.064704 -0.944359  _ ],[-0.398919 0.050664 -0.566255  _ ],[-0.322833 0.045584 -0.902460  _ ],[-0.175854 0.083879 -0.174996  _ ],[-0.020565 0.122387 -0.619355  _ ],[0.009795 0.111447 -0.026147  _ ],[-0.579049 0.106468 -0.646325  _ ],[-0.556982 0.044153 -0.059425  _ ],[-0.675129 0.134040 -0.806014  _ ],[-0.704442 0.045749 -0.620593  _ ],
8,[-0.684220 0.099976 -0.812453  _ ],[-0.224543 0.136729 -0.887145  _ ],[-0.314375 0.151436 -0.282972  _ ],[-0.555854 0.234097 -0.182576  _ ],[-0.314390 0.178160 -0.101561  _ ],[-0.181805 0.144252 -0.191129  _ ],[-0.668065 0.200426 -0.734056  _ ],[-0.884798 0.188671 -0.849162  _ ],[-0.593025 0.053709 -1.578467  _ ],[-0.609114 0.062397 -0.016068  _ ],
9,[-0.786056 0.195765 -1.111772  _ ],[-0.697626 0.210692 -0.469821  _ ],[-0.227526 0.208936 -0.618153  _ ],[-0.131565 0.234915 -0.094505  _ ],[-0.259073 0.312457 -0.378026  _ ],[0.044491 0.226194 -0.199624  _ ],[-0.821997 0.413775 -0.029870  _ ],[-0.720691 0.144604 -0.407747  _ ],[-0.260915 0.353602 -0.168765  _ ],[-0.455668 0.163416 -0.241527  _ ],
10,[-0.871516 0.352215 -0.324148  _ ],[-0.412318 0.251500 -0.307028  _ ],[-0.144850 0.378126 -0.122029  _ ],[-0.482411 0.203586 -0.090789  _ ],[-0.312125 0.242344 -0.047316  _ ],[-0.736658 0.375264 -0.215936  _ ],[-0.659557 0.388589 -0.241055  _ ],[-0.453186 0.369105 -0.161426  _ ],[-0.842892 0.366282 -0.185566  _ ],[-0.779169 0.298331 -0.523165  _ ],
11,[-0.693123 0.340259 0.023578  _ ],[-0.472816 0.351633 -0.362704  _ ],[-0.189859 0.402688 -0.011760  _ ],[-0.318018 0.371011 -0.046339  _ ],[-0.111326 0.302425 -0.102405  _ ],[-0.253466 0.548363 0.032176  _ ],[-0.635527 0.394250 -0.070528  _ ],[-0.777308 0.475812 -0.775891  _ ],[-0.638121 0.605272 -0.651429  _ ],[-0.935524 0.414438 -0.033286  _ ],
12,[-0.978094 0.008209 -1.066083  _ ],[-0.754148 -0.203061 -0.867991  _ ],[-0.741948 -0.226003 -0.664065  _ ],[-0.768906 -0.150662 -0.786439  _ ],[-0.686191 -0.388672 -0.768564  _ ],[-0.806037 0.027643 -0.763056  _ ],[-0.702058 -0.167153 -0.919781  _ ],[-0.732684 0.090138 -0.680135  _ ],[-0.764872 0.090314 -0.962301  _ ],[-0.767109 -0.236351 -0.978927  _ ],
13,[-0.875125 -0.129318 -1.075510  _ ],[-0.858120 -0.501022 -0.850932  _ ],[-0.862075 -0.494539 -0.986514  _ ],[-0.792137 -0.303041 -0.854497  _ ],[-0.784956 0.018222 -0.778758  _ ],[-0.719163 0.014350 -0.800693  _ ],[-0.825412 -0.217994 -0.833178  _ ],[-0.893029 -0.338980 -0.975633  _ ],[-0.901799 -0.561119 -0.881623  _ ],[-0.811620 -0.205284 -0.844089  _ ],
14,[-0.820905 -0.322439 -0.839842  _ ],[-0.792311 -0.307008 -0.893452  _ ],[-0.800960 -0.161490 -0.839595  _ ],[-0.852471 -0.407785 -1.141510  _ ],[-0.816896 -0.022286 -1.031108  _ ],[-0.825113 -0.441929 -1.037684  _ ],[-0.878321 -0.113791 -0.992732  _ ],[-0.807395 -0.353761 -0.883054  _ ],[-0.874339 -0.210030 -1.038995  _ ],[-0.886540 -0.420336 -1.180746  _ ],
