,A,2,3,4,5,6,7,8,9,10,
5,[119 1913 116 0],[140 2689 157 0],[148 2697 174 0],[177 2739 165 0],[202 2677 276 0],[175 2841 179 0],[166 2627 181 0],[185 2723 173 0],[161 2446 143 0],[617 10261 656 0],
6,[127 1866 118 0],[150 2496 161 0],[146 2638 150 0],[164 2650 166 0],[154 2655 197 0],[159 2578 173 0],[153 2714 180 0],[164 2657 168 0],[163 2619 171 0],[624 10360 604 0],
7,[245 3911 236 0],[325 5287 296 0],[348 5336 338 0],[346 5519 341 0],[301 5216 330 0],[314 5637 369 0],[311 5345 336 0],[297 5492 318 0],[351 5182 326 0],[1256 20456 1265 0],
8,[221 4005 249 0],[356 5406 321 0],[329 5575 420 0],[360 5999 381 0],[323 345 5657 0],[325 359 5553 0],[346 5639 349 0],[356 5728 366 0],[354 5747 324 0],[1255 21238 1292 0],
9,[350 6259 404 0],[561 8520 608 0],[520 524 8737 0],[525 496 8774 0],[521 581 8620 0],[515 513 8730 0],[525 501 8453 0],[531 8474 788 0],[519 8600 500 0],[1933 33212 2000 0],
10,[383 385 6513 0],[492 485 9112 0],[508 547 9460 0],[520 534 9546 0],[536 568 9120 0],[481 509 8950 0],[547 520 9055 0],[538 513 9405 0],[545 561 9378 0],[2019 27750 9365 0],
11,[65 2002 70 0],[61 94 2646 0],[77 64 2106 0],[76 81 2238 0],[81 84 1743 0],[70 65 1513 0],[92 75 2027 0],[92 104 2718 0],[99 91 2588 0],[356 354 11030 0],
12,[2991 9692 4388 0],[6056 6165 10938 0],[6536 5292 11150 0],[4549 3021 15663 0],[3122 1973 17477 0],[2258 1309 18431 0],[3059 7182 12959 0],[4096 11366 8423 0],[4590 13472 5453 0],[5608 80852 6537 0],
13,[3860 8814 5630 0],[7623 5773 12014 0],[7347 4972 11134 0],[8391 3738 11489 0],[8757 2997 11493 0],[6226 2119 13667 0],[3999 5936 13726 0],[5614 9929 10143 0],[5752 11724 8074 0],[8473 82609 9914 0],
14,[3718 6827 6249 0],[8168 4204 9417 0],[8466 3786 7708 0],[7924 3229 9135 0],[8909 2483 7580 0],[9475 1955 7688 0],[3965 4575 12994 0],[5233 7335 9765 0],[6230 8501 8626 0],[12551 69776 13642 0],
15,[4185 5869 7001 0],[9526 4120 8864 0],[10289 3670 7698 0],[10919 3045 7483 0],[11037 2232 6302 0],[9514 2112 7903 0],[3691 3490 14674 0],[5607 6146 12054 0],[6812 7292 10444 0],[16086 56217 29179 0],
16,[4051 4470 7073 0],[8781 3514 7930 0],[9035 3123 7072 0],[10521 2366 5200 0],[11100 2093 4879 0],[8963 1812 5368 0],[4000 3135 12765 0],[5049 4391 11913 0],[6496 5963 10101 0],[18773 24758 50886 0],
