,A,2,3,4,5,6,7,8,9,10,
5,[-0.222647 0.002799 -0.468208  _ ],[-0.119508 0.021034 -0.234980  _ ],[-0.117403 0.018368 -0.141910  _ ],[-0.100523 0.023459 -0.219785  _ ],[-0.074111 0.027372 -0.226624  _ ],[-0.039311 0.033790 -0.136905  _ ],[-0.236898 0.019363 -0.471498  _ ],[-0.235126 0.016900 -0.525611  _ ],[-0.221718 0.011229 -0.521383  _ ],[-0.473307 0.034579 -0.943686  _ ],
6,[-0.216171 0.003081 -0.447020  _ ],[-0.145698 0.015130 -0.265944  _ ],[-0.103563 0.018681 -0.247684  _ ],[-0.127555 0.028293 -0.148219  _ ],[-0.091009 0.024954 -0.161421  _ ],[-0.082246 0.031410 -0.103977  _ ],[-0.202803 0.020592 -0.410100  _ ],[-0.222473 0.013321 -0.433452  _ ],[-0.216639 0.008519 -0.460363  _ ],[-0.481612 0.031436 -0.972431  _ ],
7,[-0.367090 0.005771 -0.587720  _ ],[-0.237262 0.030910 -0.299172  _ ],[-0.207981 0.034743 -0.278915  _ ],[-0.112001 0.038294 -0.102083  _ ],[-0.136536 0.045779 -0.071608  _ ],[-0.069355 0.056991 -0.050122  _ ],[-0.333202 0.037115 -0.448008  _ ],[-0.362743 0.026755 -0.601333  _ ],[-0.338052 0.012755 -0.692663  _ ],[-0.550855 0.037839 -0.941619  _ ],
8,[-0.373155 0.008403 -0.388691  _ ],[-0.201400 0.053949 -0.101399  _ ],[-0.142812 0.060483 -0.119529  _ ],[-0.155010 0.075460 0.000148  _ ],[-0.097954 0.067144 -0.061864  _ ],[-0.068033 0.085342 0.078996  _ ],[-0.321675 0.110161 -0.119172  _ ],[-0.380445 0.046138 -0.355377  _ ],[-0.446152 0.016689 -0.476668  _ ],[-0.549330 0.033823 -0.736373  _ ],
9,[-0.509569 0.060548 -0.295094  _ ],[-0.255611 0.125426 0.019936  _ ],[-0.178660 0.126793 0.102969  _ ],[-0.166594 0.133645 0.133678  _ ],[-0.128712 0.124498 0.268521  _ ],[-0.114338 0.150873 0.335265  _ ],[-0.356241 0.204934 0.053616  _ ],[-0.437473 0.168597 -0.043989  _ ],[-0.477768 0.096200 -0.262318  _ ],[-0.542288 0.072551 -0.459587  _ ],
10,[-0.495330 0.089855 0.026970  _ ],[-0.251930 0.138036 0.350532  _ ],[-0.238297 0.145858 0.324628  _ ],[-0.159705 0.147891 0.468521  _ ],[-0.152149 0.146199 0.519856  _ ],[-0.139126 0.152504 0.511005  _ ],[-0.372702 0.173210 0.346314  _ ],[-0.449718 0.167077 0.212196  _ ],[-0.520796 0.158004 0.104514  _ ],[-0.526461 0.226493 0.009954  _ ],
11,[-0.110395 0.030540 -0.010163  _ ],[-0.058985 0.048631 0.088154  _ ],[-0.043704 0.049099 0.102318  _ ],[-0.050023 0.043986 0.137606  _ ],[-0.026942 0.047255 0.115035  _ ],[-0.030955 0.050510 0.150882  _ ],[-0.096839 0.055933 0.124418  _ ],[-0.112496 0.049666 0.122496  _ ],[-0.120306 0.045991 0.015115  _ ],[-0.320313 0.199986 0.134939  _ ],
12,[-0.622311 -0.217519 -0.481279  _ ],[-0.266397 -0.191668 -0.194484  _ ],[-0.281421 -0.168429 -0.160193  _ ],[-0.210424 -0.178847 -0.106017  _ ],[-0.105898 -0.203700 0.020020  _ ],[-0.140212 -0.147298 -0.012085  _ ],[-0.501072 -0.104154 -0.145113  _ ],[-0.563879 -0.185335 -0.300952  _ ],[-0.526142 -0.195495 -0.475339  _ ],[-0.521136 -0.197022 -0.421629  _ ],
13,[-0.629234 -0.281629 -0.439398  _ ],[-0.300583 -0.268660 -0.223328  _ ],[-0.235907 -0.253365 -0.217077  _ ],[-0.191750 -0.238588 -0.158529  _ ],[-0.168652 -0.263275 -0.133976  _ ],[-0.135050 -0.262764 -0.143292  _ ],[-0.480551 -0.208586 -0.193680  _ ],[-0.504458 -0.232561 -0.320140  _ ],[-0.556532 -0.268574 -0.408625  _ ],[-0.578084 -0.271267 -0.495489  _ ],
14,[-0.605857 -0.375575 -0.485328  _ ],[-0.314224 -0.345547 -0.230379  _ ],[-0.256976 -0.329112 -0.204387  _ ],[-0.178937 -0.364991 -0.228119  _ ],[-0.148615 -0.323512 -0.160615  _ ],[-0.091110 -0.333769 -0.142074  _ ],[-0.505907 -0.317438 -0.179639  _ ],[-0.499289 -0.320349 -0.231491  _ ],[-0.544520 -0.365162 -0.414965  _ ],[-0.538249 -0.333685 -0.483788  _ ],
