,A,2,3,4,5,6,7,8,9,10,
5,[-0.645682 0.081904 -1.277851  _ ],[-0.316337 0.104596 -0.632082  _ ],[-0.164844 0.102674 -0.304913  _ ],[-0.211469 0.110468 -0.660440  _ ],[-0.224029 0.143430 -0.292282  _ ],[-0.219339 0.174485 -0.242527  _ ],[-0.439183 0.135666 -1.081516  _ ],[-0.546422 0.111021 -0.948095  _ ],[-0.530380 0.086115 -1.020690  _ ],[-0.529569 0.075520 -1.053625  _ ],
6,[-0.661537 0.082358 -1.332551  _ ],[-0.354586 0.083838 -0.528428  _ ],[-0.146493 0.090317 -0.423812  _ ],[-0.125749 0.112107 -0.368724  _ ],[-0.173694 0.127733 -0.165737  _ ],[-0.146599 0.141579 -0.260199  _ ],[-0.491960 0.121765 -0.827202  _ ],[-0.466194 0.096745 -0.974732  _ ],[-0.531121 0.088869 -1.153568  _ ],[-0.540984 0.076559 -1.098267  _ ],
7,[-0.628849 0.068809 -1.232135  _ ],[-0.289446 0.076307 -0.333431  _ ],[-0.172973 0.087977 -0.240369  _ ],[-0.177497 0.099341 -0.186901  _ ],[-0.121071 0.120141 -0.117123  _ ],[-0.105767 0.142404 -0.049414  _ ],[-0.497733 0.127948 -0.555895  _ ],[-0.505400 0.087467 -1.009844  _ ],[-0.538435 0.076659 -1.020556  _ ],[-0.531552 0.062103 -0.995072  _ ],
8,[-0.637370 0.068524 -0.784398  _ ],[-0.177050 0.120137 -0.094064  _ ],[-0.277603 0.120115 -0.211723  _ ],[-0.220441 0.171019 -0.126785  _ ],[-0.141398 0.182033 0.003589  _ ],[-0.164780 0.203248 0.155231  _ ],[-0.421253 0.249910 -0.167869  _ ],[-0.548823 0.139091 -0.445280  _ ],[-0.591317 0.070191 -0.697248  _ ],[-0.485849 0.056811 -0.794636  _ ],
9,[-0.652785 0.180263 -0.303597  _ ],[-0.254928 0.198691 0.153283  _ ],[-0.285633 0.196046 0.132155  _ ],[-0.219037 0.249192 0.136109  _ ],[-0.115293 0.248216 0.192332  _ ],[-0.143624 0.291429 0.253299  _ ],[-0.456699 0.308389 0.165044  _ ],[-0.544116 0.277240 -0.053500  _ ],[-0.573036 0.183372 -0.259885  _ ],[-0.490417 0.096522 -0.361961  _ ],
10,[-0.641508 0.288688 -0.180773  _ ],[-0.307827 0.308396 0.256551  _ ],[-0.238688 0.279042 0.262741  _ ],[-0.270341 0.309596 0.268106  _ ],[-0.107065 0.317843 0.511828  _ ],[-0.171405 0.323589 0.603624  _ ],[-0.462570 0.351822 0.347640  _ ],[-0.517078 0.352233 0.230473  _ ],[-0.514936 0.305828 0.147443  _ ],[-0.492986 0.253251 -0.019958  _ ],
11,[-0.548862 0.366659 0.082224  _ ],[-0.198982 0.351673 0.270472  _ ],[-0.258719 0.373720 0.588366  _ ],[-0.291508 0.342252 0.544242  _ ],[-0.087898 0.367188 0.676933  _ ],[-0.130140 0.391159 0.698854  _ ],[-0.440445 0.422369 0.391550  _ ],[-0.499510 0.382135 0.332629  _ ],[-0.468332 0.381608 0.099745  _ ],[-0.556004 0.349649 0.220690  _ ],
12,[-0.708358 -0.102720 -0.549980  _ ],[-0.257414 -0.093681 -0.303509  _ ],[-0.267171 -0.169649 -0.279241  _ ],[-0.235180 -0.189181 -0.221832  _ ],[-0.249655 -0.176215 -0.212309  _ ],[-0.232890 -0.146116 -0.231226  _ ],[-0.447617 -0.063564 -0.214172  _ ],[-0.507883 -0.174329 -0.337637  _ ],[-0.565535 -0.134530 -0.452930  _ ],[-0.541327 -0.164627 -0.606742  _ ],
13,[-0.693878 -0.254029 -0.608813  _ ],[-0.319257 -0.215129 -0.325819  _ ],[-0.333773 -0.227168 -0.303065  _ ],[-0.174151 -0.298099 -0.352335  _ ],[-0.249769 -0.273246 -0.267481  _ ],[-0.207968 -0.264965 -0.296371  _ ],[-0.503864 -0.187483 -0.302996  _ ],[-0.450997 -0.207464 -0.338302  _ ],[-0.552106 -0.189613 -0.423613  _ ],[-0.538842 -0.202315 -0.493818  _ ],
14,[-0.648815 -0.369230 -0.514379  _ ],[-0.331259 -0.396896 -0.399190  _ ],[-0.282796 -0.374703 -0.424110  _ ],[-0.172007 -0.326477 -0.319970  _ ],[-0.233731 -0.304567 -0.298561  _ ],[-0.173657 -0.312044 -0.312086  _ ],[-0.484778 -0.268588 -0.363803  _ ],[-0.526503 -0.253732 -0.425467  _ ],[-0.451840 -0.323369 -0.467171  _ ],[-0.554179 -0.343168 -0.492525  _ ],
15,[-0.653922 -0.358982 -0.503561  _ ],[-0.352833 -0.415227 -0.413827  _ ],[-0.211468 -0.423871 -0.405087  _ ],[-0.143606 -0.334893 -0.331875  _ ],[-0.100439 -0.376398 -0.293109  _ ],[-0.115544 -0.389982 -0.309322  _ ],[-0.456038 -0.396540 -0.171959  _ ],[-0.542451 -0.366535 -0.443441  _ ],[-0.628813 -0.396385 -0.500360  _ ],[-0.563402 -0.395144 -0.571604  _ ],
16,[-0.693610 -0.448179 -0.557244  _ ],[-0.246570 -0.455517 -0.433481  _ ],[-0.335143 -0.460400 -0.379685  _ ],[-0.193863 -0.463830 -0.335553  _ ],[-0.238664 -0.429433 -0.331337  _ ],[-0.111603 -0.415651 -0.346992  _ ],[-0.487765 -0.455199 -0.250006  _ ],[-0.561634 -0.455706 -0.235618  _ ],[-0.564524 -0.445601 -0.557961  _ ],[-0.572044 -0.516932 -0.572451  _ ],
17,[-0.582989 -0.580293 -0.347126  _ ],[-0.090648 -0.535158 -0.399896  _ ],[-0.123191 -0.450568 -0.346958  _ ],[-0.056279 -0.520859 -0.411103  _ ],[-0.077893 -0.503415 -0.346787  _ ],[-0.056869 -0.518003 -0.429730  _ ],[-0.081703 -0.535895 -0.238648  _ ],[-0.384047 -0.561187 -0.509209  _ ],[-0.412172 -0.532046 -0.538861  _ ],[-0.409316 -0.635751 -0.559541  _ ],
18,[-0.101810 -0.577057 -0.433915  _ ],[0.099422 -0.681627 -0.431431  _ ],[0.122228 -0.637742 -0.463885  _ ],[0.207328 -0.638474 -0.487975  _ ],[0.198050 -0.616845 -0.405007  _ ],[0.232876 -0.593978 -0.397246  _ ],[0.474050 -0.576752 -0.326516  _ ],[0.139488 -0.578619 -0.481080  _ ],[-0.169023 -0.650463 -0.499729  _ ],[-0.178695 -0.685492 -0.498982  _ ],
19,[0.297762 -0.770013 -0.579011  _ ],[0.386689 -0.725874 -0.630379  _ ],[0.404882 -0.691521 -0.697466  _ ],[0.438631 -0.711437 -0.572240  _ ],[0.361284 -0.705156 -0.558055  _ ],[0.511586 -0.724364 -0.658860  _ ],[0.647088 -0.691805 -0.632771  _ ],[0.626332 -0.681514 -0.516676  _ ],[0.348724 -0.708828 -0.578180  _ ],[0.101605 -0.794608 -0.595632  _ ],
20,[0.680593 -0.888728 -0.781368  _ ],[0.652488 -0.837280 -0.855413  _ ],[0.662333 -0.840011 -0.829024  _ ],[0.652808 -0.860314 -0.757983  _ ],[0.671120 -0.891367 -0.804439  _ ],[0.722775 -0.881230 -0.826798  _ ],[0.742334 -0.869674 -0.840990  _ ],[0.801629 -0.835532 -0.739512  _ ],[0.719858 -0.852036 -0.831073  _ ],[0.593191 -0.859276 -0.768552  _ ],
