,A,2,3,4,5,6,7,8,9,10,
5,[1030 6095 1100 0],[1431 8723 1501 0],[1449 8264 1514 0],[1528 9433 1565 0],[1513 9319 1552 0],[1472 9196 1542 0],[1532 8801 1508 0],[1490 8630 1572 0],[1551 9195 1544 0],[5636 31877 5597 0],
6,[1106 6165 1083 0],[1449 7994 1442 0],[1542 8548 1514 0],[1473 8197 1424 0],[1564 8687 1526 0],[1495 8774 1498 0],[1498 8625 1524 0],[1525 8488 1528 0],[1582 9121 1476 0],[5715 33327 5775 0],
7,[2052 12547 2052 0],[2944 17560 3013 0],[3008 17351 3069 0],[3002 17661 3051 0],[3017 17584 3110 0],[3170 18115 3153 0],[3086 17743 3137 0],[3093 17612 3082 0],[3151 18336 3191 0],[11648 65934 11412 0],
8,[2224 12825 2180 0],[3161 18036 3133 0],[3204 18258 3120 0],[3156 18914 3302 0],[3187 18845 3058 0],[3094 17921 3613 0],[3232 19004 3185 0],[3169 18687 3185 0],[3215 18767 3277 0],[11782 68354 11719 0],
9,[3362 19693 3328 0],[4934 27758 4944 0],[4863 27630 5333 0],[4866 27853 5447 0],[4840 26381 6783 0],[4742 26969 6356 0],[4734 28208 4722 0],[4698 28477 4845 0],[4804 29076 4886 0],[17802 105878 17773 0],
10,[3415 21026 3347 0],[4843 25508 9225 0],[4926 17816 17257 0],[4914 15147 20147 0],[4939 5013 31023 0],[5030 7578 27723 0],[4798 26321 8219 0],[4944 28609 5988 0],[4955 30784 5000 0],[18432 111955 18314 0],
11,[573 5741 646 0],[861 2947 5983 0],[824 1005 8041 0],[873 823 8370 0],[885 814 8578 0],[851 752 8357 0],[890 6783 1662 0],[862 7768 989 0],[845 8551 854 0],[3236 30120 3274 0],
12,[8525 51325 8411 0],[11774 68227 14800 0],[12049 67130 16204 0],[14453 55596 26233 0],[13918 55110 26449 0],[14031 40376 41407 0],[12059 69710 13268 0],[12125 72672 12104 0],[12248 74255 12301 0],[45334 272170 44850 0],
13,[8556 55188 8831 0],[14062 72547 18063 0],[15336 63820 22791 0],[51998 28426 22830 0],[64371 15953 21477 0],[58539 16395 24853 0],[12504 73124 17350 0],[12723 77962 13395 0],[12731 80474 12958 0],[47089 296808 46970 0],
14,[8100 52272 8564 0],[36906 36605 22954 0],[47055 22699 25606 0],[55131 11025 22166 0],[59970 11210 16824 0],[50125 11169 25150 0],[11539 58953 25763 0],[11353 71458 14884 0],[11619 75013 12306 0],[43230 283263 43851 0],
15,[8393 54775 9412 0],[67151 12788 21312 0],[70789 12124 15824 0],[67273 11796 15014 0],[65790 10984 12624 0],[63365 11361 14887 0],[11529 14898 75318 0],[11985 52872 39427 0],[12174 75848 17468 0],[45202 292655 54239 0],
16,[7644 39728 21898 0],[65149 10568 15023 0],[66002 10381 11911 0],[61725 10151 11275 0],[60737 10463 10245 0],[55815 9546 11367 0],[10515 10674 70327 0],[10861 12342 74893 0],[11031 48891 39366 0],[52343 199223 122529 0],
17,[24570 8113 40086 0],[71167 10867 10702 0],[68245 10825 10505 0],[64297 10464 10484 0],[62561 10317 10206 0],[60932 10265 10488 0],[69835 10180 10472 0],[40003 10859 47945 0],[66745 11829 25886 0],[291916 42425 56027 0],
18,[50093 6958 6904 0],[61409 9255 9503 0],[58891 9016 9292 0],[53939 9122 8942 0],[52381 8963 9025 0],[50156 8863 8761 0],[60556 9496 9310 0],[65786 9436 9505 0],[72215 9811 10093 0],[269526 36529 36776 0],
19,[48880 7106 7026 0],[58118 9161 9356 0],[55894 9358 9338 0],[51540 9032 8918 0],[49298 8953 8855 0],[48542 8806 8941 0],[58408 9335 9292 0],[64629 9594 9763 0],[67744 9467 9720 0],[270894 37320 37058 0],
20,[24241 2652 2659 0],[21732 2883 3011 0],[17350 2717 2807 0],[12060 2552 2515 0],[7939 2531 2422 0],[7549 2293 2300 0],[24029 3002 3094 0],[28717 3505 3583 0],[34376 3662 3696 0],[128442 14210 14381 0],
