,A,2,3,4,5,6,7,8,9,10,
5,[-0.065083 0.016707 -0.170083  _ ],[-0.054820 0.057681 -0.070945  _ ],[-0.041206 0.065542 -0.093651  _ ],[-0.031378 0.073010 -0.046779  _ ],[-0.030458 0.088331 -0.015264  _ ],[-0.039186 0.092416 -0.035170  _ ],[-0.079387 0.063627 -0.158903  _ ],[-0.066288 0.049228 -0.108391  _ ],[-0.077826 0.040368 -0.168158  _ ],[-0.223710 0.070581 -0.450044  _ ],
6,[-0.069239 0.016491 -0.129827  _ ],[-0.051737 0.052958 -0.072475  _ ],[-0.054208 0.056242 -0.082305  _ ],[-0.031592 0.061323 -0.060288  _ ],[-0.030161 0.089857 -0.030444  _ ],[-0.033310 0.090218 -0.024488  _ ],[-0.047393 0.060929 -0.136348  _ ],[-0.079405 0.046284 -0.119817  _ ],[-0.068734 0.038876 -0.158918  _ ],[-0.215277 0.065010 -0.497733  _ ],
7,[-0.135190 0.024218 -0.233621  _ ],[-0.070949 0.065533 -0.079892  _ ],[-0.095373 0.082995 -0.130676  _ ],[-0.024811 0.082808 -0.102529  _ ],[-0.044124 0.108252 -0.099144  _ ],[-0.023410 0.121579 -0.054064  _ ],[-0.128602 0.083163 -0.129165  _ ],[-0.141467 0.060558 -0.177468  _ ],[-0.139057 0.051052 -0.218209  _ ],[-0.367440 0.064516 -0.622383  _ ],
8,[-0.161204 0.030582 -0.192783  _ ],[-0.074665 0.102320 -0.034175  _ ],[-0.055188 0.128793 -0.009933  _ ],[-0.057311 0.129230 -0.041555  _ ],[-0.070443 0.150881 0.013139  _ ],[-0.036544 0.021328 0.118235  _ ],[-0.133801 0.202417 -0.050135  _ ],[-0.181926 0.102200 -0.120168  _ ],[-0.133190 0.053191 -0.145598  _ ],[-0.419936 0.055868 -0.565833  _ ],
9,[-0.164899 0.121378 -0.109911  _ ],[-0.107523 0.202556 0.017741  _ ],[-0.102039 0.205973 0.025858  _ ],[-0.084104 0.034210 0.179876  _ ],[-0.071850 0.030838 0.189863  _ ],[-0.046464 0.040123 0.350011  _ ],[-0.156517 0.123826 0.045935  _ ],[-0.214565 0.264970 0.006220  _ ],[-0.207826 0.163066 -0.152015  _ ],[-0.443737 0.092314 -0.402813  _ ],
10,[-0.175683 0.261508 0.001262  _ ],[-0.089216 0.029476 0.393122  _ ],[-0.086011 0.021947 0.453293  _ ],[-0.092224 0.027118 0.497684  _ ],[-0.077667 0.026934 0.562390  _ ],[-0.036247 0.024471 0.595863  _ ],[-0.208524 0.030377 0.404492  _ ],[-0.207089 0.035005 0.291136  _ ],[-0.230926 0.304888 0.025284  _ ],[-0.497054 0.253735 -0.035096  _ ],
11,[-0.038951 0.003567 0.026175  _ ],[-0.036733 0.008030 0.370686  _ ],[-0.025753 0.005990 0.448272  _ ],[-0.021539 0.008366 0.422533  _ ],[-0.002008 0.006390 0.502482  _ ],[-0.019981 0.007936 0.458079  _ ],[-0.016498 0.009086 0.301654  _ ],[-0.056427 0.270562 0.007552  _ ],[-0.060513 0.291031 0.011886  _ ],[-0.152281 0.358492 -0.012613  _ ],
12,[-0.381446 -0.171696 -0.290164  _ ],[-0.239040 -0.187300 -0.233879  _ ],[-0.231267 -0.198269 -0.232711  _ ],[-0.158650 -0.179443 -0.054227  _ ],[-0.127658 -0.206884 -0.074625  _ ],[-0.132794 -0.170168 -0.004204  _ ],[-0.371999 -0.141209 -0.212575  _ ],[-0.364120 -0.106148 -0.203412  _ ],[-0.395574 -0.170309 -0.337033  _ ],[-0.515881 -0.160396 -0.527795  _ ],
13,[-0.387252 -0.261538 -0.336930  _ ],[-0.295529 -0.296188 -0.211452  _ ],[-0.253628 -0.232949 -0.253910  _ ],[-0.203373 -0.243040 -0.227115  _ ],[-0.126650 -0.245926 -0.183270  _ ],[-0.138294 -0.232712 -0.158371  _ ],[-0.357465 -0.176366 -0.271257  _ ],[-0.350705 -0.208916 -0.309301  _ ],[-0.416723 -0.237019 -0.349570  _ ],[-0.519266 -0.265586 -0.440318  _ ],
14,[-0.382853 -0.307766 -0.381724  _ ],[-0.328651 -0.328363 -0.310959  _ ],[-0.289258 -0.293309 -0.240439  _ ],[-0.235342 -0.267931 -0.253884  _ ],[-0.160609 -0.271738 -0.200347  _ ],[-0.097931 -0.282795 -0.198955  _ ],[-0.332300 -0.252551 -0.280511  _ ],[-0.336989 -0.257452 -0.339676  _ ],[-0.379786 -0.325311 -0.383761  _ ],[-0.522106 -0.327398 -0.479796  _ ],
