,A,2,3,4,5,6,7,8,9,10,
5,[-0.636854 0.089696 -1.342536  _ ],[-0.239498 0.102908 -0.589320  _ ],[-0.203896 0.095325 -0.478861  _ ],[-0.304725 0.121144 -0.490199  _ ],[-0.153334 0.134678 -0.371454  _ ],[-0.139448 0.149446 -0.394820  _ ],[-0.472148 0.133136 -1.006560  _ ],[-0.493184 0.116056 -1.100897  _ ],[-0.523794 0.083350 -1.044986  _ ],[-0.588968 0.074223 -1.034007  _ ],
6,[-0.697696 0.070248 -1.347658  _ ],[-0.323559 0.093898 -0.358300  _ ],[-0.302043 0.090851 -0.349857  _ ],[-0.223912 0.101745 -0.221290  _ ],[-0.245846 0.141551 -0.288732  _ ],[-0.102488 0.147750 -0.283235  _ ],[-0.468020 0.111653 -0.844252  _ ],[-0.418942 0.114724 -1.014516  _ ],[-0.557649 0.079107 -0.954290  _ ],[-0.515711 0.059203 -0.981910  _ ],
7,[-0.631694 0.076269 -1.091492  _ ],[-0.297583 0.087679 -0.422497  _ ],[-0.230951 0.070428 -0.433986  _ ],[-0.153546 0.110630 -0.251931  _ ],[-0.142048 0.128187 -0.226686  _ ],[-0.085802 0.125008 -0.108126  _ ],[-0.449908 0.124019 -0.640856  _ ],[-0.484675 0.100029 -0.812316  _ ],[-0.510766 0.085638 -0.863389  _ ],[-0.534405 0.060963 -1.102441  _ ],
8,[-0.663568 0.060663 -0.966783  _ ],[-0.263737 0.124286 -0.134608  _ ],[-0.189926 0.142843 -0.073522  _ ],[-0.201242 0.170434 0.001429  _ ],[-0.127540 0.198062 -0.037088  _ ],[-0.204530 0.213230 0.163639  _ ],[-0.488664 0.221930 -0.195283  _ ],[-0.505081 0.153151 -0.366754  _ ],[-0.491920 0.066778 -0.580957  _ ],[-0.522665 0.056947 -0.708818  _ ],
9,[-0.640887 0.190627 -0.353770  _ ],[-0.351733 0.192225 0.165398  _ ],[-0.206429 0.210795 -0.024252  _ ],[-0.140928 0.262145 0.131211  _ ],[-0.102081 0.273690 0.194271  _ ],[-0.164886 0.291425 0.211087  _ ],[-0.473087 0.351105 0.220575  _ ],[-0.509968 0.314354 0.006429  _ ],[-0.559899 0.166121 -0.360517  _ ],[-0.575679 0.113133 -0.383039  _ ],
10,[-0.650200 0.328125 -0.050075  _ ],[-0.289551 0.326068 0.250000  _ ],[-0.161657 0.314124 0.217749  _ ],[-0.286413 0.311329 0.226059  _ ],[-0.146613 0.281242 0.434564  _ ],[-0.164994 0.333961 0.262156  _ ],[-0.473120 0.358545 0.340079  _ ],[-0.587006 0.363892 0.234716  _ ],[-0.628843 0.337541 0.125585  _ ],[-0.640493 0.261552 0.034705  _ ],
11,[-0.617905 0.366530 -0.020847  _ ],[-0.185539 0.362019 0.318670  _ ],[-0.330213 0.390154 0.329693  _ ],[-0.215375 0.357097 0.546807  _ ],[-0.205905 0.382281 0.737565  _ ],[-0.109043 0.379521 0.749592  _ ],[-0.479289 0.440899 0.404928  _ ],[-0.485670 0.447679 0.314215  _ ],[-0.540382 0.373705 0.285738  _ ],[-0.546738 0.320593 0.244240  _ ],
12,[-0.683354 -0.166394 -0.563512  _ ],[-0.346025 -0.158159 -0.340584  _ ],[-0.245147 -0.194440 -0.264262  _ ],[-0.238880 -0.080301 -0.274155  _ ],[-0.247391 -0.218857 -0.261013  _ ],[-0.227504 -0.171001 -0.253031  _ ],[-0.462241 -0.116279 -0.355818  _ ],[-0.426061 -0.142040 -0.361553  _ ],[-0.577089 -0.151000 -0.465579  _ ],[-0.484713 -0.183914 -0.490677  _ ],
13,[-0.719771 -0.223878 -0.565596  _ ],[-0.356738 -0.157913 -0.354724  _ ],[-0.379723 -0.178441 -0.333720  _ ],[-0.336644 -0.210445 -0.404270  _ ],[-0.325940 -0.260972 -0.352153  _ ],[-0.128170 -0.267472 -0.291003  _ ],[-0.556629 -0.191439 -0.265993  _ ],[-0.550279 -0.225018 -0.379907  _ ],[-0.501111 -0.245460 -0.425244  _ ],[-0.592889 -0.260328 -0.421834  _ ],
14,[-0.693711 -0.294323 -0.421501  _ ],[-0.444997 -0.301395 -0.409968  _ ],[-0.196382 -0.381026 -0.416359  _ ],[-0.175633 -0.339845 -0.340977  _ ],[-0.130274 -0.322104 -0.305756  _ ],[-0.189566 -0.291418 -0.299869  _ ],[-0.443675 -0.214458 -0.358324  _ ],[-0.510871 -0.268686 -0.426085  _ ],[-0.570052 -0.317790 -0.489422  _ ],[-0.494551 -0.325537 -0.476945  _ ],
15,[-0.602767 -0.380523 -0.511267  _ ],[-0.300790 -0.479022 -0.474722  _ ],[-0.281220 -0.444209 -0.420008  _ ],[-0.246295 -0.421900 -0.427191  _ ],[-0.157750 -0.357144 -0.280763  _ ],[-0.180295 -0.429179 -0.323468  _ ],[-0.512118 -0.426816 -0.259670  _ ],[-0.476634 -0.349990 -0.463073  _ ],[-0.518036 -0.387804 -0.532821  _ ],[-0.568347 -0.419635 -0.619450  _ ],
16,[-0.628118 -0.558143 -0.452210  _ ],[-0.244949 -0.472457 -0.490312  _ ],[-0.334530 -0.419585 -0.399712  _ ],[-0.157002 -0.439542 -0.319486  _ ],[-0.185801 -0.424858 -0.358925  _ ],[-0.169552 -0.462808 -0.395059  _ ],[-0.478711 -0.424287 -0.216029  _ ],[-0.552416 -0.497502 -0.157681  _ ],[-0.591544 -0.405566 -0.590364  _ ],[-0.588450 -0.558192 -0.440302  _ ],
17,[-0.410065 -0.584511 -0.603076  _ ],[-0.172931 -0.579167 -0.433505  _ ],[-0.051946 -0.583609 -0.405457  _ ],[-0.131646 -0.536494 -0.267188  _ ],[-0.082297 -0.506474 -0.393486  _ ],[0.018569 -0.485713 -0.301921  _ ],[-0.134132 -0.542613 -0.335792  _ ],[-0.333935 -0.553700 -0.524857  _ ],[-0.426324 -0.590119 -0.569403  _ ],[-0.387848 -0.568039 -0.586606  _ ],
18,[-0.105141 -0.604894 -0.538280  _ ],[0.150728 -0.629977 -0.477668  _ ],[0.144200 -0.680916 -0.361537  _ ],[0.197862 -0.612000 -0.411098  _ ],[0.220980 -0.596217 -0.469144  _ ],[0.178683 -0.618020 -0.536618  _ ],[0.437858 -0.641712 -0.409114  _ ],[0.164753 -0.608711 -0.359579  _ ],[-0.207597 -0.639795 -0.420438  _ ],[-0.158645 -0.660367 -0.571211  _ ],
19,[0.337428 -0.708950 -0.553031  _ ],[0.397807 -0.701963 -0.538428  _ ],[0.421538 -0.748991 -0.626439  _ ],[0.390384 -0.707719 -0.572133  _ ],[0.481570 -0.731900 -0.614466  _ ],[0.519968 -0.736791 -0.615321  _ ],[0.672312 -0.677267 -0.643909  _ ],[0.527394 -0.629272 -0.514465  _ ],[0.245838 -0.717738 -0.615486  _ ],[0.054620 -0.710282 -0.586519  _ ],
20,[0.723361 -0.849177 -0.818204  _ ],[0.582477 -0.888278 -0.775893  _ ],[0.648652 -0.879290 -0.835262  _ ],[0.644707 -0.863349 -0.780217  _ ],[0.676265 -0.851684 -0.802324  _ ],[0.695549 -0.811183 -0.761412  _ ],[0.727945 -0.881337 -0.808161  _ ],[0.791067 -0.872864 -0.801226  _ ],[0.779849 -0.864930 -0.719466  _ ],[0.542280 -0.831187 -0.806558  _ ],
21,[0.931035 -1.000000 0.000000  _ ],[0.890479 -1.000000 0.000000  _ ],[0.915949 -1.000000 0.000000  _ ],[0.906695 -1.000000 0.000000  _ ],[0.899692 -1.000000 0.000000  _ ],[0.888399 -1.000000 0.000000  _ ],[0.909365 -1.000000 0.000000  _ ],[0.923321 -1.000000 0.000000  _ ],[0.960423 -1.000000 0.000000  _ ],[0.963423 -1.000000 0.000000  _ ],
