,A,2,3,4,5,6,7,8,9,10,
5,[-0.937456 0.283853 -0.417969  _ ],[-0.997659 0.098130 -0.859344  _ ],[-0.488004 0.065140 -1.702525  _ ],[-0.930074 0.254628 -0.999937  _ ],[-0.847991 0.159547 -1.351552  _ ],[-0.895994 0.152533 -0.555671  _ ],[-0.498030 0.138286 -1.302656  _ ],[-0.999022 0.150252 -1.929649  _ ],[-0.872680 0.167002 -1.906249  _ ],[-0.929657 0.151628 -1.982252  _ ],
6,[0.000125 0.011960 -0.812225  _ ],[-0.503440 0.026843 -0.457151  _ ],[-0.679281 0.321877 -0.620708  _ ],[-0.498999 0.066401 -1.007580  _ ],[-0.826036 0.052345 -1.566321  _ ],[-0.975824 0.087148 -1.403241  _ ],[-0.749755 0.225607 -0.951045  _ ],[-0.749021 0.295845 -1.957335  _ ],[-0.605194 0.034890 -0.749480  _ ],[-0.999986 0.113575 -1.999695  _ ],
7,[-0.874511 0.158629 -0.572246  _ ],[-0.929515 0.101295 -1.586661  _ ],[-0.284971 0.054503 -0.530879  _ ],[-0.024383 0.002993 -0.495413  _ ],[-0.837563 0.057041 -0.909656  _ ],[-0.971358 0.127757 -1.177427  _ ],[-0.749717 0.328246 -1.830978  _ ],[-0.951107 0.037353 -1.747848  _ ],[-0.481231 0.210365 -0.931040  _ ],[-0.890625 0.265731 -1.843206  _ ],
8,[-0.748642 0.031643 -1.732177  _ ],[-0.365202 0.078649 -1.502584  _ ],[-0.921285 0.135323 -1.796950  _ ],[-0.837996 0.004685 -1.739034  _ ],[-0.738217 0.143092 -1.041210  _ ],[-0.189315 0.112633 -1.571222  _ ],[-0.919394 0.067474 -0.493862  _ ],[-0.666000 0.053156 -1.870067  _ ],[-0.061966 0.222895 -1.967750  _ ],[-0.187010 0.520409 -1.422801  _ ],
9,[-0.499980 0.260928 -0.361657  _ ],[-0.867026 0.289672 -1.731734  _ ],[-0.198376 0.255380 -0.111805  _ ],[-0.676796 0.210477 -0.269795  _ ],[-0.874498 0.573770 -1.848215  _ ],[-0.719839 0.358078 -1.880526  _ ],[-0.740173 0.495408 -1.270602  _ ],[-0.999725 0.494052 -0.770775  _ ],[-0.186336 0.414465 -0.707600  _ ],[-0.739746 0.006386 -1.937339  _ ],
10,[-0.864965 0.051465 -1.171771  _ ],[-0.874016 0.275159 -0.450848  _ ],[-0.899396 0.507120 -1.801190  _ ],[-0.599849 0.174119 -1.672154  _ ],[-0.986179 0.732257 -0.750067  _ ],[-0.830310 0.375308 -0.411504  _ ],[-0.956543 0.404634 -1.852054  _ ],[-0.996087 0.775908 -0.231001  _ ],[-0.991757 0.094709 -0.494908  _ ],[-0.999751 0.103064 -1.919215  _ ],
11,[-0.905029 0.089818 -1.632118  _ ],[-0.739838 0.080908 -0.002567  _ ],[-0.119008 0.332049 -1.507929  _ ],[-0.745414 0.838843 -0.131348  _ ],[-0.979365 0.301423 -0.102184  _ ],[-0.606223 0.330012 -1.195892  _ ],[-0.999991 0.234436 -1.582476  _ ],[-0.906231 0.702068 -1.143330  _ ],[-0.492019 0.127682 -1.463766  _ ],[-0.301691 0.356779 -0.206042  _ ],
12,[-1.000000 0.057451 -1.659620  _ ],[-0.998902 0.289165 -1.385530  _ ],[-0.992092 0.386659 -1.143800  _ ],[-0.996549 -0.350059 -1.291936  _ ],[-0.999975 -0.599508 -1.119320  _ ],[-0.993581 0.072458 -1.235944  _ ],[-0.999943 0.458838 -1.425793  _ ],[-0.992176 -0.670781 -1.910725  _ ],[-0.999736 0.032036 -1.702079  _ ],[-0.998947 -0.397958 -1.800668  _ ],
13,[-0.999680 -0.143620 -1.530264  _ ],[-0.999193 0.061070 -1.538736  _ ],[-0.997740 0.115634 -1.642392  _ ],[-0.999991 -0.434754 -1.174477  _ ],[-0.999623 -0.521373 -1.316384  _ ],[-0.999936 -0.450193 -1.474943  _ ],[-0.999420 0.094743 -1.907616  _ ],[-0.999876 -0.900328 -1.180052  _ ],[-0.999996 0.277884 -1.136061  _ ],[-0.999992 0.449084 -1.310142  _ ],
14,[-0.999982 -0.687036 -1.032985  _ ],[-0.999465 -0.080055 -1.041991  _ ],[-0.999876 0.394836 -1.035633  _ ],[-0.999970 -0.690698 -1.784775  _ ],[-0.999931 -0.720027 -1.068463  _ ],[-0.999982 -0.099457 -1.029759  _ ],[-0.999805 -0.599539 -1.627270  _ ],[-0.999984 0.113317 -1.054907  _ ],[-0.999939 -0.205318 -1.178431  _ ],[-0.999389 -0.836162 -1.003187  _ ],
15,[-0.999985 -0.732290 -1.001037  _ ],[-1.000000 -0.382117 -1.281898  _ ],[-0.999994 0.831036 -1.057650  _ ],[-0.633270 -0.999969 -1.372472  _ ],[-0.999985 -0.612150 -1.501335  _ ],[-0.999816 -0.227250 -1.015982  _ ],[-0.999738 -0.201121 -1.208981  _ ],[-0.999987 -0.331548 -1.033938  _ ],[-0.999985 -0.507652 -1.009232  _ ],[-1.000000 0.393348 -1.608832  _ ],
