,A,2,3,4,5,6,7,8,9,10,
5,[112 3160 91 0],[152 4111 142 0],[152 4444 157 0],[172 4616 170 0],[168 4395 195 0],[173 4347 187 0],[172 4388 169 0],[161 4605 174 0],[163 4610 177 0],[600 17631 652 0],
6,[117 3203 115 0],[155 4283 163 0],[191 4531 191 0],[155 4449 159 0],[189 4610 193 0],[169 4546 192 0],[156 4513 161 0],[143 4536 212 0],[188 4638 167 0],[634 16831 638 0],
7,[224 6480 242 0],[341 8869 392 0],[370 9228 372 0],[377 9203 350 0],[356 8894 414 0],[369 9151 395 0],[314 9060 371 0],[327 9531 354 0],[390 9254 328 0],[1246 34647 1327 0],
8,[230 6907 266 0],[306 9505 430 0],[355 9654 400 0],[325 9935 414 0],[343 9477 443 0],[383 9608 467 0],[365 9878 439 0],[384 9908 424 0],[305 9752 377 0],[1331 36973 1432 0],
9,[356 10809 429 0],[551 14665 688 0],[523 14858 631 0],[565 14742 694 0],[593 14884 649 0],[570 15034 724 0],[495 14895 644 0],[521 15073 601 0],[568 15067 598 0],[2027 56485 2481 0],
10,[378 11426 433 0],[545 15663 833 0],[509 16137 751 0],[576 16040 703 0],[561 16272 688 0],[610 15762 696 0],[543 16078 711 0],[527 15938 675 0],[558 16235 709 0],[2028 59947 2693 0],
11,[62 3525 60 0],[93 4711 105 0],[94 4989 124 0],[90 4867 117 0],[67 4901 115 0],[85 4796 110 0],[73 4898 84 0],[97 4858 115 0],[106 4886 93 0],[333 18816 433 0],
12,[1002 32860 1200 0],[1848 46154 1729 0],[1975 48084 1983 0],[1875 47632 1889 0],[2560 46635 1982 0],[2166 47689 1892 0],[1733 47348 1856 0],[1584 46850 1807 0],[1595 46841 1859 0],[6499 173988 7289 0],
13,[1070 35905 1197 0],[2579 52071 2016 0],[2524 50996 2100 0],[2497 51213 2148 0],[4068 49563 2042 0],[3661 50458 2213 0],[1614 51437 1941 0],[1713 52060 1859 0],[1724 51582 1933 0],[6874 190612 7690 0],
14,[1030 35210 1125 0],[2363 51043 1861 0],[2810 50414 1859 0],[6618 45102 1589 0],[4031 48317 1931 0],[8466 44630 1966 0],[2173 49740 1710 0],[1538 50690 1897 0],[1802 50437 1801 0],[7098 182789 7367 0],
15,[1242 38030 1190 0],[18192 38947 1996 0],[11699 46105 1944 0],[8987 48068 1856 0],[10646 44398 1753 0],[11134 45949 1850 0],[2623 53397 2178 0],[1604 54553 1875 0],[2136 53985 1732 0],[17331 188957 8098 0],
16,[1554 36973 1302 0],[26664 29466 1766 0],[34589 21850 1753 0],[18624 37524 1969 0],[29269 26862 1870 0],[45934 9248 1536 0],[1765 53456 2087 0],[6481 49506 1853 0],[1918 54218 1842 0],[13797 190245 7281 0],
17,[33261 8134 1306 0],[56168 2590 1721 0],[53850 5068 1677 0],[57451 1956 1756 0],[55055 3270 1604 0],[55786 1860 1667 0],[57268 1664 1791 0],[51374 8478 2066 0],[37502 22364 2142 0],[203389 17900 7639 0],
18,[37868 984 962 0],[52027 1248 1325 0],[52462 1306 1163 0],[52766 1136 1296 0],[51963 1196 1348 0],[51284 1146 1125 0],[54285 1110 1384 0],[53370 1129 1193 0],[52354 4145 1514 0],[196594 5951 5589 0],
19,[38149 851 812 0],[52521 1140 1128 0],[52553 1123 1131 0],[52863 1114 1143 0],[52354 1050 1050 0],[51030 1076 1123 0],[54219 1060 1155 0],[54811 1068 1098 0],[54228 1060 1123 0],[197569 4592 4718 0],
20,[20239 259 249 0],[24880 338 374 0],[25307 375 379 0],[25870 341 362 0],[24926 347 340 0],[23254 341 379 0],[27574 339 343 0],[28105 357 341 0],[29979 408 365 0],[102940 1373 1415 0],
21,[15645 340 0 0],[18500 458 0 0],[18747 408 0 0],[19407 411 0 0],[18309 406 0 0],[16717 428 0 0],[21233 411 0 0],[21492 466 0 0],[23209 463 0 0],[78944 1646 0 0],
A-2,[132 2995 113 0],[164 4352 189 0],[156 5060 173 0],[169 4802 198 0],[204 4674 202 0],[175 4704 162 0],[161 4595 193 0],[156 4629 174 0],[148 4669 193 0],[659 18036 709 0],
A-3,[119 3331 123 0],[162 5036 197 0],[163 4945 209 0],[185 4875 224 0],[143 4997 189 0],[178 4879 218 0],[183 4860 206 0],[187 5008 213 0],[209 5106 190 0],[665 19156 671 0],
A-4,[105 3567 130 0],[183 5387 177 0],[196 5422 207 0],[188 5163 180 0],[186 5346 241 0],[211 5302 215 0],[170 5157 205 0],[170 5368 211 0],[167 5558 207 0],[639 19638 751 0],
A-5,[100 3927 155 0],[184 5942 237 0],[207 5917 232 0],[232 5939 235 0],[194 5758 201 0],[219 6002 218 0],[185 5881 215 0],[200 6039 205 0],[193 6104 209 0],[744 22748 777 0],
A-6,[113 4208 143 0],[196 6760 234 0],[218 6614 298 0],[224 6710 247 0],[231 6881 234 0],[221 6464 227 0],[177 6491 272 0],[201 6683 215 0],[215 6830 180 0],[775 24954 821 0],
A-7,[146 4715 173 0],[259 7456 270 0],[274 7512 277 0],[292 7685 242 0],[282 7470 264 0],[282 7671 242 0],[299 7136 253 0],[296 7691 246 0],[268 7491 251 0],[864 28288 972 0],
A-8,[212 5250 170 0],[307 8136 267 0],[300 8158 306 0],[298 8000 292 0],[309 8116 303 0],[312 8079 296 0],[346 7971 295 0],[338 7968 253 0],[275 8217 257 0],[1098 31029 1015 0],
A-9,[350 5826 205 0],[378 8811 295 0],[322 8995 327 0],[396 8873 299 0],[408 8780 298 0],[433 8985 338 0],[488 8698 264 0],[586 8728 280 0],[450 8636 278 0],[2058 33399 1049 0],
A-10,[8586 95 97 0],[14223 208 168 0],[14598 178 182 0],[13837 225 189 0],[14181 280 219 0],[14507 331 192 0],[12511 151 153 0],[13382 124 151 0],[12936 633 179 0],[50175 502 673 0],
A-A,[41 410 44 2116],[58 617 89 3535],[70 258 69 4419],[52 884 86 2872],[64 138 74 4681],[61 68 79 4799],[65 1813 67 557],[56 387 47 4036],[65 183 51 4428],[227 884 257 16864],
2-2,[40 743 37 1611],[50 1494 64 829],[54 210 57 4471],[74 810 63 3093],[51 1099 59 2397],[64 1592 68 1151],[56 727 59 2962],[53 1666 63 1081],[68 1241 51 1904],[194 1146 216 15369],
3-3,[41 458 47 2192],[53 1146 74 2196],[45 99 52 4008],[85 1504 61 1130],[75 1790 60 752],[44 1367 55 1510],[54 1897 71 439],[62 667 63 3440],[64 1361 57 1672],[188 1355 194 14968],
4-4,[34 724 56 1411],[58 1376 74 1530],[69 1921 60 332],[55 615 47 2896],[76 1702 62 784],[54 1791 85 547],[55 1726 70 783],[53 1566 63 1217],[50 1132 67 2282],[210 6861 218 1676],
5-5,[33 1238 50 358],[61 1917 87 270],[63 1943 70 198],[44 1889 83 295],[54 1667 68 147],[69 1968 83 200],[62 2008 86 275],[46 1941 67 166],[57 1962 78 162],[199 7292 270 584],
6-6,[47 50 52 3127],[72 57 86 4642],[51 67 73 4690],[74 62 69 4707],[73 71 68 4401],[69 63 53 4071],[70 70 60 4851],[63 71 89 4517],[66 61 68 4659],[214 257 249 17085],
7-7,[26 47 36 3282],[74 62 66 4879],[61 74 63 4863],[59 67 55 4661],[63 59 48 4808],[63 60 59 4945],[38 50 64 3993],[63 64 58 4552],[58 54 79 4676],[204 238 249 17901],
8-8,[44 26 53 3160],[69 60 77 4866],[52 69 58 4705],[57 67 78 4775],[61 57 46 4890],[59 61 66 4771],[58 47 64 4730],[52 51 49 4296],[63 61 73 4925],[231 210 269 17421],
9-9,[43 41 44 3112],[55 56 54 4702],[92 62 74 4905],[87 77 59 4729],[87 56 49 4806],[72 50 72 4633],[102 56 50 4584],[87 58 66 4608],[42 47 47 4135],[271 176 202 17889],
10-10,[1865 719 734 119393],[2682 1080 1026 190192],[2755 1081 1107 189417],[2624 1080 1104 181955],[2647 1048 1098 185520],[2887 983 1059 191044],[3079 1061 1068 170731],[3200 1044 1014 168203],[3147 994 1046 165324],[13646 3497 3796 602193],
