,A,2,3,4,5,6,7,8,9,10,
5,[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],
6,[-1.000000 1.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],
7,[-1.000000 0.000000 0.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 0.000000 0.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],
8,[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 1.000000 0.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],
9,[-1.000000 1.000000 0.000000  _ ],[-1.000000 1.000000 0.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],
10,[-1.000000 0.000000 -2.000000  _ ],[-1.000000 1.000000 0.000000  _ ],[-1.000000 1.000000 0.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 1.000000 0.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],
11,[-1.000000 1.000000 0.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 0.000000 0.000000  _ ],[-1.000000 1.000000 -2.000000  _ ],[-1.000000 0.000000 -2.000000  _ ],
12,[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],[1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],
13,[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],[1.000000 -1.000000 -2.000000  _ ],[1.000000 -1.000000 -2.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],
14,[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],
15,[-1.000000 -1.000000 -2.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -2.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],[-1.000000 -1.000000 -1.000000  _ ],
