,A,2,3,4,5,6,7,8,9,10,
5,2966,4151,4014,4337,4341,4328,4357,4290,4292,15705,
6,3029,4146,4484,4062,4421,4448,4485,4385,4349,16280,
7,6306,8723,8696,8684,8784,8920,9081,9134,8955,33042,
8,6671,9212,9323,9824,9628,9547,9630,9670,9805,36297,
9,10370,14516,14604,14582,14628,14335,14904,15141,15044,54971,
10,10976,15735,15611,15893,15842,15713,15786,16014,16132,59235,
11,3475,4632,4591,4843,4720,4752,4834,4970,5049,18199,
12,35375,49946,50627,51123,50759,51391,50900,50811,51122,182152,
13,35860,51995,50611,51577,51927,51967,51435,52144,52223,186923,
14,33482,48415,47856,46973,47514,47714,47503,47822,48178,170077,
15,33813,48975,48664,48672,47546,48200,48646,48938,48785,174506,
16,31924,45641,45370,45675,45643,43750,44689,45380,45230,162237,
17,31817,45558,45134,45311,45648,45377,43606,44753,45028,161940,
18,28113,40291,40212,40532,40535,40438,40639,38315,40228,144013,
19,27651,40257,40036,39890,39972,40094,40190,39818,37889,143020,
20,6066,9050,8891,8932,8830,8976,8992,9227,8963,33374,
21,1648,2270,2269,2261,2249,2305,2315,2284,2363,9171,
A-2,2828,4169,4415,4355,4495,4357,4409,4357,4434,16546,
A-3,3052,4677,4423,4753,4677,4711,4696,4707,4686,17477,
A-4,3394,5035,5173,4929,5216,5108,5267,5291,5303,19248,
A-5,3761,5891,5638,5827,5505,5610,5811,5720,5656,21470,
A-6,4218,6516,6455,6605,6680,6311,6505,6552,6646,24651,
A-7,4829,7319,7120,7315,7348,7216,6949,7342,7377,27241,
A-8,5204,7894,7845,7982,7927,7992,7920,7677,7992,30107,
A-9,5448,8614,8648,8593,8649,8647,8614,8731,8375,31181,
A-10,11373,17204,16746,16916,17411,16900,16990,16883,17013,59224,
A-A,1199,1857,1994,2002,1868,1979,1958,2017,1986,7308,
2-2,1436,1729,1976,2064,1888,1923,1959,2023,1912,7230,
3-3,1374,1925,1690,1921,1952,1935,1919,2014,2021,7232,
4-4,1356,1974,1894,1769,2028,1951,1977,2029,1969,7265,
5-5,1348,1985,1899,1909,1714,1986,1955,2035,1960,7185,
6-6,3237,4764,4896,4649,4886,4184,4875,4888,4839,17949,
7-7,3416,4919,4769,4847,4535,4772,4418,4885,4753,17952,
8-8,3485,4997,4866,4858,4724,5048,5004,4313,4865,18054,
9-9,3274,5072,4929,4834,4833,4739,4741,4691,4286,18148,
10-10,187066,267861,259478,261916,263809,262783,261212,258901,262968,855291,
