,A,2,3,4,5,6,7,8,9,10,
5,[729 4159 747 0],[975 5579 1015 0],[1048 5538 1065 0],[1131 6002 1086 0],[1174 6019 1077 0],[1093 5906 1155 0],[1093 5743 1082 0],[1138 5919 1135 0],[1115 5949 1085 0],[4028 21808 4179 0],
6,[759 4023 740 0],[1059 5335 1022 0],[1054 5754 1078 0],[1096 5378 1085 0],[1043 5682 1049 0],[1045 5856 1032 0],[1091 5719 1056 0],[1089 5705 1075 0],[1088 5835 1047 0],[4000 21937 4062 0],
7,[1596 8224 1523 0],[2044 11441 2120 0],[2148 11345 2187 0],[2152 11631 2112 0],[2104 11551 2100 0],[2175 11804 2262 0],[2177 11635 2122 0],[2179 11630 2124 0],[2208 11845 2259 0],[8118 43954 8088 0],
8,[1568 8304 1557 0],[2206 11828 2155 0],[2266 12107 2217 0],[2259 12422 2359 0],[2242 11999 2410 0],[2223 11550 2542 0],[2249 11997 2234 0],[2226 12244 2292 0],[2344 12233 2232 0],[8328 45117 8394 0],
9,[2358 12789 2365 0],[3350 18397 3341 0],[3262 18061 3665 0],[3309 16230 5775 0],[3271 14051 7959 0],[3322 3294 18628 0],[3330 18219 3516 0],[3365 18756 3495 0],[3455 18725 3470 0],[12722 69732 12686 0],
10,[2450 13705 2540 0],[3451 12529 10374 0],[3502 3331 19719 0],[3398 3447 19855 0],[3512 3615 20153 0],[3507 3540 20068 0],[3380 3481 19468 0],[3581 18036 4707 0],[3526 19536 3707 0],[13076 73974 12841 0],
11,[417 3603 430 0],[568 572 5273 0],[597 557 5333 0],[582 573 5370 0],[578 513 5228 0],[534 499 4528 0],[597 584 5100 0],[606 622 5209 0],[616 4535 1440 0],[2218 19823 2474 0],
12,[5978 33106 5965 0],[8163 45240 9111 0],[8478 41960 12262 0],[8297 37674 16456 0],[9028 31737 21222 0],[8353 8861 43211 0],[8503 45169 8710 0],[8352 47267 8644 0],[8517 47858 8411 0],[31856 179238 31495 0],
13,[6196 35739 6286 0],[9122 33699 26247 0],[9331 30128 26455 0],[8752 8678 48650 0],[17205 8561 39397 0],[9668 8453 42537 0],[8852 44259 14336 0],[8917 50748 9147 0],[8970 52003 9104 0],[33395 194880 33412 0],
14,[5690 33599 6017 0],[40167 8025 13718 0],[39653 8072 13156 0],[34517 7459 14210 0],[35399 7654 13992 0],[33252 7380 11795 0],[8027 11059 42697 0],[8134 46788 9294 0],[8332 49116 8484 0],[30601 184185 30429 0],
