,A,2,3,4,5,6,7,8,9,10,
5,[-0.644606 0.081365 -1.208821  _ ],[-0.309452 0.092752 -0.461686  _ ],[-0.237328 0.115292 -0.366707  _ ],[-0.171431 0.125341 -0.411929  _ ],[-0.117989 0.137478 -0.231734  _ ],[-0.178274 0.144178 -0.390386  _ ],[-0.449569 0.145450 -1.087096  _ ],[-0.515736 0.108241 -1.002871  _ ],[-0.538363 0.099073 -1.149006  _ ],[-0.584690 0.075141 -1.191390  _ ],
6,[-0.657475 0.084224 -1.334402  _ ],[-0.236284 0.094175 -0.508489  _ ],[-0.253853 0.087835 -0.359386  _ ],[-0.229814 0.133876 -0.295893  _ ],[-0.145378 0.147827 -0.341982  _ ],[-0.120972 0.156351 -0.321447  _ ],[-0.525251 0.123022 -0.895928  _ ],[-0.443614 0.106993 -0.936933  _ ],[-0.550841 0.090095 -1.003242  _ ],[-0.578655 0.065093 -1.073561  _ ],
7,[-0.672536 0.078954 -1.133259  _ ],[-0.379753 0.088767 -0.321113  _ ],[-0.234853 0.094838 -0.264098  _ ],[-0.231769 0.112291 -0.378524  _ ],[-0.161900 0.134826 -0.224531  _ ],[-0.155783 0.142405 -0.051278  _ ],[-0.409795 0.111042 -0.680643  _ ],[-0.517543 0.090211 -0.867414  _ ],[-0.536942 0.077261 -1.084744  _ ],[-0.507348 0.066471 -0.984954  _ ],
8,[-0.662098 0.073947 -0.812512  _ ],[-0.258315 0.118378 -0.190288  _ ],[-0.211103 0.137393 0.017644  _ ],[-0.138472 0.166034 0.093893  _ ],[-0.087144 0.189130 0.107402  _ ],[-0.105030 0.210404 0.009359  _ ],[-0.486933 0.247650 -0.149212  _ ],[-0.534078 0.144132 -0.482907  _ ],[-0.541811 0.066423 -0.866209  _ ],[-0.568591 0.055420 -0.709868  _ ],
9,[-0.679689 0.191319 -0.508308  _ ],[-0.217528 0.191426 0.042583  _ ],[-0.329578 0.239672 0.198264  _ ],[-0.313643 0.238265 0.221739  _ ],[-0.236139 0.255630 0.151551  _ ],[-0.142056 0.275766 0.192021  _ ],[-0.441776 0.321253 0.219050  _ ],[-0.557599 0.293687 -0.061687  _ ],[-0.564287 0.181107 -0.276129  _ ],[-0.523919 0.096346 -0.583807  _ ],
10,[-0.726655 0.295714 -0.067076  _ ],[-0.259282 0.286514 0.245332  _ ],[-0.233408 0.334122 0.273190  _ ],[-0.163798 0.294604 0.283281  _ ],[-0.172332 0.309292 0.588010  _ ],[-0.110588 0.337619 0.570318  _ ],[-0.500842 0.394022 0.346242  _ ],[-0.513558 0.407782 0.211937  _ ],[-0.518400 0.320968 0.098242  _ ],[-0.569477 0.244181 0.033348  _ ],
11,[-0.605575 0.350922 0.064714  _ ],[-0.274392 0.360379 0.333827  _ ],[-0.251509 0.367806 0.663747  _ ],[-0.227675 0.377927 0.546656  _ ],[-0.173445 0.359744 0.662757  _ ],[-0.155529 0.402720 0.661248  _ ],[-0.480159 0.444019 0.233498  _ ],[-0.501680 0.369928 0.358944  _ ],[-0.555561 0.372781 0.242115  _ ],[-0.608781 0.339215 0.048472  _ ],
12,[-0.631350 -0.142945 -0.645294  _ ],[-0.371536 -0.163578 -0.251651  _ ],[-0.253075 -0.184604 -0.263836  _ ],[-0.259590 -0.185002 -0.244667  _ ],[-0.248475 -0.148339 -0.254014  _ ],[-0.234639 -0.098702 -0.213054  _ ],[-0.430961 -0.125106 -0.329975  _ ],[-0.535352 -0.121103 -0.397235  _ ],[-0.556425 -0.138619 -0.391803  _ ],[-0.548131 -0.208307 -0.437618  _ ],
13,[-0.621817 -0.270212 -0.595460  _ ],[-0.401645 -0.232768 -0.331250  _ ],[-0.316825 -0.234242 -0.329300  _ ],[-0.308585 -0.207350 -0.326400  _ ],[-0.181984 -0.288004 -0.275863  _ ],[-0.161147 -0.283493 -0.269146  _ ],[-0.464343 -0.187199 -0.310648  _ ],[-0.525996 -0.209929 -0.356257  _ ],[-0.527557 -0.219777 -0.555389  _ ],[-0.530325 -0.276329 -0.482041  _ ],
14,[-0.719996 -0.276444 -0.438632  _ ],[-0.200464 -0.398603 -0.393009  _ ],[-0.295438 -0.388172 -0.417415  _ ],[-0.195015 -0.367360 -0.374764  _ ],[-0.302512 -0.313735 -0.152005  _ ],[-0.244345 -0.336440 -0.295379  _ ],[-0.464845 -0.235824 -0.361651  _ ],[-0.561011 -0.251529 -0.435914  _ ],[-0.500221 -0.331651 -0.420073  _ ],[-0.495541 -0.332761 -0.486517  _ ],
15,[-0.669171 -0.433847 -0.578914  _ ],[-0.264720 -0.462248 -0.435258  _ ],[-0.224071 -0.416706 -0.395911  _ ],[-0.188253 -0.401306 -0.395082  _ ],[-0.152820 -0.371683 -0.334380  _ ],[-0.072744 -0.364046 -0.293313  _ ],[-0.510110 -0.379275 -0.122324  _ ],[-0.499383 -0.409087 -0.448713  _ ],[-0.552766 -0.382508 -0.479868  _ ],[-0.562416 -0.430132 -0.543096  _ ],
16,[-0.645917 -0.490658 -0.537833  _ ],[-0.182772 -0.428973 -0.434342  _ ],[-0.218699 -0.456872 -0.434223  _ ],[-0.195090 -0.449391 -0.332247  _ ],[-0.093381 -0.472802 -0.313507  _ ],[-0.154903 -0.447375 -0.250615  _ ],[-0.445505 -0.420655 -0.176039  _ ],[-0.478904 -0.449349 -0.284599  _ ],[-0.544893 -0.501155 -0.521489  _ ],[-0.598174 -0.483724 -0.585573  _ ],
17,[-0.403320 -0.593039 -0.575777  _ ],[-0.132411 -0.560690 -0.423430  _ ],[-0.091049 -0.559978 -0.524106  _ ],[-0.095440 -0.467326 -0.346414  _ ],[-0.059095 -0.453867 -0.284668  _ ],[0.089318 -0.488049 -0.288258  _ ],[-0.050122 -0.430564 -0.213695  _ ],[-0.448541 -0.564203 -0.215206  _ ],[-0.423092 -0.586037 -0.546710  _ ],[-0.310409 -0.536044 -0.526819  _ ],
18,[0.006862 -0.603120 -0.546639  _ ],[0.125311 -0.677273 -0.464305  _ ],[0.142282 -0.654571 -0.432128  _ ],[0.197029 -0.621892 -0.581966  _ ],[0.207735 -0.647542 -0.390568  _ ],[0.301304 -0.688909 -0.450737  _ ],[0.457949 -0.617515 -0.477763  _ ],[0.152654 -0.620679 -0.421611  _ ],[-0.219205 -0.635572 -0.451575  _ ],[-0.153601 -0.636935 -0.532196  _ ],
19,[0.322010 -0.722200 -0.622553  _ ],[0.376062 -0.757161 -0.555629  _ ],[0.434665 -0.731483 -0.582310  _ ],[0.387258 -0.721635 -0.565606  _ ],[0.380861 -0.706442 -0.615900  _ ],[0.492853 -0.788950 -0.571088  _ ],[0.574379 -0.744080 -0.559971  _ ],[0.583876 -0.696676 -0.614069  _ ],[0.302480 -0.704020 -0.657530  _ ],[0.043590 -0.744002 -0.531064  _ ],
20,[0.634818 -0.857165 -0.819547  _ ],[0.688422 -0.853110 -0.795030  _ ],[0.674106 -0.852678 -0.821447  _ ],[0.680715 -0.842773 -0.783544  _ ],[0.662326 -0.842175 -0.720955  _ ],[0.647292 -0.813796 -0.772009  _ ],[0.815226 -0.857674 -0.772033  _ ],[0.819344 -0.849806 -0.737237  _ ],[0.787680 -0.844381 -0.806743  _ ],[0.522844 -0.865405 -0.746032  _ ],
21,[0.916324 -0.999997 0.000000  _ ],[0.909749 -1.000000 0.000000  _ ],[0.842220 -1.000000 0.000000  _ ],[0.871459 -0.999999 0.000000  _ ],[0.914230 -0.999998 0.000000  _ ],[0.884485 -0.999998 0.000000  _ ],[0.918589 -1.000000 0.000000  _ ],[0.944013 -1.000000 0.000000  _ ],[0.940759 -1.000000 0.000000  _ ],[0.958204 -1.000000 0.000000  _ ],
