,A,2,3,4,5,6,7,8,9,10,
5,[111 1138 113 0],[154 1609 173 0],[180 1670 159 0],[158 1782 163 0],[172 1660 191 0],[157 1685 141 0],[139 1796 171 0],[168 1680 175 0],[178 1732 155 0],[607 6374 620 0],
6,[114 1134 122 0],[162 1512 166 0],[159 1657 156 0],[159 1585 168 0],[167 1640 152 0],[154 1607 195 0],[186 1696 147 0],[171 1609 176 0],[172 1754 164 0],[615 6304 575 0],
7,[204 2410 226 0],[308 3244 303 0],[340 3334 318 0],[336 3336 309 0],[361 3262 335 0],[354 3316 302 0],[333 3405 319 0],[349 3433 314 0],[359 3409 336 0],[1227 12637 1197 0],
8,[240 2469 246 0],[292 3485 342 0],[316 3523 330 0],[343 2185 1705 0],[319 3508 388 0],[339 373 3296 0],[338 3604 369 0],[331 3643 354 0],[371 3619 356 0],[1352 13162 1283 0],
9,[381 3735 375 0],[521 548 5167 0],[543 512 5372 0],[488 542 5430 0],[517 495 5440 0],[488 499 5215 0],[570 565 5356 0],[554 2035 4045 0],[522 5541 521 0],[1879 20190 1972 0],
10,[392 3093 1214 0],[547 508 5616 0],[553 523 5779 0],[548 539 5700 0],[536 482 5790 0],[509 523 5363 0],[518 514 5722 0],[523 502 5710 0],[565 514 5972 0],[1907 19946 3491 0],
11,[66 1150 52 0],[86 85 1231 0],[65 81 1248 0],[75 86 1156 0],[83 80 1360 0],[67 78 904 0],[84 86 1343 0],[85 82 1368 0],[94 240 1638 0],[367 358 6541 0],
12,[2143 6214 2966 0],[3915 3897 7293 0],[4586 3710 7189 0],[3881 2348 9200 0],[2523 1377 11103 0],[2351 1256 10791 0],[2954 5322 7120 0],[3031 6516 6090 0],[3455 8029 4692 0],[5680 47676 7331 0],
13,[2885 5531 3875 0],[5158 3887 7131 0],[5297 3234 6702 0],[4417 2708 8939 0],[6609 2065 6592 0],[3706 1262 9813 0],[3009 4213 9103 0],[3418 5441 7590 0],[4151 7347 5880 0],[8440 47356 10363 0],
14,[2563 4070 4289 0],[5885 3246 5147 0],[5745 2514 5601 0],[5599 2461 5258 0],[6367 1850 4905 0],[5394 1440 5845 0],[2757 3277 8481 0],[3551 4392 6565 0],[4265 5817 5722 0],[11603 34283 16089 0],
15,[2868 3774 4897 0],[5783 2846 5791 0],[5655 2618 5968 0],[6182 1903 5743 0],[6351 1818 4863 0],[6803 1467 4787 0],[3047 2860 9086 0],[3961 4209 7145 0],[4493 4919 6577 0],[15905 26721 21639 0],
16,[2730 3006 4779 0],[5826 2413 4695 0],[6190 2104 4575 0],[6388 1854 4249 0],[6824 1561 3640 0],[5695 1181 3712 0],[2846 2330 8176 0],[3502 3022 7230 0],[4457 3736 6426 0],[16636 15860 27060 0],
17,[4009 2455 4463 0],[9927 1213 2291 0],[9596 1092 1759 0],[10531 1089 1332 0],[10699 1097 1165 0],[9735 1019 1085 0],[9424 1063 2807 0],[4988 2562 6448 0],[5874 3148 5884 0],[31811 9899 19564 0],
18,[7660 795 1087 0],[8960 940 959 0],[8690 956 913 0],[8238 883 982 0],[8367 949 951 0],[7238 918 867 0],[9087 967 958 0],[9214 917 929 0],[8491 1623 2830 0],[45380 3797 4281 0],
19,[7655 717 739 0],[7415 970 972 0],[7226 915 886 0],[7212 909 912 0],[7175 913 910 0],[6792 916 927 0],[7334 961 905 0],[8571 905 906 0],[10129 984 1005 0],[43416 3802 3848 0],
20,[2818 239 270 0],[1314 244 255 0],[1155 246 246 0],[929 229 248 0],[640 256 214 0],[740 244 234 0],[1505 274 280 0],[1854 275 260 0],[2652 307 311 0],[18751 1240 1233 0],
21,[2152 315 0 0],[1331 324 0 0],[1142 306 0 0],[938 333 0 0],[764 356 0 0],[558 334 0 0],[1449 371 0 0],[1989 358 0 0],[2482 435 0 0],[13796 1646 0 0],
A-2,[135 1106 132 0],[156 1128 645 0],[161 1751 178 0],[162 1745 164 0],[170 146 1613 0],[201 173 1662 0],[155 1740 176 0],[175 1682 162 0],[191 1759 168 0],[637 6441 634 0],
A-3,[135 1169 130 0],[188 1856 188 0],[150 1736 177 0],[194 1840 204 0],[166 196 1696 0],[186 153 1665 0],[163 1851 159 0],[175 1840 168 0],[182 1822 193 0],[632 6657 654 0],
A-4,[115 1254 112 0],[167 1625 341 0],[169 1156 998 0],[189 169 1752 0],[159 269 1378 0],[184 154 1731 0],[165 1837 214 0],[187 1856 206 0],[182 1939 189 0],[658 7276 677 0],
A-5,[110 1374 117 0],[177 2039 209 0],[187 2032 193 0],[192 2061 211 0],[162 144 1604 0],[171 174 1796 0],[178 2143 227 0],[215 2209 192 0],[189 2165 218 0],[723 7711 756 0],
A-6,[135 1495 133 0],[202 2203 289 0],[180 193 2266 0],[205 2137 183 0],[398 1566 229 0],[211 195 1628 0],[192 2325 238 0],[213 2409 220 0],[196 2396 182 0],[715 8795 762 0],
A-7,[168 1684 146 0],[2496 249 239 0],[2445 208 221 0],[2527 195 224 0],[1894 206 257 0],[209 205 2045 0],[2613 207 193 0],[2609 203 240 0],[241 2614 232 0],[838 9866 843 0],
A-8,[1895 151 174 0],[2658 229 254 0],[2472 223 197 0],[2475 212 201 0],[195 196 2037 0],[200 197 1872 0],[2751 217 232 0],[2512 209 214 0],[2819 230 224 0],[10510 816 873 0],
A-9,[1897 159 132 0],[217 233 2354 0],[2133 198 189 0],[2274 216 227 0],[1819 189 222 0],[183 212 1703 0],[2400 206 218 0],[2422 227 213 0],[2852 218 232 0],[11275 905 918 0],
A-10,[1033 88 101 0],[1118 91 99 0],[1086 105 104 0],[1154 118 116 0],[260 90 85 0],[612 95 74 0],[1239 94 109 0],[1224 95 94 0],[1450 112 129 0],[6557 461 466 0],
A-A,[30 30 39 983],[56 67 63 1613],[43 60 49 1783],[65 71 60 1716],[61 63 728 134],[60 60 148 1485],[61 58 148 1580],[60 60 66 1629],[67 60 58 1606],[211 232 214 6353],
2-2,[54 46 35 1116],[51 53 48 1411],[61 69 56 1708],[58 47 86 1694],[65 54 78 1578],[73 667 50 92],[48 62 60 1749],[65 55 65 1735],[59 66 59 1643],[192 207 225 6095],
3-3,[43 37 31 1157],[56 108 52 1491],[50 41 45 1414],[61 67 87 1669],[61 58 117 1507],[71 62 82 1532],[55 105 50 1688],[57 73 57 1449],[70 71 63 1710],[228 218 216 6165],
4-4,[33 481 49 61],[56 698 51 102],[52 73 514 516],[55 611 65 88],[66 733 54 94],[69 676 99 96],[58 715 66 133],[57 698 55 152],[49 46 53 1565],[198 230 224 5984],
5-5,[44 481 38 65],[67 63 706 89],[67 131 619 126],[67 74 668 117],[49 52 626 110],[67 735 70 123],[63 724 80 121],[73 63 726 133],[48 669 78 125],[207 329 2374 431],
6-6,[44 42 48 1037],[61 85 69 1654],[50 60 50 1757],[69 53 99 1642],[65 56 46 1622],[42 64 613 183],[64 49 90 1576],[65 64 70 1785],[61 53 61 1656],[215 231 222 6103],
7-7,[42 40 59 1077],[64 60 76 1663],[55 59 74 1563],[68 53 67 1645],[49 53 59 1776],[54 51 74 1577],[42 60 82 1399],[70 74 67 1631],[72 68 48 1688],[220 194 224 6070],
8-8,[42 35 35 1211],[50 70 65 1759],[49 63 68 1633],[71 57 54 1668],[58 59 50 1698],[68 48 55 1784],[56 50 61 1708],[54 67 88 1388],[66 51 48 1640],[251 210 203 6048],
9-9,[32 55 36 1103],[696 44 52 149],[708 53 59 95],[711 62 50 111],[76 57 50 1657],[731 72 54 104],[701 46 50 128],[704 71 64 116],[47 44 64 1358],[226 200 217 6099],
10-10,[8291 704 716 1546],[11951 969 1024 2058],[12099 996 994 2115],[11711 1015 1040 2306],[12045 1034 1054 2093],[12010 1048 1043 2201],[11940 1015 1043 2194],[11973 1036 1025 2133],[11910 984 1078 2178],[42402 3626 3681 7686],
