,A,2,3,4,5,6,7,8,9,10,
5,1138,1609,1670,1782,1660,1685,1796,1680,1732,6374,
6,1134,1512,1657,1585,1640,1607,1696,1609,1754,6304,
7,2410,3244,3334,3336,3262,3316,3405,3433,3409,12637,
8,2469,3485,3523,2185,3508,3296,3604,3643,3619,13162,
9,3735,5167,5372,5430,5440,5215,5356,2035,5541,20190,
10,3093,5616,5779,5700,5790,5363,5722,5710,5972,19946,
11,1150,1231,1248,1156,1360,904,1343,1368,1638,6541,
12,6214,7293,4586,9200,11103,10791,7120,6090,8029,47676,
13,5531,7131,5297,4417,6609,9813,9103,7590,4151,47356,
14,4289,5147,5601,5599,6367,5845,3277,3551,5817,34283,
15,4897,5791,5968,1903,4863,4787,9086,4209,6577,15905,
16,2730,4695,4575,4249,1561,3712,8176,7230,6426,27060,
17,4009,2291,1759,10531,10699,9735,9424,4988,5874,31811,
18,7660,8960,8690,8238,8367,7238,9087,9214,8491,45380,
19,7655,7415,7226,7212,7175,6792,7334,8571,10129,43416,
20,2818,1314,1155,929,640,740,1505,1854,2652,18751,
21,2152,1331,1142,938,764,558,1449,1989,2482,13796,
A-2,1106,1128,1751,1745,1613,1662,1740,1682,1759,6441,
A-3,1169,1856,1736,1840,1696,1665,1851,1840,1822,6657,
A-4,1254,1625,1156,1752,1378,1731,1837,1856,1939,7276,
A-5,1374,2039,2032,2061,1604,1796,2143,2209,2165,7711,
A-6,1495,2203,2266,2137,1566,1628,2325,2409,2396,8795,
A-7,1684,2496,2445,2527,1894,2045,2613,2609,2614,9866,
A-8,1895,2658,2472,2475,2037,1872,2751,2512,2819,10510,
A-9,1897,2354,2133,2274,1819,1703,2400,2422,2852,11275,
A-10,1033,1118,1086,1154,260,612,1239,1224,1450,6557,
A-A,983,1613,1783,1716,728,1485,1580,1629,1606,6353,
2-2,1116,1411,1708,1694,1578,667,1749,1735,1643,6095,
3-3,1157,1491,1414,1669,1507,1532,1688,1449,1710,6165,
4-4,481,698,516,611,733,676,715,698,1565,5984,
5-5,481,706,619,668,626,735,724,726,669,2374,
6-6,1037,1654,1757,1642,1622,613,1576,1785,1656,6103,
7-7,1077,1663,1563,1645,1776,1577,1399,1631,1688,6070,
8-8,1211,1759,1633,1668,1698,1784,1708,1388,1640,6048,
9-9,1103,696,708,711,1657,731,701,704,1358,6099,
10-10,8291,11951,12099,11711,12045,12010,11940,11973,11910,42402,
