,A,2,3,4,5,6,7,8,9,10,
5,[-0.008254 0.000086 -0.016509  _ ],[-0.003177 0.001779 -0.012495  _ ],[-0.005544 0.002107 -0.007737  _ ],[-0.004373 0.002214 -0.007346  _ ],[-0.002188 0.003284 -0.005358  _ ],[-0.002483 0.003203 -0.005359  _ ],[-0.007647 0.001972 -0.010096  _ ],[-0.009317 0.001337 -0.013683  _ ],[-0.010699 0.000867 -0.018077  _ ],[-0.028959 0.005228 -0.067501  _ ],
6,[-0.006959 0.000091 -0.013914  _ ],[-0.003171 0.001450 -0.010710  _ ],[-0.002284 0.002173 -0.006544  _ ],[-0.002483 0.001851 -0.007334  _ ],[-0.002281 0.002713 -0.007131  _ ],[-0.003576 0.003558 -0.000799  _ ],[-0.010503 0.001741 -0.014489  _ ],[-0.011008 0.001051 -0.019433  _ ],[-0.008537 0.000774 -0.018655  _ ],[-0.027859 0.005127 -0.059630  _ ],
7,[-0.013861 0.000177 -0.024902  _ ],[-0.007471 0.003267 -0.016526  _ ],[-0.009050 0.003828 -0.005889  _ ],[-0.005503 0.004090 -0.011649  _ ],[-0.004802 0.006147 -0.003140  _ ],[-0.006633 0.006657 -0.005718  _ ],[-0.016605 0.004219 -0.019703  _ ],[-0.018395 0.002427 -0.027518  _ ],[-0.019948 0.001441 -0.033597  _ ],[-0.062500 0.008405 -0.103534  _ ],
8,[-0.016195 0.000493 -0.022712  _ ],[-0.006494 0.007619 -0.011994  _ ],[-0.009847 0.008623 -0.000960  _ ],[-0.005981 0.007604 0.000186  _ ],[-0.004466 0.011397 -0.002012  _ ],[-0.005620 0.000311 0.042238  _ ],[-0.015938 0.018201 -0.009973  _ ],[-0.016632 0.007500 -0.014310  _ ],[-0.018159 0.002387 -0.021165  _ ],[-0.068760 0.007734 -0.083149  _ ],
9,[-0.024436 0.010508 -0.018036  _ ],[-0.017003 0.000623 0.066780  _ ],[-0.011338 0.000511 0.053520  _ ],[-0.008821 0.000587 0.064521  _ ],[-0.006928 0.000620 0.127537  _ ],[-0.004093 0.000663 0.143836  _ ],[-0.028021 0.000909 0.045342  _ ],[-0.028981 0.015683 0.000502  _ ],[-0.027278 0.019118 -0.024859  _ ],[-0.092281 0.034896 -0.072596  _ ],
10,[-0.025307 0.011186 0.000332  _ ],[-0.016797 0.000386 0.155688  _ ],[-0.013103 0.000373 0.194145  _ ],[-0.009910 0.000393 0.215360  _ ],[-0.007790 0.000379 0.254551  _ ],[-0.004612 0.000463 0.231319  _ ],[-0.023395 0.000531 0.160549  _ ],[-0.028317 0.000537 0.122632  _ ],[-0.027336 0.000386 0.070107  _ ],[-0.093789 0.121939 0.005261  _ ],
11,[-0.004186 0.005110 -0.001399  _ ],[-0.002789 0.000107 0.058321  _ ],[-0.001896 0.000078 0.062628  _ ],[-0.001692 0.000103 0.061333  _ ],[-0.001293 0.000098 0.087825  _ ],[-0.001297 0.000109 0.057465  _ ],[-0.002987 0.000103 0.056613  _ ],[-0.003288 0.000111 0.047908  _ ],[-0.005770 0.000376 0.038270  _ ],[-0.018964 0.001540 0.071531  _ ],
12,[-0.131488 -0.131299 -0.131719  _ ],[-0.093843 -0.093639 -0.093616  _ ],[-0.090154 -0.090396 -0.090294  _ ],[-0.061491 -0.061532 -0.057358  _ ],[-0.038319 -0.038288 -0.032755  _ ],[-0.029657 -0.035634 -0.019631  _ ],[-0.115983 -0.115926 -0.113349  _ ],[-0.134183 -0.133932 -0.131875  _ ],[-0.161365 -0.160968 -0.161344  _ ],[-0.239141 -0.210245 -0.240963  _ ],
13,[-0.160198 -0.160097 -0.160437  _ ],[-0.120157 -0.120131 -0.119626  _ ],[-0.101046 -0.101192 -0.101081  _ ],[-0.085455 -0.086048 -0.086076  _ ],[-0.067766 -0.068010 -0.067880  _ ],[-0.041690 -0.045759 -0.040010  _ ],[-0.122570 -0.122631 -0.120850  _ ],[-0.150400 -0.150480 -0.149494  _ ],[-0.181353 -0.181363 -0.181610  _ ],[-0.300576 -0.289745 -0.301214  _ ],
14,[-0.153450 -0.153514 -0.153439  _ ],[-0.125212 -0.125047 -0.124349  _ ],[-0.103058 -0.103164 -0.102951  _ ],[-0.094611 -0.094725 -0.094759  _ ],[-0.072656 -0.073523 -0.074039  _ ],[-0.060136 -0.060271 -0.059776  _ ],[-0.119369 -0.119063 -0.119377  _ ],[-0.151309 -0.151372 -0.151856  _ ],[-0.190096 -0.189938 -0.190915  _ ],[-0.370715 -0.368231 -0.369854  _ ],
15,[-0.163681 -0.163181 -0.162890  _ ],[-0.128117 -0.128170 -0.128071  _ ],[-0.121191 -0.120906 -0.120560  _ ],[-0.092271 -0.091593 -0.092118  _ ],[-0.085976 -0.086477 -0.085669  _ ],[-0.071612 -0.071382 -0.071219  _ ],[-0.127935 -0.127910 -0.127812  _ ],[-0.168558 -0.168525 -0.168983  _ ],[-0.195797 -0.195700 -0.195222  _ ],[-0.425860 -0.426077 -0.426207  _ ],
16,[-0.158763 -0.158898 -0.158777  _ ],[-0.127893 -0.127918 -0.127570  _ ],[-0.114569 -0.114467 -0.114391  _ ],[-0.100467 -0.100267 -0.100118  _ ],[-0.090252 -0.090191 -0.090387  _ ],[-0.067862 -0.067995 -0.066087  _ ],[-0.120727 -0.120821 -0.119932  _ ],[-0.149030 -0.148917 -0.148618  _ ],[-0.183469 -0.183335 -0.182492  _ ],[-0.436978 -0.436719 -0.428447  _ ],
