,A,2,3,4,5,6,7,8,9,10,
5,4155,5542,5632,6031,5959,6080,5965,5859,5674,21232,
6,4155,5257,5723,5378,5778,5745,5706,5513,5982,21524,
7,8154,11268,11410,11344,11615,11686,11735,11732,12024,43622,
8,8453,12061,11999,12523,12096,12017,12446,12180,12469,45145,
9,13065,18465,18265,16930,17491,15059,18361,18788,19046,69713,
10,13743,16856,14327,15153,19910,19894,17838,19084,19890,73321,
11,3830,3475,4283,5414,5616,5205,4011,5174,5468,19782,
12,33912,44437,41886,43259,25418,27382,45995,47831,48381,177698,
13,35994,47143,33951,25576,30294,13554,46937,51307,52544,195159,
14,33989,34620,19739,32193,38282,30298,33176,46186,49421,184764,
15,34384,10403,35475,44922,41887,41585,41515,32024,48788,37501,
16,21494,41415,40703,42461,39319,36627,45557,47312,30233,140871,
17,22458,47220,44074,43517,39538,39808,45485,38446,44271,194204,
18,32790,40997,36921,36629,33168,32102,39517,42365,46937,175483,
19,31444,38866,35634,34963,31927,31171,38202,42335,44098,177229,
20,15332,15431,11571,10633,4844,4825,15439,18621,22078,83630,
21,13197,12159,8551,7585,5252,5340,12501,15474,18702,72398,
A-2,3736,5671,5989,5838,5769,6008,6112,6154,5909,21264,
A-3,4010,6329,6007,6327,6076,6339,6376,6275,6136,23280,
A-4,4129,6303,6466,6035,6309,6291,6486,6454,6779,25306,
A-5,4560,7339,7369,7291,6890,5745,7498,7259,7189,26727,
A-6,5198,7928,7847,8031,6376,7340,8137,7972,7980,29606,
A-7,5645,7852,6587,8187,5137,4880,8428,8807,8805,32636,
A-8,5551,9425,9071,9304,9262,7687,8912,9221,7710,35046,
A-9,6357,9886,9823,9815,9441,9114,9204,9867,9805,39197,
A-10,3826,5698,5556,5528,4552,4169,5406,6012,6123,24138,
A-A,3207,5875,5504,5782,5651,5601,5766,5786,5563,20806,
2-2,4029,4760,5719,5685,5480,5669,5496,5623,5552,6968,
3-3,3930,5552,5114,5559,5521,5450,5536,5442,5602,17121,
4-4,3851,2395,2403,2098,2399,2474,2410,2289,5478,20134,
5-5,1677,2250,2287,2387,2126,2496,1689,2339,2390,8923,
6-6,3972,5763,5536,5910,5660,4970,5473,5476,5434,20246,
7-7,3601,5706,5501,5699,5353,5695,4909,5314,5476,20355,
8-8,3724,5580,5532,5550,5409,5688,5606,5048,5712,20189,
9-9,3911,5585,5561,5402,5507,5755,2381,5421,4817,20362,
10-10,28890,41268,41188,41455,41568,41244,40741,40992,41435,147269,
