,A,2,3,4,5,6,7,8,9,10,
5,[-0.621058 0.097328 -1.318211  _ ],[-0.306135 0.092226 -0.650661  _ ],[-0.264602 0.108624 -0.494182  _ ],[-0.200515 0.124730 -0.259776  _ ],[-0.095253 0.175412 -0.412050  _ ],[-0.081270 0.180359 -0.272968  _ ],[-0.489466 0.138859 -0.883290  _ ],[-0.528842 0.111158 -1.029865  _ ],[-0.591823 0.086821 -0.986069  _ ],[-0.560318 0.071232 -1.216333  _ ],
6,[-0.637860 0.081762 -1.278787  _ ],[-0.340917 0.094349 -0.498552  _ ],[-0.214873 0.098225 -0.501559  _ ],[-0.222532 0.118558 -0.512122  _ ],[-0.097735 0.140471 -0.228740  _ ],[-0.173203 0.141388 -0.489563  _ ],[-0.423787 0.111467 -0.929383  _ ],[-0.474352 0.104248 -0.888732  _ ],[-0.470583 0.074400 -1.136165  _ ],[-0.533612 0.066923 -1.068706  _ ],
7,[-0.666836 0.078197 -1.191076  _ ],[-0.303633 0.069782 -0.541776  _ ],[-0.189342 0.107744 -0.358579  _ ],[-0.156466 0.099575 -0.282418  _ ],[-0.129602 0.121479 -0.051597  _ ],[-0.137178 0.145920 -0.272107  _ ],[-0.366825 0.124361 -0.466714  _ ],[-0.538729 0.101822 -0.921900  _ ],[-0.516409 0.085746 -0.857177  _ ],[-0.488738 0.068423 -1.007409  _ ],
8,[-0.656397 0.066998 -0.682496  _ ],[-0.356736 0.101140 -0.101948  _ ],[-0.310194 0.121192 -0.050455  _ ],[-0.233052 0.170853 -0.033109  _ ],[-0.119163 0.186055 -0.025039  _ ],[-0.118983 0.249034 0.106454  _ ],[-0.438522 0.247043 -0.116167  _ ],[-0.464310 0.134633 -0.528260  _ ],[-0.536871 0.080368 -0.709659  _ ],[-0.486456 0.052928 -0.726166  _ ],
9,[-0.653290 0.186154 -0.405369  _ ],[-0.323123 0.219549 0.045504  _ ],[-0.214613 0.241798 0.103497  _ ],[-0.173972 0.241183 0.124612  _ ],[-0.201241 0.267811 0.052731  _ ],[-0.109819 0.307620 0.239830  _ ],[-0.474703 0.311999 0.170344  _ ],[-0.550659 0.257069 -0.065041  _ ],[-0.520611 0.200442 -0.181998  _ ],[-0.519483 0.103567 -0.481531  _ ],
10,[-0.746779 0.299868 0.018476  _ ],[-0.290998 0.297161 0.260179  _ ],[-0.273221 0.316598 0.204785  _ ],[-0.266480 0.308228 0.271923  _ ],[-0.173750 0.358102 0.435146  _ ],[-0.166345 0.365529 0.705341  _ ],[-0.496258 0.409501 0.308640  _ ],[-0.529394 0.361244 0.159249  _ ],[-0.574258 0.334537 0.117760  _ ],[-0.556512 0.238543 -0.047221  _ ],
11,[-0.551200 0.406313 0.203694  _ ],[-0.297618 0.391040 0.339778  _ ],[-0.205014 0.361624 0.523797  _ ],[-0.140615 0.311622 0.623574  _ ],[-0.120668 0.297274 0.593215  _ ],[-0.161021 0.349970 0.690117  _ ],[-0.421687 0.424090 0.367392  _ ],[-0.428262 0.418456 0.176715  _ ],[-0.539594 0.375006 0.131597  _ ],[-0.524460 0.360625 0.221160  _ ],
12,[-0.670661 -0.127682 -0.555450  _ ],[-0.324758 -0.143553 -0.227069  _ ],[-0.267701 -0.230395 -0.259094  _ ],[-0.252174 -0.114512 -0.268747  _ ],[-0.228108 -0.157431 -0.270060  _ ],[-0.228710 -0.089020 -0.216224  _ ],[-0.490373 -0.102602 -0.203060  _ ],[-0.504060 -0.141634 -0.342623  _ ],[-0.594885 -0.137100 -0.477047  _ ],[-0.541949 -0.199758 -0.535435  _ ],
13,[-0.640716 -0.230348 -0.371592  _ ],[-0.353892 -0.210230 -0.327574  _ ],[-0.299621 -0.218097 -0.294292  _ ],[-0.314304 -0.251407 -0.362096  _ ],[-0.109322 -0.317844 -0.315650  _ ],[-0.303758 -0.170571 -0.299103  _ ],[-0.520917 -0.226865 -0.312086  _ ],[-0.555491 -0.204437 -0.341002  _ ],[-0.535034 -0.225161 -0.354234  _ ],[-0.542165 -0.271150 -0.474686  _ ],
14,[-0.646926 -0.386675 -0.453190  _ ],[-0.428862 -0.327990 -0.399798  _ ],[-0.346743 -0.357137 -0.212652  _ ],[-0.221740 -0.352768 -0.344154  _ ],[-0.216247 -0.290455 -0.265700  _ ],[-0.199522 -0.287109 -0.234915  _ ],[-0.453864 -0.280521 -0.348369  _ ],[-0.580130 -0.273846 -0.455298  _ ],[-0.518739 -0.295475 -0.466989  _ ],[-0.513238 -0.265374 -0.480898  _ ],
15,[-0.677735 -0.364683 -0.484291  _ ],[-0.443764 -0.378623 -0.449307  _ ],[-0.257382 -0.441543 -0.401488  _ ],[-0.197861 -0.358736 -0.350642  _ ],[-0.101306 -0.360272 -0.309992  _ ],[-0.113890 -0.382567 -0.253415  _ ],[-0.486665 -0.401558 -0.164245  _ ],[-0.516670 -0.356670 -0.449472  _ ],[-0.541741 -0.363056 -0.490536  _ ],[-0.561753 -0.513736 -0.494870  _ ],
16,[-0.677619 -0.474709 -0.568878  _ ],[-0.188814 -0.486618 -0.455977  _ ],[-0.276313 -0.475199 -0.456702  _ ],[-0.157304 -0.373272 -0.383504  _ ],[-0.153920 -0.456610 -0.298954  _ ],[-0.151214 -0.434401 -0.303206  _ ],[-0.503906 -0.397808 -0.235696  _ ],[-0.489366 -0.453721 -0.260519  _ ],[-0.544549 -0.461969 -0.572377  _ ],[-0.595998 -0.494932 -0.593825  _ ],
17,[-0.440638 -0.561731 -0.541406  _ ],[-0.114914 -0.528000 -0.332179  _ ],[-0.107229 -0.528390 -0.395439  _ ],[-0.081603 -0.486646 -0.344720  _ ],[-0.002274 -0.501218 -0.415518  _ ],[-0.076111 -0.524807 -0.410993  _ ],[-0.095964 -0.470866 -0.295716  _ ],[-0.455306 -0.570528 -0.289366  _ ],[-0.367560 -0.543281 -0.514209  _ ],[-0.369081 -0.564108 -0.600085  _ ],
18,[-0.180896 -0.602342 -0.426482  _ ],[0.118364 -0.652540 -0.534325  _ ],[0.095466 -0.658371 -0.527864  _ ],[0.195359 -0.604995 -0.451107  _ ],[0.240343 -0.612692 -0.480109  _ ],[0.372839 -0.645332 -0.391731  _ ],[0.365367 -0.549875 -0.353521  _ ],[0.122666 -0.629629 -0.299892  _ ],[-0.210304 -0.558864 -0.477644  _ ],[-0.178345 -0.646240 -0.501649  _ ],
19,[0.370637 -0.725300 -0.593431  _ ],[0.470374 -0.736247 -0.625583  _ ],[0.458472 -0.653776 -0.658049  _ ],[0.402161 -0.705180 -0.576313  _ ],[0.412604 -0.740828 -0.599442  _ ],[0.500707 -0.751570 -0.551714  _ ],[0.633356 -0.639542 -0.503808  _ ],[0.560813 -0.716856 -0.517238  _ ],[0.302193 -0.611899 -0.534320  _ ],[0.002979 -0.773475 -0.607129  _ ],
20,[0.677527 -0.899304 -0.796881  _ ],[0.595096 -0.841306 -0.756109  _ ],[0.615861 -0.863401 -0.710707  _ ],[0.636760 -0.818422 -0.784317  _ ],[0.701848 -0.819163 -0.777045  _ ],[0.713883 -0.874909 -0.828068  _ ],[0.745876 -0.829241 -0.780721  _ ],[0.823181 -0.822401 -0.737452  _ ],[0.763395 -0.816565 -0.772300  _ ],[0.577075 -0.844216 -0.800273  _ ],
21,[0.923711 -0.999932 0.000000  _ ],[0.884218 -0.999989 0.000000  _ ],[0.874855 -0.999931 0.000000  _ ],[0.864944 -0.999927 0.000000  _ ],[0.893945 -0.999867 0.000000  _ ],[0.893072 -0.999876 0.000000  _ ],[0.937712 -0.999987 0.000000  _ ],[0.934819 -0.999996 0.000000  _ ],[0.946073 -0.999999 0.000000  _ ],[0.975663 -1.000000 0.000000  _ ],
A-2,[-0.658570 0.198080 -0.522689  _ ],[-0.270551 0.213718 -0.061983  _ ],[-0.236314 0.218079 -0.099636  _ ],[-0.182637 0.226670 0.123682  _ ],[-0.173987 0.231105 0.196993  _ ],[-0.195186 0.252516 0.188528  _ ],[-0.508462 0.271806 -0.159062  _ ],[-0.527671 0.244481 -0.339977  _ ],[-0.495488 0.231182 -0.326984  _ ],[-0.497282 0.191789 -0.304424  _ ],
A-3,[-0.623088 0.198744 -0.626571  _ ],[-0.273849 0.206415 -0.082776  _ ],[-0.286209 0.190501 -0.150784  _ ],[-0.243622 0.219616 -0.009051  _ ],[-0.165206 0.190589 0.147201  _ ],[-0.056130 0.201949 0.121462  _ ],[-0.415436 0.265147 -0.078151  _ ],[-0.559210 0.245220 -0.290595  _ ],[-0.544269 0.213426 -0.381362  _ ],[-0.546856 0.162601 -0.595659  _ ],
A-4,[-0.620282 0.187486 -0.539769  _ ],[-0.273677 0.174274 -0.045257  _ ],[-0.314050 0.184324 -0.161287  _ ],[-0.165659 0.195720 0.165702  _ ],[-0.184953 0.211914 0.142573  _ ],[-0.174720 0.242754 0.186298  _ ],[-0.491517 0.236133 -0.089976  _ ],[-0.489339 0.219464 -0.281305  _ ],[-0.539595 0.197246 -0.482990  _ ],[-0.576441 0.169330 -0.672060  _ ],
A-5,[-0.598328 0.172071 -0.439617  _ ],[-0.313047 0.179863 -0.085338  _ ],[-0.222016 0.174363 0.094248  _ ],[-0.174068 0.183424 -0.022299  _ ],[-0.167353 0.202350 0.043347  _ ],[-0.184912 0.207815 0.182461  _ ],[-0.503247 0.252764 -0.135623  _ ],[-0.482093 0.215857 -0.313905  _ ],[-0.550070 0.168223 -0.430723  _ ],[-0.541291 0.131063 -0.554925  _ ],
A-6,[-0.449260 0.160497 -0.572747  _ ],[-0.128383 0.170442 -0.082433  _ ],[-0.137127 0.159698 0.004542  _ ],[-0.070675 0.160755 0.018747  _ ],[-0.046479 0.171358 0.135640  _ ],[-0.063581 0.179599 0.107679  _ ],[-0.138007 0.222580 0.032600  _ ],[-0.416445 0.207053 -0.392784  _ ],[-0.463314 0.169453 -0.411832  _ ],[-0.501711 0.173218 -0.423080  _ ],
A-7,[-0.117391 0.159556 -0.325948  _ ],[0.123406 0.166879 0.073035  _ ],[0.154170 0.198562 0.165514  _ ],[0.141719 0.208351 0.167491  _ ],[0.187018 0.237939 0.170260  _ ],[0.259413 0.223890 0.202654  _ ],[0.343826 0.274372 0.202177  _ ],[0.128493 0.211091 0.010247  _ ],[-0.175158 0.158344 -0.263502  _ ],[-0.176409 0.115326 -0.495288  _ ],
A-8,[0.270130 0.176952 -0.159699  _ ],[0.378104 0.231953 0.187423  _ ],[0.371074 0.256065 0.241843  _ ],[0.409243 0.268604 0.266434  _ ],[0.503515 0.255079 0.316141  _ ],[0.495072 0.335393 0.334592  _ ],[0.634398 0.344234 0.283762  _ ],[0.542641 0.317957 0.250904  _ ],[0.340771 0.185087 -0.067406  _ ],[0.043419 0.126920 -0.081221  _ ],
A-9,[0.689391 0.273459 -0.029597  _ ],[0.625448 0.313917 0.440986  _ ],[0.644493 0.319334 0.369127  _ ],[0.678437 0.302744 0.359716  _ ],[0.725460 0.310477 0.586066  _ ],[0.674734 0.335896 0.609215  _ ],[0.786446 0.358204 0.472098  _ ],[0.775687 0.381128 0.285760  _ ],[0.729949 0.311259 0.338996  _ ],[0.610886 0.250076 0.118975  _ ],
A-10,[0.916404 0.299509 -0.015415  _ ],[0.873121 0.346280 0.617389  _ ],[0.871563 0.321458 0.558918  _ ],[0.883612 0.406987 0.437920  _ ],[0.879873 0.368039 0.555453  _ ],[0.918531 0.370077 0.707840  _ ],[0.929844 0.353484 0.337764  _ ],[0.920386 0.368194 0.543650  _ ],[0.939692 0.348183 0.226094  _ ],[0.964163 0.330953 0.194736  _ ],
A-A,[-0.408108 0.086571 -0.359210 0.430499],[-0.224980 0.149150 0.179639 0.469951],[-0.228286 0.163656 0.073103 0.435256],[-0.259995 0.178672 -0.060266 0.450887],[-0.129800 0.170019 0.082749 0.505568],[-0.017653 0.196541 0.085264 0.502705],[-0.361660 0.210299 -0.149376 0.510962],[-0.379545 0.199448 -0.243068 0.463926],[-0.476940 0.152791 -0.394473 0.438447],[-0.514170 0.206420 -0.441410 0.427890],
