,A,2,3,4,5,6,7,8,9,10,
5,[-0.055144 0.023459 -0.084251  _ ],[-0.048271 0.056075 -0.119586  _ ],[-0.032698 0.064098 -0.055649  _ ],[-0.029081 0.071946 -0.071947  _ ],[-0.036513 0.082354 -0.042026  _ ],[-0.005688 0.096771 -0.023765  _ ],[-0.041108 0.073629 -0.115607  _ ],[-0.094837 0.051905 -0.135893  _ ],[-0.070349 0.038207 -0.126914  _ ],[-0.233156 0.068221 -0.434638  _ ],
6,[-0.077441 0.022076 -0.129756  _ ],[-0.032946 0.047808 -0.083715  _ ],[-0.030146 0.061901 -0.062685  _ ],[-0.020378 0.057515 -0.044429  _ ],[-0.040514 0.087600 -0.031179  _ ],[-0.008929 0.085363 -0.047843  _ ],[-0.061105 0.067926 -0.108132  _ ],[-0.092130 0.046594 -0.105048  _ ],[-0.075081 0.032803 -0.147534  _ ],[-0.182593 0.067855 -0.465412  _ ],
7,[-0.135441 0.027855 -0.203205  _ ],[-0.081718 0.065587 -0.109797  _ ],[-0.065498 0.076040 -0.076653  _ ],[-0.057993 0.080460 -0.097698  _ ],[-0.017258 0.105307 -0.013943  _ ],[-0.040623 0.125950 -0.033279  _ ],[-0.129261 0.097798 -0.137746  _ ],[-0.131249 0.063395 -0.282643  _ ],[-0.161380 0.044442 -0.270150  _ ],[-0.413733 0.058483 -0.717005  _ ],
8,[-0.126460 0.036043 -0.193948  _ ],[-0.083000 0.106072 -0.120647  _ ],[-0.046798 0.113734 -0.005294  _ ],[-0.074255 0.134586 0.006910  _ ],[-0.064668 0.145801 -0.004943  _ ],[-0.038959 0.178642 0.021009  _ ],[-0.136762 0.204367 -0.095665  _ ],[-0.135785 0.102610 -0.164933  _ ],[-0.147233 0.044215 -0.190350  _ ],[-0.365829 0.048766 -0.583937  _ ],
9,[-0.196973 0.129536 -0.060412  _ ],[-0.131643 0.188907 -0.012179  _ ],[-0.073330 0.030447 0.197799  _ ],[-0.059886 0.030504 0.169942  _ ],[-0.049493 0.025874 0.307139  _ ],[-0.041666 0.034965 0.332839  _ ],[-0.174265 0.301026 0.015985  _ ],[-0.175405 0.272743 0.028806  _ ],[-0.211051 0.162593 -0.086464  _ ],[-0.466154 0.091220 -0.364785  _ ],
10,[-0.198692 0.254461 -0.004857  _ ],[-0.094523 0.021082 0.363009  _ ],[-0.103293 0.027895 0.476932  _ ],[-0.091078 0.022108 0.460255  _ ],[-0.030577 0.024397 0.591205  _ ],[-0.038206 0.024161 0.530870  _ ],[-0.166486 0.029858 0.455531  _ ],[-0.205079 0.030879 0.208651  _ ],[-0.225875 0.029247 0.179394  _ ],[-0.456478 0.236673 0.028965  _ ],
11,[-0.036985 0.211920 -0.008238  _ ],[-0.018798 0.007884 0.369630  _ ],[-0.015235 0.005522 0.438303  _ ],[-0.015653 0.007028 0.398796  _ ],[-0.006683 0.008829 0.515639  _ ],[-0.006595 0.006892 0.511154  _ ],[-0.035281 0.009896 0.397820  _ ],[-0.041266 0.014016 0.278949  _ ],[-0.033362 0.268889 0.020883  _ ],[-0.143465 0.356867 0.064234  _ ],
12,[-0.370463 -0.181154 -0.303695  _ ],[-0.247816 -0.148864 -0.243069  _ ],[-0.217160 -0.219435 -0.183473  _ ],[-0.174174 -0.181090 -0.148290  _ ],[-0.156563 -0.176740 -0.075887  _ ],[-0.109557 -0.177134 -0.006560  _ ],[-0.332770 -0.102500 -0.204257  _ ],[-0.379657 -0.136882 -0.266628  _ ],[-0.394281 -0.148433 -0.345657  _ ],[-0.562494 -0.202947 -0.500880  _ ],
13,[-0.401502 -0.248931 -0.319019  _ ],[-0.298823 -0.275507 -0.301305  _ ],[-0.269459 -0.269987 -0.163243  _ ],[-0.226894 -0.248718 -0.164141  _ ],[-0.186508 -0.216566 -0.129264  _ ],[-0.159147 -0.232390 -0.089142  _ ],[-0.330445 -0.196144 -0.262253  _ ],[-0.400972 -0.213491 -0.300678  _ ],[-0.375956 -0.252548 -0.305900  _ ],[-0.525896 -0.265758 -0.460423  _ ],
14,[-0.371504 -0.306398 -0.375367  _ ],[-0.336069 -0.329043 -0.340213  _ ],[-0.268918 -0.295286 -0.296290  _ ],[-0.238715 -0.265742 -0.261157  _ ],[-0.106904 -0.275852 -0.221447  _ ],[-0.207415 -0.282041 -0.105515  _ ],[-0.311271 -0.284255 -0.205900  _ ],[-0.371382 -0.285133 -0.332486  _ ],[-0.398575 -0.310449 -0.376797  _ ],[-0.560817 -0.339403 -0.506088  _ ],
15,[-0.436743 -0.391359 -0.434500  _ ],[-0.296845 -0.331186 -0.317337  _ ],[-0.290201 -0.321116 -0.313211  _ ],[-0.211655 -0.335170 -0.245435  _ ],[-0.165077 -0.326406 -0.216992  _ ],[-0.170542 -0.341236 -0.207382  _ ],[-0.313983 -0.326890 -0.168300  _ ],[-0.368158 -0.359680 -0.365932  _ ],[-0.428300 -0.378869 -0.427763  _ ],[-0.533828 -0.425342 -0.480817  _ ],
16,[-0.472066 -0.468848 -0.474377  _ ],[-0.275412 -0.351001 -0.322791  _ ],[-0.256099 -0.383661 -0.287416  _ ],[-0.181710 -0.313280 -0.252420  _ ],[-0.174572 -0.345635 -0.220931  _ ],[-0.142731 -0.334157 -0.208714  _ ],[-0.322000 -0.385693 -0.193010  _ ],[-0.353315 -0.351280 -0.265524  _ ],[-0.475467 -0.476938 -0.383255  _ ],[-0.533800 -0.484698 -0.532514  _ ],
17,[-0.468821 -0.468044 -0.470784  _ ],[-0.157244 -0.423546 -0.237567  _ ],[-0.120717 -0.418038 -0.264848  _ ],[-0.071989 -0.415399 -0.256794  _ ],[-0.064512 -0.419619 -0.226542  _ ],[0.013194 -0.418518 -0.209131  _ ],[-0.104262 -0.402939 -0.180414  _ ],[-0.357853 -0.442013 -0.333804  _ ],[-0.384149 -0.443412 -0.439206  _ ],[-0.406572 -0.582336 -0.487922  _ ],
18,[-0.065072 -0.353658 -0.216642  _ ],[0.125373 -0.435974 -0.260166  _ ],[0.143818 -0.438900 -0.330731  _ ],[0.147607 -0.421132 -0.287336  _ ],[0.189198 -0.415696 -0.273913  _ ],[0.270745 -0.422464 -0.210714  _ ],[0.409791 -0.422430 -0.231938  _ ],[0.100536 -0.401997 -0.192706  _ ],[-0.187569 -0.443524 -0.267707  _ ],[-0.151948 -0.674742 -0.500251  _ ],
19,[0.278292 -0.413479 -0.295490  _ ],[0.393104 -0.485791 -0.383341  _ ],[0.375521 -0.461765 -0.326902  _ ],[0.396549 -0.486171 -0.352414  _ ],[0.429678 -0.467534 -0.357868  _ ],[0.477964 -0.423152 -0.331348  _ ],[0.637244 -0.454648 -0.356771  _ ],[0.593681 -0.525203 -0.372355  _ ],[0.284302 -0.485120 -0.336232  _ ],[0.044492 -0.745329 -0.592332  _ ],
20,[0.650900 -0.192416 -0.181291  _ ],[0.579067 -0.202623 -0.151751  _ ],[0.309357 -0.181467 -0.178298  _ ],[0.229593 -0.196957 -0.167699  _ ],[0.230111 -0.183508 -0.142364  _ ],[0.230656 -0.180443 -0.156995  _ ],[0.655602 -0.176346 -0.163856  _ ],[0.757222 -0.227061 -0.161140  _ ],[0.738003 -0.244897 -0.223711  _ ],[0.545589 -0.664009 -0.576312  _ ],
21,[0.899236 -0.261513 0.000000  _ ],[0.768054 -0.288351 0.000000  _ ],[0.421678 -0.254087 0.000000  _ ],[0.335496 -0.260034 0.000000  _ ],[0.341953 -0.278313 0.000000  _ ],[0.339004 -0.239011 0.000000  _ ],[0.819061 -0.289773 0.000000  _ ],[0.882878 -0.293317 0.000000  _ ],[0.930946 -0.360599 0.000000  _ ],[0.965042 -0.841646 0.000000  _ ],
A-2,[-0.074577 0.068944 -0.053660  _ ],[-0.039821 0.100551 -0.031261  _ ],[-0.041907 0.100813 -0.015124  _ ],[-0.030494 0.098763 -0.000347  _ ],[-0.024378 0.004930 0.082213  _ ],[-0.018669 0.004931 0.144402  _ ],[-0.063432 0.137402 -0.024390  _ ],[-0.053910 0.124949 -0.033069  _ ],[-0.083418 0.113998 -0.038390  _ ],[-0.223405 0.180946 -0.210376  _ ],
A-3,[-0.079525 0.064561 -0.093080  _ ],[-0.059315 0.107036 -0.008530  _ ],[-0.031361 0.092477 -0.007882  _ ],[-0.029685 0.092006 0.006875  _ ],[-0.016694 0.111144 0.002017  _ ],[-0.023285 0.004583 0.179646  _ ],[-0.084619 0.140720 -0.009134  _ ],[-0.080543 0.129681 -0.032030  _ ],[-0.073042 0.105804 -0.053352  _ ],[-0.254738 0.158200 -0.261728  _ ],
A-4,[-0.069442 0.057587 -0.038229  _ ],[-0.036220 0.084962 -0.023352  _ ],[-0.035248 0.089472 -0.014870  _ ],[-0.028290 0.086415 0.010843  _ ],[-0.020172 0.004207 0.131962  _ ],[-0.020264 0.004559 0.170229  _ ],[-0.064844 0.140635 0.001465  _ ],[-0.067308 0.116093 -0.069214  _ ],[-0.095168 0.107924 -0.083393  _ ],[-0.256594 0.154373 -0.252050  _ ],
A-5,[-0.067894 0.060557 -0.062584  _ ],[-0.025407 0.104894 -0.019631  _ ],[-0.044069 0.094669 -0.013401  _ ],[-0.010476 0.094714 -0.034288  _ ],[-0.005948 0.099126 0.003022  _ ],[-0.007131 0.005355 0.109875  _ ],[-0.081252 0.138177 -0.028520  _ ],[-0.095447 0.119188 -0.054420  _ ],[-0.087475 0.104978 -0.064271  _ ],[-0.290903 0.148845 -0.244766  _ ],
A-6,[-0.061613 0.067930 -0.051860  _ ],[-0.031444 0.092934 -0.018219  _ ],[-0.020241 0.098830 0.006189  _ ],[-0.006767 0.089108 -0.000785  _ ],[0.005421 0.004306 0.208810  _ ],[-0.014998 0.006459 0.182616  _ ],[-0.003602 0.132856 -0.009423  _ ],[-0.059462 0.117666 -0.051290  _ ],[-0.078075 0.098896 -0.053949  _ ],[-0.221751 0.141734 -0.219493  _ ],
A-7,[-0.023565 0.069534 -0.063127  _ ],[0.112608 0.004984 0.015526  _ ],[0.143224 0.007469 0.010675  _ ],[0.039508 0.007830 0.138268  _ ],[0.040736 0.007633 0.303489  _ ],[0.050028 0.009984 0.423448  _ ],[0.340950 0.015316 0.030007  _ ],[0.079327 0.006458 -0.004449  _ ],[-0.024536 0.094751 -0.040215  _ ],[-0.127089 0.123529 -0.203839  _ ],
