,A,2,3,4,5,6,7,8,9,10,
5,1215,1600,1647,1747,1752,1800,1629,1617,1762,6499,
6,1258,1502,1753,1549,1638,1641,1603,1599,1743,6360,
7,2295,3290,3431,3306,3386,3311,3423,3197,3504,12780,
8,2448,3416,3564,3691,3033,3518,3527,3516,3564,13073,
9,3836,1159,5581,5468,5402,5420,5432,5251,5451,20527,
10,3908,5725,5868,5667,5800,5858,5660,5579,5976,21459,
11,1218,1379,1448,1274,1409,1336,1310,1518,1752,6451,
12,9529,10116,9727,10684,12415,12359,11753,12810,13822,52213,
13,10327,4972,12141,10726,8238,2601,4494,13795,14620,57705,
14,9529,9199,10366,7960,9991,5561,11550,7163,12643,54705,
15,8528,6333,10527,6627,10447,9860,12833,14087,11763,57614,
16,9148,9882,9242,7613,9405,7338,11127,12626,11549,26118,
17,5209,11527,10587,10096,10082,9780,11090,12509,7556,59020,
18,9161,9282,8787,8099,7905,7957,9355,10413,12809,52115,
19,8914,8176,7844,6518,6975,6741,7804,10292,12050,51521,
20,4166,1507,1321,444,436,471,1609,2809,4308,25002,
21,3535,1427,1202,530,524,510,1581,3215,4643,18888,
A-2,1079,1613,406,1677,1765,1677,1720,1598,1650,6416,
A-3,1218,1686,1630,1497,1821,1771,1885,1785,1841,6952,
A-4,1280,1794,1816,1494,1820,1754,1913,1893,1952,7339,
A-5,1355,2011,1918,956,1889,1901,2131,2107,2114,8071,
A-6,1474,2199,2229,1887,2099,1892,2231,2386,2338,8839,
A-7,1692,2648,2353,2238,2215,2092,2578,2612,2642,9908,
A-8,1851,2690,2405,2289,2265,2123,2740,2651,2812,8498,
A-9,1921,2402,2133,1959,2075,1842,2452,2693,2894,11825,
A-10,1138,1054,794,423,840,631,1244,1204,1450,7362,
A-A,900,881,948,666,1680,1443,1700,1616,1561,6413,
2-2,1074,1495,1703,1574,1758,1657,1784,693,1539,6137,
3-3,1060,1713,1399,1615,1665,1715,1745,1768,1655,6143,
4-4,1118,681,1655,595,226,733,684,643,1650,6125,
5-5,473,713,708,690,607,717,715,707,709,2585,
6-6,1090,1717,1814,1597,1619,1521,1680,1645,1592,5985,
7-7,1213,1574,1628,1845,1783,1429,1359,1638,1692,6206,
8-8,1134,1691,1686,1585,1660,1696,1677,1501,1698,6311,
9-9,1130,1560,1547,703,1660,689,657,686,1465,6360,
10-10,8420,12087,11901,11716,11898,11886,11900,12049,11879,42649,
