,A,2,3,4,5,6,7,8,9,10,
5,[-0.050991 0.025457 -0.101292  _ ],[-0.044308 0.069121 -0.077700  _ ],[-0.027644 0.068063 -0.041572  _ ],[-0.023204 0.081122 -0.061876  _ ],[-0.031373 0.086700 -0.084169  _ ],[-0.032025 0.098364 -0.013669  _ ],[-0.053261 0.065558 -0.086221  _ ],[-0.067243 0.053592 -0.103333  _ ],[-0.042526 0.037427 -0.133073  _ ],[-0.188620 0.070163 -0.388032  _ ],
6,[-0.037643 0.021990 -0.117832  _ ],[-0.033062 0.061160 -0.076907  _ ],[-0.035716 0.063907 -0.060126  _ ],[-0.026716 0.080264 -0.038178  _ ],[-0.014264 0.091908 -0.071303  _ ],[-0.014581 0.075770 -0.043401  _ ],[-0.060976 0.060196 -0.107439  _ ],[-0.051502 0.053442 -0.154596  _ ],[-0.070731 0.034860 -0.103818  _ ],[-0.221993 0.067280 -0.370730  _ ],
7,[-0.092985 0.035379 -0.166193  _ ],[-0.063265 0.075382 -0.110378  _ ],[-0.055824 0.069116 -0.070022  _ ],[-0.051564 0.097019 -0.014331  _ ],[-0.017701 0.098352 -0.038230  _ ],[-0.024939 0.128816 -0.012350  _ ],[-0.099079 0.095802 -0.100013  _ ],[-0.090435 0.066077 -0.158419  _ ],[-0.101588 0.038004 -0.177405  _ ],[-0.345730 0.055324 -0.601573  _ ],
8,[-0.102416 0.032925 -0.121437  _ ],[-0.066001 0.112895 -0.073793  _ ],[-0.079583 0.131020 -0.045750  _ ],[-0.069940 0.152683 0.008883  _ ],[-0.046828 0.164272 0.010543  _ ],[-0.030570 0.017601 0.098570  _ ],[-0.102297 0.207906 -0.072876  _ ],[-0.119625 0.110525 -0.112092  _ ],[-0.129082 0.043512 -0.119100  _ ],[-0.320456 0.046968 -0.455096  _ ],
9,[-0.169569 0.131028 -0.100380  _ ],[-0.097199 0.202703 -0.004330  _ ],[-0.080004 0.022092 0.114973  _ ],[-0.058115 0.023094 0.235020  _ ],[-0.073144 0.026814 0.326991  _ ],[-0.026867 0.033408 0.373337  _ ],[-0.154896 0.236716 0.038300  _ ],[-0.169599 0.268854 0.017325  _ ],[-0.164681 0.160281 -0.125300  _ ],[-0.403060 0.097271 -0.321110  _ ],
10,[-0.169987 0.248600 0.013530  _ ],[-0.111961 0.018201 0.340759  _ ],[-0.084580 0.021345 0.392757  _ ],[-0.058210 0.019745 0.457539  _ ],[-0.048182 0.021550 0.553994  _ ],[-0.021562 0.017673 0.611068  _ ],[-0.159928 0.022677 0.428322  _ ],[-0.160609 0.025404 0.347668  _ ],[-0.172420 0.024421 0.128858  _ ],[-0.422308 0.248613 0.019960  _ ],
11,[-0.036021 0.193436 -0.006036  _ ],[-0.036862 0.006624 0.419281  _ ],[-0.000023 0.005933 0.416322  _ ],[-0.034515 0.005880 0.469651  _ ],[-0.008780 0.004811 0.532913  _ ],[0.006637 0.003482 0.357589  _ ],[-0.023791 0.005864 0.442441  _ ],[-0.022438 0.296766 -0.003878  _ ],[-0.026429 0.007631 0.250559  _ ],[-0.135342 0.337971 0.024710  _ ],
12,[-0.331313 -0.165791 -0.258622  _ ],[-0.240403 -0.178227 -0.238818  _ ],[-0.234048 -0.166659 -0.229538  _ ],[-0.170943 -0.173588 -0.141470  _ ],[-0.158450 -0.170079 -0.098871  _ ],[-0.100162 -0.160474 -0.021558  _ ],[-0.276704 -0.123585 -0.184866  _ ],[-0.339682 -0.126105 -0.217884  _ ],[-0.323009 -0.149920 -0.276252  _ ],[-0.490898 -0.191942 -0.467606  _ ],
13,[-0.341759 -0.246554 -0.288341  _ ],[-0.292176 -0.258254 -0.293760  _ ],[-0.244479 -0.243919 -0.205332  _ ],[-0.219062 -0.244100 -0.246346  _ ],[-0.142316 -0.214188 -0.181861  _ ],[-0.173856 -0.210151 -0.072563  _ ],[-0.307507 -0.204228 -0.248093  _ ],[-0.344781 -0.162106 -0.290386  _ ],[-0.347447 -0.241469 -0.328329  _ ],[-0.539225 -0.276122 -0.454640  _ ],
14,[-0.366693 -0.313005 -0.366400  _ ],[-0.343746 -0.343393 -0.272441  _ ],[-0.274679 -0.283313 -0.283366  _ ],[-0.272411 -0.272303 -0.278062  _ ],[-0.178474 -0.252875 -0.219192  _ ],[-0.156817 -0.230215 -0.198490  _ ],[-0.320111 -0.319134 -0.219599  _ ],[-0.336551 -0.268653 -0.336740  _ ],[-0.367284 -0.324006 -0.368952  _ ],[-0.543196 -0.342921 -0.444190  _ ],
