,A,2,3,4,5,6,7,8,9,10,
5,[85 1251 87 0],[137 1762 117 0],[119 1770 128 0],[122 1844 117 0],[127 1798 125 0],[132 1909 142 0],[106 1708 118 0],[130 1735 131 0],[97 1815 131 0],[443 6732 479 0],
6,[71 1246 99 0],[111 1607 112 0],[112 1759 129 0],[98 1661 101 0],[138 1748 132 0],[135 1669 123 0],[123 1640 136 0],[135 1706 134 0],[144 1792 101 0],[465 6696 472 0],
7,[155 2478 187 0],[241 3515 246 0],[270 3595 305 0],[251 3411 229 0],[249 3425 288 0],[242 3431 340 0],[246 3587 238 0],[228 3508 224 0],[243 3638 277 0],[920 13569 918 0],
8,[173 2519 164 0],[258 3669 260 0],[239 3741 296 0],[271 3949 283 0],[244 3649 263 0],[248 290 3690 0],[279 3686 258 0],[259 3701 267 0],[258 3788 256 0],[956 13941 959 0],
9,[270 3987 284 0],[369 5615 412 0],[374 393 5924 0],[376 431 5740 0],[397 399 5827 0],[372 395 5771 0],[391 2062 3820 0],[465 5699 614 0],[395 5873 426 0],[1439 21927 1458 0],
10,[264 4041 482 0],[413 391 5961 0],[387 420 6223 0],[414 423 6177 0],[432 408 6173 0],[402 378 5814 0],[398 386 5947 0],[386 385 5865 0],[410 418 6261 0],[1498 22328 2104 0],
11,[51 1231 68 0],[78 78 1871 0],[52 74 1478 0],[80 88 1553 0],[57 57 1347 0],[51 58 1063 0],[71 55 1444 0],[63 1756 75 0],[47 70 1906 0],[300 7009 338 0],
12,[660 10214 706 0],[1128 8342 6439 0],[1544 9312 4957 0],[1917 1016 12381 0],[1870 1018 12466 0],[1146 935 12648 0],[947 11534 2854 0],[1012 13813 1006 0],[928 14086 1017 0],[3633 55023 3737 0],
13,[758 11185 897 0],[1732 10348 5333 0],[3014 1048 12179 0],[6709 2041 6973 0],[6318 958 8338 0],[5680 972 7832 0],[1013 3030 12883 0],[1032 14286 2092 0],[1067 14959 1707 0],[3890 60549 3845 0],
14,[864 9848 1341 0],[3229 2921 9311 0],[6418 1414 6984 0],[4069 1032 8411 0],[8746 863 3412 0],[4468 810 7066 0],[1161 3530 10285 0],[1136 11946 3399 0],[1245 13855 1719 0],[3570 57436 3809 0],
15,[1066 8854 2890 0],[5749 967 9392 0],[9497 1063 4269 0],[11566 947 1615 0],[10709 810 1983 0],[10102 907 2155 0],[914 1050 13363 0],[1231 4674 11509 0],[1711 13019 3027 0],[3642 61117 4315 0],
16,[1522 1923 8631 0],[10783 969 2780 0],[10242 833 2064 0],[9839 793 1808 0],[10459 841 1122 0],[8433 714 1279 0],[905 724 11695 0],[1063 1060 13922 0],[1808 2817 12496 0],[3822 51514 11268 0],
17,[2995 1703 7714 0],[12972 924 803 0],[11607 769 852 0],[10353 828 818 0],[10361 789 813 0],[9980 767 776 0],[11657 792 819 0],[4471 927 11021 0],[11136 1541 4780 0],[59814 3524 8193 0],
18,[9954 560 581 0],[10464 673 725 0],[9234 703 709 0],[8630 791 721 0],[8556 624 693 0],[7431 675 651 0],[9907 712 723 0],[11726 727 710 0],[13502 790 836 0],[56722 2962 2968 0],
19,[9671 575 557 0],[10475 730 770 0],[7528 679 692 0],[7614 654 685 0],[6884 603 675 0],[6810 647 644 0],[8367 634 674 0],[12245 741 767 0],[12609 751 764 0],[54464 3008 2974 0],
20,[4673 221 175 0],[1989 207 160 0],[1104 187 161 0],[480 177 167 0],[355 162 165 0],[340 164 179 0],[1488 182 198 0],[3769 230 219 0],[4410 242 267 0],[28875 1152 1106 0],
21,[3628 234 0 0],[1888 244 0 0],[1137 250 0 0],[538 229 0 0],[403 237 0 0],[405 227 0 0],[1640 260 0 0],[4005 335 0 0],[4570 349 0 0],[23960 1465 0 0],
