,A,2,3,4,5,6,7,8,9,10,
5,[-0.699839 0.087092 -1.312983  _ ],[-0.266560 0.100656 -0.403839  _ ],[-0.255617 0.103083 -0.450470  _ ],[-0.127698 0.095094 -0.601677  _ ],[-0.173715 0.147083 -0.273588  _ ],[-0.155191 0.181468 -0.323070  _ ],[-0.452193 0.137477 -1.063450  _ ],[-0.586629 0.124317 -1.053997  _ ],[-0.519224 0.095338 -1.227026  _ ],[-0.500967 0.062170 -1.070134  _ ],
6,[-0.673750 0.079892 -1.457814  _ ],[-0.309586 0.090596 -0.606047  _ ],[-0.218756 0.094787 -0.422344  _ ],[-0.193628 0.104292 -0.205360  _ ],[-0.077174 0.123241 -0.350597  _ ],[-0.192860 0.141894 -0.331722  _ ],[-0.502530 0.113513 -0.853904  _ ],[-0.533929 0.104755 -1.032460  _ ],[-0.565411 0.078972 -1.043104  _ ],[-0.574849 0.058332 -1.093395  _ ],
7,[-0.673119 0.063972 -1.210919  _ ],[-0.328950 0.076911 -0.468922  _ ],[-0.297334 0.083607 -0.296067  _ ],[-0.216328 0.086023 -0.251511  _ ],[-0.028963 0.124464 -0.335513  _ ],[-0.261223 0.157301 -0.053235  _ ],[-0.502698 0.129618 -0.728544  _ ],[-0.474067 0.095421 -0.819493  _ ],[-0.491328 0.071613 -1.040371  _ ],[-0.597601 0.059588 -0.829838  _ ],
8,[-0.637454 0.074456 -0.961606  _ ],[-0.295248 0.134226 -0.329194  _ ],[-0.211667 0.118316 -0.028465  _ ],[-0.191781 0.143393 0.000123  _ ],[-0.166415 0.169990 0.079020  _ ],[-0.238868 0.217715 0.184198  _ ],[-0.486331 0.238370 -0.068888  _ ],[-0.527982 0.125347 -0.479330  _ ],[-0.579428 0.065415 -0.852251  _ ],[-0.468286 0.060246 -0.656501  _ ],
9,[-0.650310 0.162730 -0.513789  _ ],[-0.232815 0.197344 0.039621  _ ],[-0.261100 0.229366 0.143118  _ ],[-0.194516 0.193141 0.064738  _ ],[-0.141973 0.234152 0.019723  _ ],[-0.142890 0.272031 0.226555  _ ],[-0.409167 0.327388 0.119204  _ ],[-0.463782 0.287605 0.088808  _ ],[-0.579306 0.204999 -0.325206  _ ],[-0.524801 0.075577 -0.373839  _ ],
10,[-0.627390 0.278635 0.131904  _ ],[-0.379144 0.287303 0.157149  _ ],[-0.275562 0.320332 0.221634  _ ],[-0.265534 0.309842 0.261083  _ ],[-0.068850 0.301691 0.606422  _ ],[-0.234586 0.347859 0.541794  _ ],[-0.495559 0.414007 0.348255  _ ],[-0.456123 0.379486 0.225917  _ ],[-0.545069 0.334441 0.103121  _ ],[-0.487209 0.260350 -0.056390  _ ],
11,[-0.626655 0.347276 0.109438  _ ],[-0.215112 0.366482 0.294574  _ ],[-0.230175 0.371148 0.310930  _ ],[-0.233719 0.365145 0.335703  _ ],[-0.204244 0.347594 0.620543  _ ],[-0.033175 0.397213 0.799114  _ ],[-0.498942 0.435431 0.310159  _ ],[-0.501145 0.374999 0.234616  _ ],[-0.565149 0.349327 0.051121  _ ],[-0.589064 0.333435 0.262517  _ ],
12,[-0.695361 -0.120492 -0.536408  _ ],[-0.279127 -0.126345 -0.347260  _ ],[-0.249712 -0.167678 -0.269070  _ ],[-0.298767 -0.159715 -0.235436  _ ],[-0.231957 -0.141967 -0.257134  _ ],[-0.235408 -0.118566 -0.225797  _ ],[-0.422723 -0.098782 -0.222273  _ ],[-0.551833 -0.080644 -0.363620  _ ],[-0.567282 -0.115001 -0.390653  _ ],[-0.561732 -0.192064 -0.530220  _ ],
13,[-0.669388 -0.190644 -0.595660  _ ],[-0.351096 -0.331124 -0.144947  _ ],[-0.332308 -0.222074 -0.337732  _ ],[-0.295365 -0.278219 -0.336585  _ ],[-0.311452 -0.232719 -0.324162  _ ],[-0.122722 -0.282852 -0.279147  _ ],[-0.538560 -0.169969 -0.360835  _ ],[-0.546641 -0.207990 -0.366684  _ ],[-0.550466 -0.248964 -0.450744  _ ],[-0.544550 -0.223802 -0.529056  _ ],
14,[-0.667530 -0.289685 -0.514696  _ ],[-0.413143 -0.306925 -0.452993  _ ],[-0.146164 -0.374064 -0.376070  _ ],[-0.211358 -0.330580 -0.298159  _ ],[-0.146338 -0.298221 -0.312714  _ ],[-0.188568 -0.308803 -0.286473  _ ],[-0.525324 -0.172104 -0.404050  _ ],[-0.521029 -0.214433 -0.362303  _ ],[-0.544048 -0.327664 -0.441409  _ ],[-0.462388 -0.354189 -0.500870  _ ],
15,[-0.686834 -0.368880 -0.516951  _ ],[-0.261354 -0.434830 -0.479705  _ ],[-0.254763 -0.398991 -0.427771  _ ],[-0.134800 -0.388690 -0.392040  _ ],[-0.209543 -0.420737 -0.317637  _ ],[-0.112800 -0.345309 -0.338794  _ ],[-0.447480 -0.396483 -0.141292  _ ],[-0.511833 -0.334061 -0.498679  _ ],[-0.538486 -0.382112 -0.519011  _ ],[-0.623935 -0.441834 -0.546396  _ ],
16,[-0.693498 -0.443380 -0.570526  _ ],[-0.271699 -0.456526 -0.484920  _ ],[-0.240424 -0.460245 -0.442293  _ ],[-0.209676 -0.449132 -0.366052  _ ],[-0.160458 -0.437258 -0.306668  _ ],[-0.176419 -0.417254 -0.314519  _ ],[-0.534383 -0.460119 -0.121216  _ ],[-0.492431 -0.520671 -0.523396  _ ],[-0.601974 -0.462437 -0.571288  _ ],[-0.613844 -0.493298 -0.611266  _ ],
