,A,2,3,4,5,6,7,8,9,10,
5,[115 456 121 0],[164 578 175 0],[163 627 151 0],[175 651 193 0],[177 664 160 0],[123 613 218 0],[177 645 162 0],[138 628 172 0],[148 662 195 0],[632 2450 628 0],
6,[116 458 104 0],[152 625 148 0],[172 608 165 0],[141 657 183 0],[175 626 165 0],[153 669 186 0],[176 614 165 0],[162 597 152 0],[140 636 169 0],[573 2430 614 0],
7,[234 922 196 0],[327 1265 367 0],[289 1276 319 0],[346 1213 324 0],[323 1193 318 0],[360 1203 383 0],[352 1277 323 0],[344 1307 317 0],[350 1277 299 0],[1217 4935 1168 0],
8,[242 1003 226 0],[355 1390 375 0],[316 1297 371 0],[367 1419 377 0],[329 1253 418 0],[324 1258 433 0],[372 1352 363 0],[347 1381 340 0],[300 1303 330 0],[1270 5183 1256 0],
9,[366 1492 366 0],[502 1938 576 0],[496 1799 809 0],[512 1932 705 0],[475 1733 855 0],[524 1932 722 0],[486 1964 541 0],[525 2097 588 0],[495 2159 506 0],[1880 7500 2186 0],
10,[355 1495 419 0],[521 1989 667 0],[537 2133 650 0],[577 1967 745 0],[531 2017 741 0],[561 1886 853 0],[496 1973 697 0],[489 1963 641 0],[491 2158 582 0],[1928 7608 2645 0],
11,[62 418 65 0],[78 359 218 0],[85 480 115 0],[91 320 285 0],[83 349 218 0],[63 440 219 0],[87 509 104 0],[83 513 125 0],[96 499 117 0],[350 2004 379 0],
12,[871 3643 863 0],[1544 4651 1660 0],[1711 4333 1861 0],[1864 3933 1997 0],[1796 4073 1886 0],[2180 3935 1823 0],[1424 4651 1824 0],[1502 5014 1647 0],[1394 4926 1707 0],[5360 18090 6011 0],
13,[946 3776 1067 0],[2191 4200 1954 0],[2039 3959 2237 0],[2164 4077 2081 0],[2426 3952 1941 0],[2652 3434 2333 0],[1479 4810 2205 0],[1510 5013 1965 0],[1422 5341 1800 0],[6167 18521 6592 0],
14,[869 3530 1171 0],[2155 4089 1489 0],[3643 2263 1923 0],[2405 3242 1804 0],[3998 2077 1658 0],[3146 1877 2504 0],[1366 4294 1959 0],[1455 4466 1915 0],[1582 4799 1688 0],[6124 16676 6505 0],
15,[1014 3448 1274 0],[3051 3081 1672 0],[2325 3576 2128 0],[3829 2080 2293 0],[3794 2100 1796 0],[4010 1734 1894 0],[1655 4140 2351 0],[1758 4089 2476 0],[1651 4491 1977 0],[6954 14832 8599 0],
16,[906 3235 1235 0],[2885 2467 2060 0],[3752 1733 1924 0],[3883 1793 1553 0],[3696 1560 1890 0],[3124 1819 1770 0],[1761 2661 3087 0],[1804 3479 2418 0],[2180 3426 2075 0],[6886 13781 7714 0],
17,[2761 1499 1576 0],[4928 1182 1594 0],[4971 1216 1453 0],[4780 1254 1292 0],[4720 1289 1332 0],[4450 1215 1492 0],[4609 1255 1616 0],[3380 2189 2402 0],[3856 2175 2084 0],[14312 7516 7685 0],
18,[3354 725 924 0],[4634 1005 1134 0],[4539 996 1042 0],[4466 987 1048 0],[4328 948 1004 0],[4289 958 966 0],[4793 989 986 0],[4806 997 1045 0],[4596 1219 1398 0],[16951 4057 5067 0],
19,[3631 706 753 0],[4613 989 993 0],[4477 1043 980 0],[4432 961 976 0],[4281 1010 927 0],[4127 1013 985 0],[4620 977 983 0],[4885 1057 1021 0],[4953 992 1007 0],[18159 3848 4035 0],
20,[1721 248 308 0],[1738 349 331 0],[1694 291 318 0],[1686 319 325 0],[1553 319 290 0],[1354 263 306 0],[1978 318 375 0],[2168 370 366 0],[2258 348 349 0],[7926 1361 1325 0],
21,[1413 339 0 0],[1529 429 0 0],[1391 421 0 0],[1236 407 0 0],[1225 422 0 0],[1161 383 0 0],[1721 444 0 0],[1763 494 0 0],[1876 445 0 0],[6956 1690 0 0],
A-2,[88 429 105 0],[154 621 176 0],[168 635 167 0],[180 584 188 0],[160 622 216 0],[145 604 165 0],[146 686 223 0],[188 695 186 0],[168 642 174 0],[573 2453 640 0],
A-3,[124 418 105 0],[171 704 206 0],[171 666 167 0],[147 667 181 0],[152 718 218 0],[178 616 196 0],[157 715 174 0],[171 672 189 0],[168 670 197 0],[607 2515 616 0],
A-4,[110 480 105 0],[176 727 207 0],[178 687 239 0],[171 638 224 0],[176 703 240 0],[156 699 212 0],[182 734 163 0],[190 736 174 0],[150 764 190 0],[645 2787 738 0],
A-5,[122 480 138 0],[179 741 219 0],[182 775 203 0],[192 715 269 0],[166 666 272 0],[157 781 186 0],[196 821 221 0],[185 833 190 0],[171 821 206 0],[708 3069 674 0],
A-6,[126 551 138 0],[210 815 222 0],[216 814 245 0],[215 822 243 0],[236 892 200 0],[199 748 253 0],[199 831 236 0],[185 766 244 0],[202 898 207 0],[714 3381 832 0],
A-7,[135 602 148 0],[278 842 295 0],[281 909 217 0],[242 773 333 0],[252 835 305 0],[249 801 273 0],[451 605 280 0],[237 966 237 0],[224 976 220 0],[813 3520 847 0],
A-8,[218 511 175 0],[426 707 320 0],[399 843 255 0],[575 575 294 0],[485 630 346 0],[690 394 406 0],[767 417 285 0],[816 402 226 0],[396 894 230 0],[1151 3521 848 0],
A-9,[691 152 176 0],[926 253 286 0],[1060 253 271 0],[926 336 309 0],[900 292 316 0],[956 277 312 0],[1025 263 236 0],[975 235 318 0],[1166 234 222 0],[4042 944 909 0],
A-10,[429 67 81 0],[650 119 147 0],[638 109 176 0],[581 127 115 0],[599 122 170 0],[580 120 147 0],[646 120 127 0],[570 118 147 0],[666 117 111 0],[2575 442 471 0],
A-A,[33 36 35 336],[55 56 83 511],[70 67 70 659],[56 131 54 489],[57 93 51 497],[48 68 94 519],[48 59 62 650],[75 63 43 602],[62 79 67 588],[226 260 215 2339],
2-2,[31 79 49 338],[50 197 49 249],[46 226 57 221],[56 129 62 445],[57 222 63 250],[54 241 63 237],[45 238 53 171],[54 152 54 374],[48 256 53 229],[204 536 227 1525],
3-3,[40 105 30 263],[52 161 64 375],[43 102 46 441],[51 109 60 505],[60 153 76 421],[59 210 54 250],[58 213 51 244],[56 212 53 303],[65 93 47 579],[223 523 186 1547],
4-4,[40 115 42 243],[58 207 49 231],[58 222 73 190],[38 214 43 135],[77 205 88 182],[65 197 86 188],[54 269 53 98],[50 237 44 246],[43 191 61 297],[207 343 194 1832],
5-5,[52 189 38 103],[48 162 118 117],[57 260 69 130],[58 197 87 163],[52 174 102 119],[48 157 178 116],[43 267 88 100],[54 245 89 109],[53 256 81 106],[184 910 241 437],
6-6,[37 34 39 443],[75 59 79 534],[55 61 62 637],[63 47 68 587],[53 63 66 644],[48 52 36 502],[65 63 61 551],[54 70 56 638],[67 58 64 593],[213 214 203 2229],
