,A,2,3,4,5,6,7,8,9,10,
5,1157,1624,1635,1724,1664,1652,1681,1767,1745,6366,
6,1164,1459,1698,1589,1667,1549,1573,1608,1729,6433,
7,2340,3224,3375,3277,3332,3166,3254,3433,3563,12546,
8,2337,3499,3580,3084,3580,3361,3538,3551,3638,13061,
9,3660,5325,4663,5491,5457,5468,5275,5344,5512,20406,
10,3651,5755,5617,5822,5562,5484,5759,5676,1782,21610,
11,1208,1278,1596,1357,1079,1026,1590,1670,1737,6379,
12,9636,11721,6235,12108,11702,11681,10792,12839,13780,52872,
13,10151,8403,10619,8090,11392,10605,13309,13643,14857,58167,
14,9060,5040,11240,10023,7306,6888,12678,11002,12990,55059,
15,7918,12384,10443,9930,10624,9864,13648,14533,13012,58278,
16,8481,6558,10362,7821,9123,8587,12181,12796,11316,40588,
17,6462,12043,11158,10243,9766,9491,12012,10377,10758,58777,
18,9177,9586,9066,8047,7119,7078,10103,10710,13224,53662,
19,8904,8413,8469,7119,6771,6669,9787,11054,12290,53634,
20,4166,1916,924,449,468,460,2064,3269,5219,26490,
21,3339,2018,1001,557,527,497,2233,3035,4947,22130,
A-2,1122,1616,1702,1787,1720,1522,1783,1600,1709,6248,
A-3,1193,1306,1641,1383,1842,1671,1727,1867,1916,6820,
A-4,1190,1814,1614,1665,826,1609,1860,1902,1926,7206,
A-5,1337,1909,2060,1745,1811,1695,2141,2142,2158,8061,
A-6,1510,2249,1541,2123,1952,1674,2187,2386,2267,8673,
A-7,1625,2134,2427,2458,2154,1790,2517,2821,2658,10002,
A-8,1819,2609,2619,2503,1990,1750,2766,2690,2830,10654,
A-9,1934,2239,2725,2293,1905,1627,2780,2767,2808,11964,
A-10,1151,906,970,1030,751,159,1194,1179,1561,7705,
A-A,964,461,1121,1738,1686,693,1700,1659,1652,6125,
2-2,1102,1377,1752,1677,1687,666,1689,1618,1667,6151,
3-3,1072,1694,1454,1693,1768,1594,682,1671,1555,6059,
4-4,474,692,716,634,723,687,685,720,1566,5842,
5-5,465,697,756,700,628,677,691,720,693,2605,
6-6,1019,1757,1597,1692,1521,1446,1571,1553,1543,6046,
7-7,1146,1743,1832,1570,1814,1671,1456,1503,1640,6171,
8-8,1145,1606,1674,1736,1745,1579,1575,1471,1679,6225,
9-9,1046,1524,694,1662,707,667,706,1590,1451,5882,
10-10,8358,11861,11851,12079,11839,12098,11897,12021,11855,42442,
