,A,2,3,4,5,6,7,8,9,10,
5,[-0.695257 0.067827 -1.132790  _ ],[-0.551316 0.074691 -0.040417  _ ],[-0.296949 0.173341 -0.670713  _ ],[-0.053164 0.175304 -0.297947  _ ],[-0.203389 0.107743 -0.397976  _ ],[-0.053725 0.103573 -0.601899  _ ],[-0.757460 0.152196 -0.712942  _ ],[-0.415420 0.121083 -1.031352  _ ],[-0.671327 0.132987 -0.787319  _ ],[-0.408247 0.112407 -1.040542  _ ],
6,[-0.799731 0.055231 -1.591660  _ ],[-0.319968 0.075802 -0.735043  _ ],[-0.261159 0.052404 -0.372685  _ ],[-0.365034 0.142191 -0.295254  _ ],[0.039866 0.103084 -0.657656  _ ],[-0.641070 0.129728 -0.768666  _ ],[-0.580986 0.148262 -0.138705  _ ],[-0.538905 0.090493 -0.929338  _ ],[-0.529997 0.120832 -0.907785  _ ],[-0.719114 0.047395 -1.088622  _ ],
7,[-0.397708 0.095082 -0.766374  _ ],[-0.551207 0.096087 -1.083055  _ ],[-0.095134 0.105397 -0.019534  _ ],[-0.317633 0.098245 -0.103893  _ ],[-0.320089 0.078789 0.036427  _ ],[0.076254 0.206590 -0.286215  _ ],[-0.522822 0.125832 -1.215595  _ ],[-0.742487 0.096205 -1.114294  _ ],[-0.736329 0.074468 -0.833194  _ ],[-0.629071 0.069761 -1.067271  _ ],
8,[-0.767631 0.053443 -0.354634  _ ],[-0.592583 0.115890 0.029276  _ ],[-0.630441 0.182401 -0.116328  _ ],[-0.305360 0.077036 -0.330367  _ ],[-0.295388 0.150079 -0.480911  _ ],[-0.084269 0.159117 -0.164726  _ ],[-0.795282 0.248239 -0.814088  _ ],[-0.179344 0.158665 0.031023  _ ],[-0.226777 0.036808 -0.783363  _ ],[-0.640221 0.068565 -0.372693  _ ],
9,[-0.471436 0.181036 -0.244938  _ ],[-0.560996 0.208403 -0.455271  _ ],[-0.457053 0.289767 -0.472255  _ ],[-0.492568 0.210512 -0.243331  _ ],[-0.244173 0.182925 0.071526  _ ],[-0.049352 0.347352 0.072802  _ ],[-0.315350 0.376868 -0.349393  _ ],[-0.631952 0.335716 -0.607342  _ ],[-0.446663 0.194210 -0.158719  _ ],[-0.453954 0.204578 -0.191299  _ ],
10,[-0.789590 0.211922 0.061774  _ ],[-0.847908 0.266691 -0.290426  _ ],[-0.427223 0.505797 0.047684  _ ],[-0.076383 0.375649 -0.350638  _ ],[-0.043166 0.345406 -0.072853  _ ],[-0.181618 0.219178 0.993785  _ ],[-0.492545 0.554573 -0.088936  _ ],[-0.600942 0.345350 0.067891  _ ],[-0.239324 0.305718 -0.350530  _ ],[-0.646131 0.111098 -0.149385  _ ],
11,[-0.992930 0.345089 -0.473171  _ ],[-0.298536 0.419753 -0.031914  _ ],[-0.821910 0.407869 0.520088  _ ],[-0.631155 0.262570 0.101767  _ ],[-0.243807 0.296164 -0.109081  _ ],[-0.671346 0.491009 0.188897  _ ],[-0.668463 0.375619 -0.096939  _ ],[-0.588076 0.361601 0.000483  _ ],[0.125043 0.467646 -0.062634  _ ],[-0.769292 0.215484 -0.163845  _ ],
12,[-0.587410 -0.283703 -0.753944  _ ],[-0.490741 -0.029496 -1.310578  _ ],[-0.649167 -0.187373 -0.806222  _ ],[-0.587977 0.226997 -0.579100  _ ],[-0.490022 0.179311 -0.909597  _ ],[-0.725958 -0.111379 -0.688876  _ ],[-0.679011 -0.134098 -1.020288  _ ],[-0.706665 -0.349758 -0.810567  _ ],[-0.596083 0.043214 -0.597520  _ ],[-0.643325 -0.410867 -0.590446  _ ],
13,[-0.675937 -0.222141 -0.887957  _ ],[-0.732139 -0.301289 -0.699637  _ ],[-0.747341 -0.205491 -0.720743  _ ],[-0.679097 -0.392971 -0.658458  _ ],[-0.672255 -0.261441 -0.741988  _ ],[-0.724942 -0.355231 -0.918031  _ ],[-0.834237 -0.014240 -0.386533  _ ],[-0.647487 -0.193546 -0.558747  _ ],[-0.610010 -0.130614 -0.651357  _ ],[-0.895475 -0.200352 -0.730082  _ ],
14,[-0.846895 -0.104617 -0.654642  _ ],[-0.718638 -0.336658 -0.787917  _ ],[-0.794006 0.103087 -0.850102  _ ],[-0.077856 -0.811807 -0.656910  _ ],[0.018157 -0.666945 -0.592403  _ ],[-0.738020 -0.247209 -0.892110  _ ],[-0.687187 -0.738994 0.009124  _ ],[-0.737098 -0.189575 -0.808324  _ ],[-0.643618 -0.363714 -0.680460  _ ],[-0.777667 -0.387438 -0.971310  _ ],
15,[-0.978218 -0.512852 -1.095380  _ ],[-0.675998 -0.711512 -0.627549  _ ],[-0.781179 -0.591250 -1.042335  _ ],[0.151528 -0.622630 -0.434796  _ ],[-0.184191 -0.537966 -0.833881  _ ],[-0.246444 -0.573368 -0.783833  _ ],[-0.848120 -0.408380 -0.875304  _ ],[-0.797248 -0.232718 -0.823763  _ ],[-0.848373 -0.253606 -0.732901  _ ],[-0.838320 -0.295866 -0.880567  _ ],
16,[-0.903054 -0.512224 -0.881728  _ ],[-0.774960 -0.293521 -0.919260  _ ],[-0.801084 -0.162534 -0.892251  _ ],[-0.357153 -0.765717 -0.672870  _ ],[-0.671215 -0.391583 -0.581073  _ ],[-0.122705 -0.602121 -0.645613  _ ],[-0.466173 -0.885024 -0.778790  _ ],[-0.711422 -0.868037 0.004986  _ ],[-0.839539 -0.587665 -0.993032  _ ],[-0.920877 -0.446218 -0.940965  _ ],
17,[-0.434555 -0.915016 -0.744199  _ ],[-0.397806 -0.698475 -0.822782  _ ],[-0.240145 -0.636278 -0.821785  _ ],[-0.406643 -0.773460 -0.745831  _ ],[-0.086286 -0.722219 -0.704689  _ ],[0.117843 -0.388598 -0.660683  _ ],[-0.145865 -0.462709 -0.728611  _ ],[-0.852450 -0.654523 -1.035909  _ ],[-0.253945 -0.729406 -0.938086  _ ],[-0.195239 -0.686745 -0.887610  _ ],
18,[-0.026171 -0.612710 -0.706676  _ ],[0.321807 -0.646020 -0.462139  _ ],[-0.251437 -0.699528 -0.815709  _ ],[0.023713 -0.651996 -0.884183  _ ],[0.055832 -0.613155 -0.694219  _ ],[0.095801 -0.313530 -0.670473  _ ],[0.251258 -0.936158 -0.659195  _ ],[0.129627 -0.577484 -0.371837  _ ],[-0.289846 -0.680963 -0.665694  _ ],[-0.058982 -0.913685 -0.833376  _ ],
