,A,2,3,4,5,6,7,8,9,10,
5,[132 3140 105 0],[150 4483 162 0],[143 4508 181 0],[180 4480 139 0],[160 4745 181 0],[180 4618 192 0],[198 4468 166 0],[170 4553 178 0],[146 4586 164 0],[613 17396 578 0],
6,[117 3133 107 0],[173 4344 150 0],[176 4584 164 0],[182 4354 150 0],[163 4571 154 0],[152 4674 186 0],[183 4459 150 0],[178 4459 182 0],[142 4683 162 0],[593 16782 557 0],
7,[211 6341 226 0],[313 9159 340 0],[311 9231 387 0],[316 8977 312 0],[332 9186 344 0],[350 9301 340 0],[355 9158 360 0],[342 9286 373 0],[315 9630 287 0],[1190 35089 1194 0],
8,[263 6673 232 0],[299 9621 393 0],[344 9666 411 0],[333 9787 395 0],[292 9728 361 0],[332 9607 381 0],[314 9791 328 0],[306 9986 302 0],[327 10008 357 0],[1290 36823 1238 0],
9,[386 10555 375 0],[462 14908 647 0],[547 15291 669 0],[508 14912 709 0],[497 15031 661 0],[488 14925 577 0],[461 14727 668 0],[495 15256 601 0],[533 15471 558 0],[1912 56840 2107 0],
10,[381 11026 432 0],[506 15887 764 0],[500 15962 854 0],[521 15719 1056 0],[575 15873 1004 0],[508 15735 975 0],[530 16014 666 0],[495 15859 686 0],[492 16268 641 0],[1913 60630 2230 0],
11,[76 3298 62 0],[89 4915 81 0],[88 4994 140 0],[75 4761 169 0],[82 4911 234 0],[78 4915 145 0],[76 4634 189 0],[87 4801 89 0],[87 5041 92 0],[329 18384 477 0],
12,[919 27883 1078 0],[1747 40230 1547 0],[2041 40807 1971 0],[4302 36761 1917 0],[2054 39193 2087 0],[2172 39546 2199 0],[1325 38865 1856 0],[1302 39360 1581 0],[1322 39630 1444 0],[5234 147489 5703 0],
13,[1012 30649 1154 0],[3526 43684 1909 0],[4760 41000 2075 0],[3639 41130 2271 0],[3985 42112 2069 0],[3272 40559 3459 0],[1983 42539 2179 0],[1733 43838 1836 0],[1593 43831 1571 0],[6018 162900 6437 0],
14,[960 29481 1175 0],[5949 39310 1819 0],[7935 36521 1785 0],[10585 31809 2006 0],[9863 33281 1790 0],[5887 36390 1938 0],[1503 41082 1901 0],[1459 41273 1938 0],[1416 42821 1626 0],[5807 154059 5891 0],
15,[1360 31636 1452 0],[21175 26892 2395 0],[16328 31881 2047 0],[7566 38152 2772 0],[32142 13551 2277 0],[28881 16131 3179 0],[1697 44114 2581 0],[1618 44814 2165 0],[2391 44598 1857 0],[8495 164039 7118 0],
16,[1778 29643 2118 0],[13491 31934 2230 0],[28224 17229 2076 0],[42530 2726 1738 0],[27460 16169 1837 0],[39661 3333 1686 0],[2594 41350 2934 0],[4276 40330 2975 0],[3129 41576 2352 0],[14459 152795 7687 0],
17,[3197 30702 2268 0],[47755 1418 1643 0],[46589 1394 1618 0],[44790 1141 1427 0],[42965 2424 1447 0],[43308 1102 1592 0],[46788 1275 1580 0],[31793 14731 4114 0],[32209 16509 2184 0],[97967 81847 8803 0],
18,[32500 721 816 0],[42851 1027 975 0],[41905 944 1103 0],[39397 959 986 0],[39146 1041 984 0],[38017 971 1011 0],[43249 978 1082 0],[43354 1023 1139 0],[43289 1550 1895 0],[164595 4174 4866 0],
19,[33143 742 751 0],[42846 1017 952 0],[41259 1019 986 0],[39451 948 943 0],[39033 975 1016 0],[38015 994 1002 0],[42010 1001 1016 0],[43697 1045 994 0],[43406 964 992 0],[164004 3901 4024 0],
20,[18552 264 291 0],[21912 321 348 0],[20440 335 323 0],[19331 314 299 0],[19149 338 343 0],[17023 334 332 0],[21480 363 371 0],[23182 381 398 0],[23416 367 369 0],[87107 1388 1350 0],
21,[14583 333 0 0],[15710 424 0 0],[14616 363 0 0],[13202 399 0 0],[12686 407 0 0],[12088 390 0 0],[17215 430 0 0],[18202 468 0 0],[19008 469 0 0],[72004 1802 0 0],
A-2,[89 2994 109 0],[145 4560 171 0],[180 4867 177 0],[168 4733 180 0],[168 4687 202 0],[174 4840 164 0],[148 4670 155 0],[159 4689 173 0],[177 4640 160 0],[619 17572 620 0],
A-3,[120 3203 112 0],[191 5113 227 0],[161 4964 187 0],[178 4974 196 0],[176 5171 194 0],[153 5088 193 0],[197 5116 188 0],[159 5237 202 0],[158 5137 145 0],[598 19355 624 0],
A-4,[115 3475 124 0],[168 5432 208 0],[209 5335 216 0],[146 5234 210 0],[193 5289 234 0],[185 5327 224 0],[177 5388 176 0],[182 5397 211 0],[178 5551 196 0],[659 20421 674 0],
A-5,[119 3956 131 0],[188 6161 178 0],[186 6075 234 0],[179 6000 263 0],[189 5877 207 0],[201 5989 240 0],[196 6047 191 0],[159 6014 220 0],[195 6114 191 0],[690 22737 727 0],
A-6,[120 4270 121 0],[175 6888 269 0],[212 6972 271 0],[214 6849 253 0],[202 6793 270 0],[206 6727 243 0],[206 6864 200 0],[193 6799 188 0],[208 6844 204 0],[713 25012 753 0],
A-7,[174 4799 128 0],[233 7713 240 0],[206 7594 285 0],[248 7394 230 0],[242 7615 223 0],[447 7373 274 0],[383 7171 266 0],[267 7575 250 0],[239 7662 208 0],[832 28504 812 0],
A-8,[256 5179 164 0],[575 8016 243 0],[505 7951 300 0],[613 7999 367 0],[431 8208 307 0],[423 8140 316 0],[2385 6155 282 0],[1560 6803 249 0],[493 8044 272 0],[896 31284 863 0],
A-9,[3899 2182 161 0],[2327 7131 290 0],[3453 5996 251 0],[2314 7139 289 0],[1556 7900 321 0],[5117 4150 291 0],[8754 370 269 0],[8023 1411 261 0],[8810 246 257 0],[33993 1745 940 0],
A-10,[4261 93 74 0],[7587 115 181 0],[7428 121 168 0],[6502 117 107 0],[6540 127 116 0],[6078 127 129 0],[5909 116 136 0],[5742 143 136 0],[6038 133 103 0],[22014 473 487 0],
A-A,[46 69 43 2871],[56 100 66 4837],[55 62 62 5118],[78 88 87 4755],[52 151 73 4668],[52 79 54 4893],[60 71 45 5045],[46 65 52 4735],[43 80 62 4874],[216 306 188 17707],
2-2,[29 1333 35 239],[47 562 69 2873],[70 414 44 3968],[57 1159 49 2331],[47 1345 63 1922],[42 549 32 3716],[50 1734 52 638],[53 1762 44 805],[50 1705 53 682],[202 3881 199 8985],
3-3,[42 1059 40 838],[57 640 65 3327],[65 322 46 3516],[40 1833 63 594],[65 199 51 4502],[53 1600 71 1046],[39 1042 52 2639],[50 556 47 3682],[62 741 79 2946],[202 530 210 16640],
4-4,[51 1351 49 149],[59 1394 66 1576],[57 1875 76 424],[39 1603 60 407],[55 1976 66 267],[47 1959 76 201],[45 1885 62 168],[58 1984 56 206],[63 304 52 4376],[208 6608 213 2184],
5-5,[41 1389 58 94],[51 2075 82 131],[69 1907 112 93],[57 1959 68 111],[52 1688 94 85],[64 1972 94 108],[58 2049 77 119],[44 1997 74 106],[57 2040 72 127],[181 7451 265 419],
