,A,2,3,4,5,6,7,8,9,10,
5,6224,8530,8627,9130,9239,9170,8739,8648,8977,31594,
6,6195,8052,8897,8334,8809,8810,8520,8688,8764,33116,
7,12590,17393,17461,17550,17332,18014,18024,17344,17743,65534,
8,12798,18279,18556,18796,18450,18105,18659,18653,18907,68260,
9,19948,28009,28053,27304,26300,25360,27898,28171,28502,105819,
10,21096,24592,24780,19818,25676,18091,25225,28249,30349,111731,
11,5871,4636,3016,8376,8297,8285,7361,7233,7891,29897,
12,51353,68754,63573,62898,60200,44053,69695,71936,72656,271612,
13,55524,70972,61555,39286,35737,38158,71759,77808,79862,294636,
14,52205,52842,58634,58767,58072,52292,60046,67966,74899,284359,
15,53680,65940,68094,66342,66593,62210,74904,66630,75820,291401,
16,44868,59751,60344,61982,62296,57017,69575,67269,31536,119511,
17,36066,72303,69018,65307,63867,62517,69345,21133,68727,294402,
18,48290,62606,59055,56449,54202,51527,59780,66629,71548,269691,
19,47434,59728,56000,53310,51456,49562,58341,65587,65945,269080,
20,22592,22853,19561,15685,11428,12228,23502,29824,32590,128669,
21,19050,18206,14045,10832,10510,8066,19373,25230,27265,109832,
A-2,5908,8542,9258,9214,8771,8750,8743,8725,8912,32941,
A-3,6336,9866,9241,9692,9578,9246,9823,9521,9667,34820,
A-4,6664,9820,10135,9225,9546,9874,10069,10248,10060,38236,
A-5,7248,11037,11068,11083,10481,10056,11286,11154,11049,40971,
A-6,7710,12249,12198,11301,11451,10994,12123,12255,12469,45907,
A-7,8774,12780,13126,11786,10850,6755,13099,13337,13608,50269,
A-8,9018,14279,14946,14392,14421,11495,13693,14138,13607,53316,
A-9,9780,15490,15534,15332,14885,14667,13926,15357,15039,60004,
A-10,5905,8826,8980,8519,7230,7959,8011,9089,9133,36980,
A-A,5105,8932,8854,8810,8637,8709,9024,8724,8483,32337,
2-2,5923,5092,8490,7201,8657,8743,2511,3175,1876,17689,
3-3,5939,8586,7607,8758,8643,7585,8085,2031,7963,11636,
4-4,5716,3517,3312,3062,3570,3760,3734,3680,4458,30640,
5-5,2549,2027,3581,2962,3203,2066,3486,3645,3717,13791,
6-6,5745,8497,8748,8669,8425,7520,8412,8266,8333,31158,
7-7,5861,8374,8715,8627,8812,8792,7352,8400,8713,31554,
8-8,5888,8734,8871,8724,8712,8683,8433,7224,8422,31549,
9-9,5855,8648,8608,8753,8468,7658,3601,8149,7448,31529,
10-10,43636,62933,63186,63161,62931,63655,63048,63390,63172,224866,
