,A,2,3,4,5,6,7,8,9,10,
5,6344,8564,8420,9188,9113,9083,8496,8574,8539,31841,
6,6125,8021,8746,8243,8540,8639,8566,8550,8866,32064,
7,12575,17366,17281,17429,17255,17852,17564,17433,17734,65938,
8,12809,18126,18210,19130,18352,18025,18625,18448,18470,68563,
9,20115,28038,27629,27744,26797,23026,27624,28209,28677,104982,
10,20950,26185,26107,18178,21894,27972,27085,29135,29964,111401,
11,5704,5731,5448,4159,8479,8277,3663,7528,7969,30091,
12,51266,68341,62856,65181,53585,45988,69914,71893,72840,270641,
13,55335,69996,65369,43174,28618,38142,70004,77843,80418,298077,
14,52210,44207,46824,56060,58461,46967,56401,71139,75831,282024,
15,53962,62839,67564,68356,66674,64564,71693,60006,76660,290262,
16,31288,60687,64903,65084,62726,56096,69176,74191,52612,233726,
17,24691,72231,69087,66738,64137,61428,68464,31022,66369,294348,
18,49867,62320,59004,56951,54370,51629,60011,65966,72698,272864,
19,48670,59241,56946,54397,51563,48070,58076,65277,69551,271493,
20,23284,22800,20492,15812,14030,8338,23594,29154,34253,129983,
21,20315,17737,15245,13004,9444,8406,18185,24001,29226,112289,
A-2,5881,8242,9092,9238,9087,8897,8663,9029,8834,32718,
A-3,6088,9778,8999,9763,9411,9227,9540,9366,9588,35588,
A-4,6549,9996,9821,9304,10017,9394,10113,10030,10419,37468,
A-5,7097,11082,10951,11155,10604,10033,10898,11127,10947,40909,
A-6,7928,12108,12091,12237,12044,9634,12360,12511,12277,45347,
A-7,8779,13101,10579,10758,11968,11299,12202,13601,13574,50591,
A-8,8550,13998,13559,13530,14093,13196,13990,14186,8200,53935,
A-9,9961,15260,14929,15253,14921,14775,14058,15174,15225,60282,
A-10,5865,9110,8773,8251,8465,7125,8209,9113,9551,37226,
A-A,5092,8759,8538,8917,8691,8783,8641,8627,8531,32086,
2-2,5920,1595,7395,8775,6327,6928,2605,3108,3230,12074,
3-3,5640,7988,606,8323,8460,8458,1751,2922,958,4075,
4-4,5933,3633,3577,3192,3674,3698,3670,3685,7199,7233,
5-5,2570,3180,3285,2260,3192,3677,3706,3626,3730,13647,
6-6,5593,8868,8843,8801,8754,7361,8480,8222,8542,30529,
7-7,5683,8949,8712,8914,8797,8431,7207,8498,8528,31647,
8-8,5915,8656,8467,8929,8711,8976,8729,7469,8752,31219,
9-9,5879,8725,8708,8781,8368,8401,3628,8433,7309,31158,
10-10,43989,63214,62891,63383,63271,63191,63335,63151,63239,226186,
