,A,2,3,4,5,6,7,8,9,10,
5,[1138 6252 1074 0],[1405 8407 1466 0],[1415 8770 1437 0],[1535 9202 1540 0],[1543 9226 1564 0],[1564 9296 1499 0],[1496 8788 1515 0],[1587 9002 1538 0],[1515 9081 1493 0],[5662 31719 5597 0],
6,[1078 6240 1043 0],[1372 8093 1442 0],[1528 8650 1498 0],[1408 8207 1463 0],[1557 8802 1602 0],[1505 8563 1516 0],[1626 8593 1502 0],[1501 8540 1530 0],[1489 8938 1494 0],[5658 32683 5716 0],
7,[2185 12630 2164 0],[2991 17226 3045 0],[2938 17511 3016 0],[3038 17679 2978 0],[3120 17513 2998 0],[3065 18086 3156 0],[3195 17927 3072 0],[3181 17844 3055 0],[2967 17646 3089 0],[11615 65508 11403 0],
8,[2181 12996 2193 0],[3160 18203 3080 0],[3108 18456 3141 0],[3180 19183 3126 0],[3187 18596 3154 0],[3131 18254 3351 0],[3193 18762 3264 0],[3184 19012 3177 0],[3141 18820 3160 0],[11893 68531 11694 0],
9,[3292 20067 3322 0],[4646 28302 4768 0],[4721 28095 4847 0],[4745 27243 5931 0],[4782 26457 6643 0],[4771 23919 9213 0],[4638 27680 4670 0],[4792 28139 4711 0],[4766 28823 4860 0],[17632 105955 18052 0],
10,[3433 21099 3481 0],[4916 23969 10742 0],[4765 20354 15003 0],[4968 18599 16861 0],[4840 5512 30142 0],[4907 16826 17901 0],[4900 28601 6505 0],[4881 28782 5811 0],[4891 30509 4996 0],[18380 112060 18669 0],
11,[552 5870 577 0],[806 7164 1847 0],[842 816 8220 0],[776 818 8483 0],[799 771 8510 0],[788 781 8135 0],[815 6364 2060 0],[805 7428 1279 0],[916 8219 865 0],[3075 29834 3108 0],
12,[8561 51691 8377 0],[11836 68490 14622 0],[12516 67237 17118 0],[12866 58363 25608 0],[13033 52019 29874 0],[14706 46323 35014 0],[12145 70445 12608 0],[12095 72188 12318 0],[12222 73391 12232 0],[45234 270642 44450 0],
13,[9054 55846 8898 0],[14500 73485 17540 0],[16472 50520 34082 0],[28183 37376 37654 0],[43334 20790 37454 0],[39012 16440 45764 0],[12606 73985 16870 0],[12704 78628 13756 0],[12876 79561 13062 0],[47606 298083 46908 0],
14,[8135 52391 8222 0],[38647 30455 27417 0],[51019 19963 23731 0],[63829 11328 14553 0],[54574 11829 21927 0],[49601 10980 26955 0],[11343 50183 34942 0],[11512 69643 16305 0],[11598 74529 12109 0],[43321 285598 44087 0],
15,[8313 52047 12775 0],[66316 13540 21241 0],[66741 11710 18567 0],[70845 11655 12566 0],[63037 11104 15272 0],[61845 11242 16575 0],[11732 15557 73524 0],[12096 52788 39631 0],[12161 77624 14688 0],[45743 291279 55598 0],
16,[7763 25244 36205 0],[61609 10634 18568 0],[63152 10511 13515 0],[62808 10225 11556 0],[60963 10033 10436 0],[54439 9722 13364 0],[10635 11115 68817 0],[11009 14442 72199 0],[11028 36916 51729 0],[47331 213525 112300 0],
17,[32418 8042 31357 0],[70519 10862 10872 0],[67525 10717 10833 0],[64732 10353 10430 0],[61288 10372 10175 0],[61302 10428 10062 0],[69032 10412 10863 0],[15832 11052 71890 0],[47453 11334 43747 0],[293662 42522 56518 0],
18,[49317 7056 6836 0],[61512 9167 9356 0],[58167 9257 9129 0],[55259 9020 9005 0],[52021 8865 8797 0],[49789 8881 8739 0],[60266 9149 9335 0],[65186 9385 9512 0],[71412 10034 10127 0],[270611 36733 36728 0],
19,[48442 7064 6978 0],[58251 9403 9421 0],[54891 9385 9374 0],[52589 9035 8762 0],[49389 8671 8823 0],[48589 8659 8600 0],[57944 9316 9148 0],[64739 9844 10091 0],[66045 9566 9705 0],[270758 37264 37706 0],
20,[23019 2656 2697 0],[21364 2976 2920 0],[16970 2709 2702 0],[14053 2635 2568 0],[8375 2435 2387 0],[11009 2355 2424 0],[24209 3188 3152 0],[28615 3695 3568 0],[33429 3756 3847 0],[129758 14402 14238 0],
21,[19508 3445 0 0],[17316 3887 0 0],[12603 3691 0 0],[10164 3422 0 0],[8700 3219 0 0],[7846 3272 0 0],[18703 3914 0 0],[23855 4570 0 0],[27841 4855 0 0],[110819 18286 0 0],
A-2,[1018 5845 1042 0],[1440 8413 1536 0],[1616 9539 1577 0],[1560 9253 1586 0],[1504 9119 1705 0],[1539 9077 1706 0],[1531 8884 1505 0],[1533 9185 1635 0],[1529 9111 1603 0],[5718 32632 5622 0],
A-3,[990 6208 985 0],[1674 9807 1575 0],[1546 9271 1552 0],[1621 9718 1657 0],[1669 9814 1683 0],[1604 9463 1844 0],[1612 9736 1650 0],[1645 9642 1585 0],[1592 9758 1559 0],[5964 34940 5995 0],
A-4,[1083 6500 1020 0],[1570 9854 1731 0],[1637 9837 1744 0],[1549 9381 1558 0],[1660 9954 1758 0],[1626 9357 2326 0],[1690 10018 1630 0],[1681 9917 1665 0],[1713 10148 1674 0],[6275 38755 6257 0],
A-5,[1144 6945 1169 0],[1817 11063 1702 0],[1753 11009 1875 0],[1735 11141 1860 0],[1738 9593 2689 0],[1789 10586 2074 0],[1805 11050 1720 0],[1752 11229 1797 0],[1732 11080 1780 0],[6432 41022 6537 0],
A-6,[1223 7884 1176 0],[1791 12062 1961 0],[1875 12060 2159 0],[1920 10892 3324 0],[1856 10024 4160 0],[1804 9944 3649 0],[1903 12206 1892 0],[1878 12091 1859 0],[1856 12229 1819 0],[6857 45836 6816 0],
A-7,[1270 9008 1245 0],[2071 13350 2278 0],[2179 13040 2360 0],[3288 11006 3270 0],[2436 10089 5084 0],[2250 4146 11064 0],[12113 2665 1936 0],[2059 13635 1981 0],[1968 13702 2007 0],[7360 50320 7355 0],
A-8,[7532 3234 1341 0],[14497 2100 2213 0],[14100 2119 2662 0],[14097 2038 2876 0],[12633 2053 3793 0],[13516 2008 2619 0],[14031 2090 2126 0],[14232 1998 1992 0],[14703 2143 2131 0],[7785 53590 7778 0],
A-9,[10117 1423 1405 0],[15148 2201 2187 0],[15223 2160 2237 0],[15125 2120 2156 0],[14784 2053 2148 0],[14225 2065 2053 0],[14021 2077 2142 0],[15286 2164 2249 0],[14691 2119 2064 0],[60028 8227 8152 0],
A-10,[6069 758 736 0],[8853 1126 1153 0],[8440 1052 1119 0],[7969 1064 1046 0],[6997 1042 961 0],[7408 946 971 0],[8271 1105 1111 0],[9128 1142 1167 0],[9086 1169 1120 0],[36778 4490 4557 0],
A-A,[332 316 363 5356],[560 564 573 8742],[559 538 567 8785],[543 551 530 8348],[497 539 494 8825],[546 548 578 8720],[521 533 544 8511],[571 524 509 8688],[521 534 545 8682],[1985 2042 2083 32517],
2-2,[379 365 338 5829],[462 492 463 7653],[566 553 539 8550],[509 549 558 8958],[557 571 542 8740],[534 724 590 8303],[520 2622 558 3695],[575 1780 562 5731],[566 662 554 8217],[1918 11141 2045 9424],
3-3,[381 368 388 5784],[534 531 537 8678],[448 471 392 7359],[501 516 502 8547],[554 531 528 8985],[538 526 590 8864],[554 579 576 8460],[551 543 565 8656],[572 542 573 8387],[2072 7647 2065 17668],
4-4,[404 412 358 5749],[569 3629 535 1155],[506 3432 527 1378],[469 3279 439 953],[539 3610 593 1007],[505 3126 1192 1095],[492 3647 511 1050],[568 3713 554 1038],[569 2136 506 4728],[1995 2593 1939 30345],
5-5,[374 2508 373 743],[507 2900 1364 1026],[541 1686 2529 1020],[520 516 3598 1027],[445 517 3215 948],[553 558 3716 1027],[545 3580 648 1082],[486 3721 518 1023],[546 3590 524 1063],[1912 13640 1927 3879],
6-6,[379 363 347 5896],[565 561 560 8378],[532 536 511 8940],[536 581 510 9125],[562 522 507 8941],[481 438 470 7503],[536 509 531 8432],[551 556 558 8315],[561 562 519 8324],[2000 2001 2043 31008],
7-7,[368 368 370 5713],[583 564 560 8804],[514 527 558 8596],[539 555 523 8820],[580 588 528 8824],[527 556 564 8839],[480 461 477 7444],[554 511 508 8410],[539 508 533 8509],[2046 1966 1936 31505],
8-8,[385 358 376 5975],[590 537 531 8753],[539 543 541 9017],[540 572 527 8399],[561 543 540 8401],[543 543 515 8716],[519 527 514 8655],[461 467 499 7513],[525 553 541 8453],[2008 1901 1900 31924],
9-9,[381 341 390 5822],[584 525 544 8494],[559 586 507 8681],[539 494 523 8536],[898 563 544 7658],[1622 541 487 6107],[3616 525 539 1090],[504 531 527 8509],[457 466 466 7266],[1919 2041 2004 31554],
10-10,[43996 6566 6591 14103],[63252 9581 9410 19870],[62990 9450 9224 19706],[62698 9267 9486 19826],[63123 9582 9462 20009],[63034 9457 9573 20209],[63336 9651 9455 19898],[63331 9644 9244 19938],[63330 9351 9523 19997],[225258 33743 33973 71047],
