,A,2,3,4,5,6,7,8,9,10,
5,7221,10058,10038,10633,10790,10818,10557,10055,10460,36476,
6,7288,9602,10087,9390,10304,10185,10316,9979,10108,37909,
7,14644,20254,20325,20674,20468,20953,20686,20660,21056,76316,
8,15144,21385,21588,22006,21644,21442,21788,21650,21672,79210,
9,23234,32380,32642,32590,30749,27474,32947,33070,33776,123597,
10,24512,32418,32019,22887,7392,34828,31934,34435,35774,129729,
11,6581,2164,2995,9516,9764,9619,8442,9046,9602,34838,
12,59447,80560,78286,68593,61829,46507,82869,83947,85919,314773,
13,64435,85093,64995,35828,43671,29799,84492,91524,93758,345462,
14,60972,32024,49071,71802,19855,68677,67732,83495,87219,331641,
15,62274,82198,76311,78166,75100,76217,20227,41703,87893,338148,
16,35420,79468,73822,73495,72550,62739,82197,16539,46481,254417,
17,22791,83710,78159,76772,73726,71624,81410,69021,71049,343130,
18,57658,72626,66680,64751,62819,58072,70535,76824,83517,313841,
19,56094,69016,63051,62090,58343,56716,68907,76038,77972,316469,
20,27472,27169,14944,17722,10806,9401,28283,34492,39096,151073,
21,23256,19495,15561,13254,11130,9844,22575,28146,32729,129484,
A-2,7046,10270,10930,10672,10752,10681,10681,10321,10327,37948,
A-3,7108,11361,10935,11277,11183,11222,11232,11298,11165,40633,
A-4,7640,11606,11580,10828,11198,10952,11463,11609,11845,45024,
A-5,8281,12784,13022,12682,12335,12896,13222,12838,13124,47585,
A-6,9130,14173,14561,14115,12460,12749,14243,14346,14165,53432,
A-7,10162,15450,15877,11382,13914,5449,15269,15549,15934,58846,
A-8,10444,17221,16972,16754,16811,15397,16407,16329,16481,62618,
A-9,11544,17931,18182,17669,17624,16682,16281,17738,17439,70043,
A-10,6813,10608,8680,9572,8553,7767,9686,10415,10785,42953,
A-A,6019,10339,10313,10235,10237,9982,10158,10216,10001,37152,
2-2,6852,8781,9922,1173,10275,10146,9678,3541,1631,13822,
3-3,6770,8734,9068,10166,9953,9881,9717,9811,10110,10762,
4-4,6662,4312,4393,3706,4310,4287,4364,4229,2141,35078,
5-5,2968,3895,4235,4234,3904,4416,3845,4230,4243,15869,
6-6,6751,10156,10273,9889,10248,8645,9813,9626,9507,36388,
7-7,6732,10019,10501,9936,10284,10037,8506,9863,10117,36638,
8-8,6938,9838,10111,9908,9807,9959,10077,8489,9968,36755,
9-9,6783,10119,10021,9937,9697,10004,4312,10097,9271,36584,
10-10,51383,74127,74033,73870,74134,73766,73592,73685,73920,263540,
