,A,2,3,4,5,6,7,8,9,10,
5,6234,8581,8530,9228,9210,9320,9037,8979,8932,31644,
6,6093,8175,8768,8098,8730,8776,8667,8780,8899,32733,
7,12496,17471,17490,17667,17458,17923,17903,18242,18074,65791,
8,12918,18227,18315,18961,18493,18552,18765,18851,18782,68064,
9,20124,27916,27427,28152,24592,25984,28012,28628,29248,105505,
10,21109,27820,8827,30356,16023,29927,27598,29618,30602,111827,
11,5782,8061,8241,8701,8229,8220,7639,8242,8332,29871,
12,51396,70373,66245,59514,46343,39928,71530,73583,74205,272269,
13,55371,68499,59140,48039,34492,57138,74987,79580,79788,297117,
14,52047,40179,37287,60706,60319,57851,53481,72700,76018,284972,
15,54504,71770,70121,70042,66406,58373,70045,55102,73839,296162,
16,31285,58440,65649,63395,60585,56131,69992,75776,61711,235041,
17,42376,71088,67392,64539,61946,59720,69992,63658,63057,298355,
18,49689,61570,57810,55074,52244,49281,60558,65900,70009,271020,
19,48229,58073,54881,52461,49177,46828,58327,65537,65550,273501,
20,23705,22062,13985,10680,10670,7074,24681,29516,32253,131027,
21,20302,16030,13373,11247,7679,7572,19677,24171,27023,113381,
A-2,5887,8755,9236,9211,9011,8944,9132,9086,9111,32983,
A-3,6194,9657,9019,9732,9671,9752,9743,9556,9548,35203,
A-4,6536,9741,9876,9111,9914,9362,9841,9998,10204,38341,
A-5,7050,11166,11089,10921,10231,11083,11198,11029,10953,41285,
A-6,7799,12269,12169,11605,10584,9689,12426,12445,11990,45427,
A-7,8716,13278,12767,11515,9604,3501,13030,13438,13541,50508,
A-8,9136,14180,14731,14248,14401,12187,14141,14134,14637,53917,
A-9,9863,15284,15267,15392,14513,13635,14020,15202,14985,60115,
A-10,5776,8908,7585,7129,7879,6418,8242,9084,9117,37223,
A-A,5046,8760,8599,8824,8813,8846,8875,8797,8434,31936,
2-2,5746,7511,8532,8633,8821,8621,8516,8653,8619,10195,
3-3,5597,940,7362,8835,8648,8741,8537,8441,8498,7286,
4-4,5804,3736,3805,3191,3712,3652,3738,2279,8459,27412,
5-5,2513,3709,1223,3605,3311,3667,3336,3267,3701,13615,
6-6,5923,8617,8659,8575,8694,7658,8435,8403,8470,30402,
7-7,5753,8376,8519,8654,8981,8692,7617,8427,8320,31500,
8-8,5762,8356,8600,8968,8738,8643,8735,7532,8521,31212,
9-9,5854,8632,8752,8698,8652,3886,3583,8569,7338,31366,
10-10,43959,63349,63581,63303,63444,62937,63058,62847,63013,224669,
