,A,2,3,4,5,6,7,8,9,10,
5,[96 3150 124 0],[165 4627 151 0],[145 4664 125 0],[164 4962 184 0],[133 4927 205 0],[155 5027 155 0],[176 4970 165 0],[177 4788 172 0],[151 4770 168 0],[567 16415 585 0],
6,[112 3307 113 0],[169 4670 146 0],[156 4958 155 0],[150 4741 169 0],[152 4741 168 0],[167 4906 156 0],[160 4524 159 0],[136 4512 184 0],[168 4828 188 0],[600 17505 581 0],
7,[232 6557 216 0],[331 9625 295 0],[311 9703 310 0],[322 9861 312 0],[303 9356 317 0],[360 9950 323 0],[325 9679 332 0],[339 9627 326 0],[356 9925 355 0],[1209 35298 1230 0],
8,[257 6898 219 0],[343 9901 344 0],[315 10010 369 0],[348 10264 361 0],[348 10191 375 0],[365 10089 339 0],[342 10148 356 0],[338 10023 336 0],[310 10096 357 0],[1304 36667 1226 0],
9,[333 10811 352 0],[492 15646 521 0],[532 15504 535 0],[469 15501 560 0],[464 15633 537 0],[467 15217 1170 0],[529 15319 508 0],[509 15522 526 0],[484 15943 520 0],[1930 56805 1757 0],
10,[398 11445 415 0],[544 16051 1080 0],[497 16529 685 0],[535 15668 1390 0],[500 12792 4688 0],[499 15278 2167 0],[554 16227 654 0],[566 16556 524 0],[517 16769 555 0],[1949 60621 1954 0],
11,[63 3507 59 0],[98 2271 3279 0],[93 288 5094 0],[95 72 5506 0],[82 85 5463 0],[85 5678 94 0],[88 5199 91 0],[78 5038 116 0],[89 5322 77 0],[327 18883 324 0],
12,[867 27652 849 0],[1232 39403 1921 0],[1519 38973 2395 0],[1868 38255 2867 0],[2544 36819 2647 0],[2816 35477 5057 0],[1230 39239 1847 0],[1310 40012 1439 0],[1291 40584 1187 0],[4843 147310 4740 0],
13,[975 29724 985 0],[1594 41675 4079 0],[7908 34501 3341 0],[2202 43012 1786 0],[21919 16970 6880 0],[35078 4984 6901 0],[1368 41727 3205 0],[1300 43831 1387 0],[1310 44488 1416 0],[4975 163718 5162 0],
14,[837 28829 1466 0],[7941 35358 2245 0],[11316 30090 2548 0],[35162 4062 4360 0],[37819 1497 1730 0],[37392 2261 1859 0],[1199 40228 1837 0],[1258 40986 1423 0],[1263 42581 1202 0],[4536 159948 5346 0],
15,[901 31062 1110 0],[37162 6847 4195 0],[35930 5091 5135 0],[37043 2394 5607 0],[39152 1151 1290 0],[38526 1204 1694 0],[1393 35260 10693 0],[1434 43783 2796 0],[1498 44030 2900 0],[5034 169307 6455 0],
16,[828 28481 3553 0],[39047 1826 3179 0],[38851 1124 2251 0],[37735 1081 1764 0],[35654 1092 1232 0],[33740 1083 1119 0],[1394 2119 41561 0],[2092 7395 37594 0],[1288 43470 2423 0],[10013 155723 10809 0],
17,[21664 857 12147 0],[42140 1128 1149 0],[40260 1143 1169 0],[38944 1186 1067 0],[36086 1045 1073 0],[36012 1073 1085 0],[42536 1140 1294 0],[35640 1756 10537 0],[45429 2232 2949 0],[177336 5566 7047 0],
18,[29216 724 754 0],[36679 933 1007 0],[34644 945 1001 0],[33063 914 967 0],[30800 944 958 0],[29628 910 909 0],[36847 988 981 0],[39570 1053 1019 0],[43131 1036 1038 0],[159389 3799 3849 0],
19,[28561 683 710 0],[36593 938 982 0],[32979 1033 1013 0],[31263 941 939 0],[28406 942 970 0],[28054 841 940 0],[36732 964 1010 0],[37981 1034 1017 0],[40149 1064 965 0],[160097 3874 3889 0],
20,[15380 269 279 0],[14691 321 300 0],[13552 304 276 0],[12032 294 300 0],[8404 249 266 0],[8571 263 236 0],[17380 363 373 0],[19115 373 350 0],[22326 379 399 0],[82344 1472 1461 0],
21,[12201 399 0 0],[10482 367 0 0],[8524 378 0 0],[6962 392 0 0],[4610 324 0 0],[5292 323 0 0],[13720 429 0 0],[15103 454 0 0],[18316 512 0 0],[67142 1877 0 0],
A-2,[99 3178 113 0],[162 4629 184 0],[147 5080 179 0],[154 5102 183 0],[187 4934 169 0],[166 4585 609 0],[137 5030 147 0],[170 4942 191 0],[166 5076 163 0],[644 17150 629 0],
A-3,[106 3254 105 0],[163 5368 163 0],[176 4991 164 0],[181 5336 181 0],[175 5149 193 0],[173 5366 176 0],[179 5363 186 0],[170 5380 186 0],[173 5335 186 0],[596 18861 628 0],
A-4,[132 3514 118 0],[181 5638 238 0],[176 5723 199 0],[144 5297 232 0],[187 5394 159 0],[162 5587 223 0],[163 5441 172 0],[189 5486 160 0],[178 5709 180 0],[604 21337 630 0],
A-5,[116 3982 110 0],[183 6156 190 0],[201 5955 385 0],[177 6134 178 0],[181 5853 243 0],[178 6267 207 0],[165 6224 208 0],[179 6153 171 0],[201 6224 168 0],[693 22481 719 0],
