,A,2,3,4,5,6,7,8,9,10,
5,[110 1064 129 0],[159 1661 158 0],[171 1627 156 0],[164 1759 149 0],[175 1663 160 0],[192 1687 158 0],[177 1727 183 0],[156 1726 174 0],[167 1741 196 0],[619 6418 624 0],
6,[122 1128 117 0],[146 1570 137 0],[159 1775 145 0],[143 1524 150 0],[155 1721 163 0],[170 1638 182 0],[157 1680 163 0],[146 1659 158 0],[168 1735 187 0],[651 6377 620 0],
7,[229 2339 200 0],[328 3248 354 0],[315 3413 301 0],[314 3317 291 0],[314 3324 308 0],[308 3312 379 0],[326 3481 338 0],[365 3491 358 0],[360 3508 341 0],[1281 12848 1189 0],
8,[219 2418 264 0],[322 3446 305 0],[348 3404 318 0],[342 3507 386 0],[320 3227 537 0],[329 2968 1006 0],[358 3508 429 0],[377 3559 380 0],[344 3467 353 0],[1246 13142 1234 0],
9,[341 3797 352 0],[516 5367 642 0],[494 502 5454 0],[517 496 5297 0],[525 470 5424 0],[519 534 5320 0],[509 5238 541 0],[489 5455 622 0],[527 5474 492 0],[1943 20460 1926 0],
10,[334 2922 1372 0],[480 530 5748 0],[491 560 5887 0],[564 581 5711 0],[571 512 5974 0],[571 490 5769 0],[514 512 5763 0],[551 553 5656 0],[539 4029 2404 0],[1868 21462 1992 0],
11,[65 1119 62 0],[74 72 1606 0],[71 95 1460 0],[72 69 1230 0],[80 65 1289 0],[93 76 1343 0],[89 94 1640 0],[77 98 1677 0],[85 62 1720 0],[379 6305 625 0],
12,[865 9500 960 0],[1354 10264 3965 0],[2261 2526 10965 0],[1307 1358 12504 0],[2202 1258 11602 0],[1245 1241 12645 0],[1270 11800 2702 0],[1266 13276 1242 0],[1248 13850 1318 0],[4935 53160 4803 0],
13,[943 10583 970 0],[2743 4663 9762 0],[1954 1701 12183 0],[2380 1296 11844 0],[5469 1275 8382 0],[2120 1355 11887 0],[1341 2588 13152 0],[1338 13924 2111 0],[1363 15072 1571 0],[5060 58249 5213 0],
14,[876 9366 1703 0],[7017 1820 5915 0],[7951 1198 5102 0],[7348 1080 4515 0],[7357 1135 4371 0],[3945 1064 8072 0],[1143 1238 12559 0],[1209 11502 3375 0],[1291 13010 2498 0],[4740 54879 4648 0],
15,[1084 8472 3055 0],[9891 1500 4175 0],[10250 1211 2854 0],[10233 1179 2499 0],[10644 1154 1215 0],[10087 1106 2200 0],[1210 1194 12965 0],[1271 1458 14532 0],[1753 12425 3615 0],[4729 56249 7695 0],
16,[1352 1925 8482 0],[10182 1103 2612 0],[10112 1059 1457 0],[8452 1060 2627 0],[9502 1013 1774 0],[9021 989 1025 0],[1041 1110 11142 0],[1275 1140 13223 0],[1638 2040 13339 0],[4644 5428 56155 0],
17,[3270 1358 7471 0],[11883 1067 1160 0],[10472 1074 1111 0],[9873 1024 1087 0],[9677 1043 1081 0],[9872 1105 1070 0],[11394 1021 1055 0],[3350 1145 11153 0],[10150 1200 6169 0],[55966 4504 6189 0],
18,[9199 757 668 0],[9566 983 925 0],[8255 924 918 0],[8258 852 921 0],[8066 861 919 0],[8157 918 963 0],[9398 967 971 0],[10826 967 931 0],[13125 1078 1053 0],[50513 3962 3912 0],
19,[8948 729 737 0],[9217 945 932 0],[7048 894 914 0],[6651 920 933 0],[6657 898 898 0],[7006 943 892 0],[8782 950 924 0],[11267 998 999 0],[12115 1008 996 0],[51107 4046 3865 0],
20,[4048 247 228 0],[1527 273 236 0],[610 249 251 0],[468 241 247 0],[444 238 241 0],[481 196 237 0],[1375 237 264 0],[3280 294 315 0],[5504 341 311 0],[23790 1481 1480 0],
21,[3470 322 0 0],[1562 340 0 0],[672 361 0 0],[545 339 0 0],[540 328 0 0],[538 337 0 0],[1393 351 0 0],[3166 435 0 0],[4309 453 0 0],[19482 1819 0 0],
A-2,[94 1099 109 0],[161 1549 148 0],[170 1681 218 0],[165 174 1689 0],[154 178 1931 0],[183 1224 694 0],[173 1647 243 0],[166 1661 155 0],[181 1750 153 0],[656 6471 630 0],
A-3,[110 1196 100 0],[169 1737 180 0],[174 1721 182 0],[171 1785 145 0],[173 162 1775 0],[216 1715 253 0],[149 1927 173 0],[164 1852 159 0],[187 1774 164 0],[651 6786 660 0],
A-4,[118 1348 109 0],[189 1856 190 0],[203 1731 465 0],[183 1601 176 0],[169 191 1709 0],[185 209 1781 0],[190 1854 195 0],[163 1933 176 0],[173 2007 184 0],[665 7218 674 0],
A-5,[119 1423 111 0],[172 2122 176 0],[182 2172 208 0],[184 1962 200 0],[161 1681 192 0],[212 197 1986 0],[198 2038 299 0],[180 2139 189 0],[203 2146 193 0],[684 7850 700 0],
A-6,[131 1539 121 0],[189 2266 282 0],[201 1371 1224 0],[185 222 2231 0],[187 186 2018 0],[171 165 1972 0],[184 2303 278 0],[194 2408 233 0],[239 2343 200 0],[738 8638 748 0],
A-7,[154 1663 137 0],[210 223 2638 0],[2642 194 207 0],[192 193 2377 0],[178 183 2171 0],[206 199 2246 0],[2599 184 194 0],[2695 231 231 0],[214 2705 197 0],[842 9735 813 0],
A-8,[1856 161 186 0],[2654 215 218 0],[2578 202 210 0],[2512 218 207 0],[2275 210 187 0],[2269 213 190 0],[2829 231 181 0],[2675 202 193 0],[2954 240 215 0],[893 10553 854 0],
