,A,2,3,4,5,6,7,8,9,10,
5,[-0.081616 0.021937 -0.166864  _ ],[-0.040911 0.059439 -0.083351  _ ],[-0.050574 0.064979 -0.086063  _ ],[-0.046231 0.080649 -0.046920  _ ],[-0.005983 0.079260 -0.048145  _ ],[-0.012043 0.104403 -0.034210  _ ],[-0.074149 0.075648 -0.203685  _ ],[-0.074294 0.054083 -0.176734  _ ],[-0.091172 0.035817 -0.185895  _ ],[-0.253870 0.074233 -0.474069  _ ],
6,[-0.077424 0.019369 -0.158515  _ ],[-0.030551 0.056407 -0.096635  _ ],[-0.048457 0.060191 -0.079148  _ ],[-0.014035 0.066326 -0.058711  _ ],[-0.025592 0.080611 -0.041793  _ ],[0.003982 0.100470 -0.077009  _ ],[-0.063446 0.064108 -0.133247  _ ],[-0.068937 0.050996 -0.123755  _ ],[-0.092115 0.033040 -0.193405  _ ],[-0.241841 0.066078 -0.475717  _ ],
7,[-0.146053 0.024738 -0.226067  _ ],[-0.105553 0.061152 -0.123952  _ ],[-0.045967 0.075068 -0.082744  _ ],[-0.056460 0.083444 -0.052746  _ ],[-0.032832 0.102368 -0.084840  _ ],[-0.038564 0.127982 -0.002076  _ ],[-0.142789 0.089471 -0.242561  _ ],[-0.149807 0.063125 -0.279563  _ ],[-0.180383 0.048086 -0.286948  _ ],[-0.369489 0.060362 -0.692653  _ ],
8,[-0.140589 0.028785 -0.176506  _ ],[-0.092796 0.108149 -0.055295  _ ],[-0.056683 0.119699 -0.052345  _ ],[-0.059934 0.138003 0.002579  _ ],[-0.008251 0.153970 -0.010639  _ ],[-0.054792 0.184445 0.014794  _ ],[-0.145599 0.198991 -0.010014  _ ],[-0.164186 0.110388 -0.171413  _ ],[-0.146993 0.047222 -0.203109  _ ],[-0.384139 0.059300 -0.562300  _ ],
9,[-0.173263 0.124491 -0.121393  _ ],[-0.116689 0.197282 0.014067  _ ],[-0.091862 0.029693 0.206496  _ ],[-0.068225 0.032317 0.168387  _ ],[-0.056190 0.032110 0.297513  _ ],[-0.062624 0.040511 0.343573  _ ],[-0.203287 0.286679 0.006351  _ ],[-0.211485 0.267524 -0.009928  _ ],[-0.220851 0.158668 -0.167695  _ ],[-0.460090 0.084963 -0.457676  _ ],
10,[-0.196223 0.229329 0.015018  _ ],[-0.130244 0.025649 0.320309  _ ],[-0.066257 0.028169 0.380723  _ ],[-0.104650 0.028848 0.520946  _ ],[-0.063872 0.024934 0.503856  _ ],[-0.061524 0.033944 0.615087  _ ],[-0.198639 0.036071 0.369246  _ ],[-0.189237 0.038068 0.297608  _ ],[-0.248189 0.313255 0.020459  _ ],[-0.426510 0.257623 -0.102163  _ ],
11,[-0.051407 0.199526 0.001905  _ ],[-0.019214 0.007329 0.408527  _ ],[-0.004844 0.009278 0.394674  _ ],[-0.013563 0.008229 0.450979  _ ],[-0.007678 0.006304 0.450868  _ ],[0.000924 0.008041 0.543345  _ ],[-0.047061 0.012015 0.333751  _ ],[-0.047333 0.012701 0.227297  _ ],[-0.040986 0.007055 0.234203  _ ],[-0.178046 0.318100 0.068305  _ ],
12,[-0.353842 -0.177956 -0.282406  _ ],[-0.233815 -0.186937 -0.232040  _ ],[-0.214623 -0.208991 -0.215131  _ ],[-0.189619 -0.184472 -0.047591  _ ],[-0.149418 -0.186285 -0.115197  _ ],[-0.115164 -0.157638 -0.054563  _ ],[-0.371309 -0.144132 -0.212614  _ ],[-0.373095 -0.108975 -0.251339  _ ],[-0.395432 -0.162724 -0.324030  _ ],[-0.535242 -0.173215 -0.489663  _ ],
13,[-0.403926 -0.270056 -0.333166  _ ],[-0.274970 -0.249510 -0.276035  _ ],[-0.262995 -0.262476 -0.167668  _ ],[-0.232192 -0.246745 -0.115089  _ ],[-0.203074 -0.239917 -0.147607  _ ],[-0.166902 -0.244421 -0.071987  _ ],[-0.304189 -0.268519 -0.245813  _ ],[-0.410759 -0.238217 -0.275622  _ ],[-0.404484 -0.247967 -0.313033  _ ],[-0.533205 -0.294150 -0.449120  _ ],
14,[-0.376606 -0.317257 -0.376547  _ ],[-0.313886 -0.316425 -0.270950  _ ],[-0.235168 -0.302331 -0.272646  _ ],[-0.261892 -0.272041 -0.261515  _ ],[-0.183597 -0.298593 -0.178228  _ ],[-0.144364 -0.260377 -0.187624  _ ],[-0.309527 -0.295162 -0.175939  _ ],[-0.354049 -0.253803 -0.337543  _ ],[-0.358871 -0.310812 -0.354672  _ ],[-0.522853 -0.339899 -0.509776  _ ],
