,A,2,3,4,5,6,7,8,9,10,
5,1064,1661,1627,1759,1663,1687,1727,1726,1741,6418,
6,1128,1570,1775,1524,1721,1638,1680,1659,1735,6377,
7,2339,3248,3413,3317,3324,3312,3481,3491,3508,12848,
8,2418,3446,3404,3507,3227,2968,3508,3559,3467,13142,
9,3797,5367,5454,5297,5424,5320,5238,5455,5474,20460,
10,2922,5748,5887,5711,5974,5769,5763,5656,4029,21462,
11,1119,1606,1460,1230,1289,1343,1640,1677,1720,6305,
12,9500,10264,2526,12504,11602,12645,11800,13276,13850,53160,
13,10583,4663,12183,11844,8382,11887,13152,13924,15072,58249,
14,9366,5915,7951,4515,4371,3945,12559,11502,13010,54879,
15,8472,9891,10250,10233,10644,10087,12965,14532,12425,56249,
16,8482,10182,10112,8452,9502,9021,11142,13223,13339,4644,
17,7471,11883,10472,9873,9677,9872,11394,11153,10150,6189,
18,9199,9566,8255,8258,8066,8157,9398,10826,13125,50513,
19,8948,9217,7048,6651,6657,7006,8782,11267,12115,51107,
20,4048,1527,610,468,444,481,1375,3280,5504,23790,
21,3470,1562,672,545,540,538,1393,3166,4309,19482,
A-2,1099,1549,1681,1689,1931,1224,1647,1661,1750,6471,
A-3,1196,1737,1721,1785,1775,1715,1927,1852,1774,6786,
A-4,1348,1856,1731,1601,1709,1781,1854,1933,2007,7218,
A-5,1423,2122,2172,1962,1681,1986,2038,2139,2146,7850,
A-6,1539,2266,1371,2231,2018,1972,2303,2408,2343,8638,
A-7,1663,2638,2642,2377,2171,2246,2599,2695,2705,9735,
A-8,1856,2654,2578,2512,2275,2269,2829,2675,2954,10553,
A-9,1959,2748,2443,2104,1854,2052,2740,2803,2957,11853,
A-10,1125,1261,1093,910,651,794,1232,1323,1802,7591,
A-A,1030,1708,1667,1565,1664,1790,1618,1809,1765,6164,
2-2,489,1487,1636,1660,1735,1602,1685,1539,1530,6180,
3-3,1095,1647,1343,1642,1600,1488,1701,1730,1726,5986,
4-4,1156,627,1676,678,648,584,734,681,1490,5861,
5-5,486,690,659,678,627,675,706,723,730,2608,
6-6,1121,1594,1817,1696,1692,1414,1648,1648,1640,5781,
7-7,1048,1887,1754,1605,1759,1703,1509,1632,1632,6024,
8-8,1218,1627,1709,1707,1779,1756,1638,1491,1820,5942,
9-9,1062,681,1749,708,630,1634,674,1641,1396,6134,
10-10,8353,11989,11910,12015,11964,12051,12060,11889,11871,42548,
