,A,2,3,4,5,6,7,8,9,10,
5,[1000 6385 1032 0],[1450 8481 1413 0],[1450 8759 1548 0],[1580 9137 1504 0],[1585 9188 1582 0],[1618 9168 1546 0],[1580 8980 1536 0],[1464 9129 1514 0],[1571 9048 1578 0],[5666 31537 5569 0],
6,[1060 6195 1090 0],[1455 8254 1440 0],[1515 8900 1516 0],[1398 8180 1447 0],[1490 8734 1574 0],[1589 8943 1532 0],[1593 8645 1566 0],[1462 8646 1555 0],[1551 8940 1607 0],[5686 32481 5776 0],
7,[2223 12673 2136 0],[3019 17125 3076 0],[3101 17472 3011 0],[3068 17234 2970 0],[2986 17405 3014 0],[3135 18240 3139 0],[3119 17885 3067 0],[3057 17751 3094 0],[3141 18123 3243 0],[11403 65017 11355 0],
8,[2243 13063 2233 0],[3079 18467 3092 0],[3070 18398 3118 0],[3192 18805 3135 0],[3107 18580 3094 0],[3166 18501 3087 0],[3155 18749 3188 0],[3189 18941 3198 0],[3190 18744 3233 0],[11768 68379 11734 0],
9,[3384 19835 3410 0],[4727 28090 4616 0],[4762 27972 4794 0],[4629 27490 6029 0],[4803 24929 8333 0],[4872 24371 8971 0],[4625 27854 4796 0],[4811 28765 4822 0],[4765 28970 4786 0],[17951 105241 17939 0],
10,[3506 20902 3367 0],[4980 25860 9054 0],[5086 19691 15502 0],[4962 21650 13436 0],[4863 5124 30824 0],[4962 4969 30250 0],[4955 28264 6750 0],[4893 29696 5102 0],[4925 30653 5045 0],[18521 111043 18627 0],
11,[540 5845 622 0],[833 3635 5575 0],[831 849 8510 0],[816 805 8377 0],[823 831 8289 0],[761 901 8550 0],[811 6510 2002 0],[845 7894 1029 0],[869 8322 920 0],[3113 29926 3132 0],
12,[8562 51030 8626 0],[11752 69788 14026 0],[12105 68054 16470 0],[14037 63899 19044 0],[14938 48885 30912 0],[13870 29508 51699 0],[12078 71269 12818 0],[12064 72791 12315 0],[12257 74003 12113 0],[44951 271413 44854 0],
13,[8724 55484 8776 0],[14680 69948 20995 0],[17045 50730 33928 0],[20564 46454 36461 0],[43595 21151 36412 0],[33677 20282 44408 0],[12569 73921 17171 0],[12754 78866 13341 0],[12655 80266 12945 0],[47467 295173 47377 0],
14,[8073 52580 8268 0],[21992 50131 24618 0],[58723 14543 21422 0],[61353 11010 18668 0],[62203 10870 15017 0],[53097 10987 21816 0],[11473 61982 22498 0],[11535 66145 19679 0],[11738 75469 12132 0],[43053 283418 44753 0],
15,[8399 53299 11382 0],[68556 13456 20391 0],[67085 11442 18361 0],[70500 11499 14623 0],[65083 11024 12967 0],[64355 11262 12395 0],[11933 12255 77727 0],[12111 50296 41738 0],[12200 75045 18075 0],[45223 297655 50748 0],
16,[7695 13610 47390 0],[68773 10615 12492 0],[62298 10422 13931 0],[64042 10266 10657 0],[60325 10043 10407 0],[55043 9589 10397 0],[10436 10662 69665 0],[10813 12357 73477 0],[11179 33224 54812 0],[47774 243572 82561 0],
17,[20069 8090 42342 0],[71974 10837 10765 0],[66890 10671 10522 0],[66112 10500 10513 0],[62070 10253 10285 0],[57800 10124 10360 0],[69512 10396 10961 0],[20139 11065 66748 0],[69025 11383 22226 0],[298538 42606 53130 0],
18,[47976 6988 6971 0],[62572 9243 9338 0],[57099 8963 8982 0],[56859 8976 9180 0],[52471 8725 8609 0],[48123 8677 8634 0],[60479 9302 9526 0],[65195 9364 9419 0],[70388 9965 10079 0],[272424 37058 37008 0],
19,[47096 6864 6898 0],[59093 9339 9381 0],[54527 9209 9045 0],[53609 9052 9037 0],[49373 8697 8647 0],[46989 8886 8852 0],[58692 9362 9167 0],[64627 9683 9816 0],[66409 9626 9678 0],[272920 37159 37521 0],
20,[22274 2490 2527 0],[23114 3117 2995 0],[16341 2600 2636 0],[15766 2489 2616 0],[7911 2408 2458 0],[6404 2501 2389 0],[24984 3143 3218 0],[28615 3551 3458 0],[33194 3726 3690 0],[131792 14173 14492 0],
21,[18618 3382 0 0],[17560 3903 0 0],[12496 3468 0 0],[11523 3418 0 0],[8468 3032 0 0],[7003 3148 0 0],[19080 4021 0 0],[23160 4327 0 0],[27555 4804 0 0],[113715 18507 0 0],
A-2,[925 5864 971 0],[1499 8650 1547 0],[1566 9229 1520 0],[1655 9185 1625 0],[1578 8983 1831 0],[1637 8595 2226 0],[1513 9063 1521 0],[1469 9003 1523 0],[1476 9192 1638 0],[5638 32433 5657 0],
A-3,[1043 6187 1061 0],[1590 9743 1606 0],[1531 9190 1535 0],[1642 9704 1597 0],[1563 9672 1825 0],[1606 9578 1785 0],[1642 9652 1563 0],[1650 9560 1550 0],[1614 9653 1518 0],[5959 35195 5895 0],
A-4,[1078 6600 1113 0],[1669 9865 1628 0],[1645 9696 1747 0],[1573 9470 1579 0],[1669 9742 1820 0],[1691 9974 1801 0],[1689 10039 1625 0],[1649 9727 1674 0],[1694 10323 1624 0],[6132 38294 6273 0],
A-5,[1215 7077 1124 0],[1722 10933 1797 0],[1692 11050 1855 0],[1835 11043 1974 0],[1665 10534 1794 0],[1803 10634 2255 0],[1765 10946 1779 0],[1743 11151 1859 0],[1761 10900 1767 0],[6611 40478 6612 0],
A-6,[1193 7940 1186 0],[1913 12227 1836 0],[1839 12152 2091 0],[1871 12192 1997 0],[1845 11121 3131 0],[1774 3386 10213 0],[1883 12363 1807 0],[1916 12125 1860 0],[1865 12095 1874 0],[6970 45609 6944 0],
