,A,2,3,4,5,6,7,8,9,10,
5,[1050 6126 1063 0],[1482 8702 1401 0],[1472 8558 1528 0],[1573 9259 1526 0],[1526 9156 1555 0],[1560 9186 1533 0],[1547 9138 1481 0],[1561 9086 1579 0],[1563 9153 1495 0],[5704 30903 5581 0],
6,[1067 6271 1026 0],[1458 8190 1483 0],[1507 8774 1512 0],[1475 8238 1413 0],[1556 8822 1534 0],[1566 8535 1528 0],[1524 8796 1545 0],[1561 8590 1561 0],[1529 8921 1471 0],[5657 32649 5664 0],
7,[2133 12506 2162 0],[3048 17240 3085 0],[3133 17480 3045 0],[2953 17713 3063 0],[2984 17585 2931 0],[3024 18197 3168 0],[3085 17957 3184 0],[3101 17795 3170 0],[3146 18277 3130 0],[11431 65172 11591 0],
8,[2261 12829 2182 0],[3171 18411 3116 0],[3135 18502 3144 0],[3193 19003 3224 0],[3031 18332 3087 0],[3136 18303 3174 0],[3186 18745 3157 0],[3226 18596 3185 0],[3269 18934 3319 0],[11837 68220 11735 0],
9,[3371 20078 3367 0],[4708 28019 4978 0],[4693 28651 4911 0],[4624 27558 5503 0],[4826 26857 6557 0],[4740 27939 5196 0],[4896 28110 4867 0],[4919 28461 4846 0],[4875 28946 4925 0],[17701 105179 17908 0],
10,[3427 20814 3479 0],[4916 22067 12604 0],[4820 8795 26521 0],[5055 19636 15365 0],[4942 5036 30929 0],[4900 4923 29950 0],[4873 26099 8745 0],[4920 29736 5023 0],[4981 30387 5061 0],[18354 111574 18279 0],
11,[531 5862 547 0],[902 852 8257 0],[867 847 8500 0],[755 817 8471 0],[830 831 8562 0],[793 852 8542 0],[794 7524 1002 0],[846 8078 860 0],[830 8438 911 0],[3129 29620 3151 0],
12,[8486 51326 8501 0],[11684 67241 15016 0],[11950 69713 14642 0],[12241 55724 28626 0],[14511 45526 34739 0],[15498 50234 29903 0],[12072 71991 12296 0],[11899 73522 12111 0],[12088 74424 12165 0],[44849 270316 44767 0],
13,[8696 55478 8742 0],[13775 72930 18852 0],[17882 58830 24645 0],[36386 29400 37099 0],[34139 26051 40515 0],[31294 13384 56029 0],[12749 71909 18801 0],[12763 79586 13345 0],[12816 80305 12811 0],[47425 294686 46736 0],
14,[8062 52031 8149 0],[23283 45990 26217 0],[62559 13948 18244 0],[60529 11457 16934 0],[60373 11260 17500 0],[46855 10829 29423 0],[11638 59265 25291 0],[11686 70112 15508 0],[11611 75805 12221 0],[43494 286371 43318 0],
15,[8465 54186 9833 0],[64204 11855 25461 0],[66298 11682 19220 0],[68700 11486 13820 0],[63985 10985 14474 0],[65336 11417 12951 0],[11930 15243 74092 0],[12222 52682 39366 0],[12197 74739 18794 0],[45354 291498 55337 0],
16,[7665 41090 20352 0],[66594 10663 13346 0],[60850 10616 15281 0],[61891 10104 11049 0],[60891 10058 10258 0],[56152 9693 11116 0],[10453 10764 69844 0],[11054 11139 75835 0],[11122 50961 37666 0],[45102 221422 107489 0],
17,[29993 7844 34625 0],[71280 10829 10885 0],[67277 10661 10586 0],[64099 10584 10630 0],[62216 10365 10265 0],[60036 10401 10236 0],[69274 10559 10768 0],[32889 11217 54194 0],[68271 11508 24684 0],[296499 42434 52653 0],
18,[50578 6866 6833 0],[61670 9283 9217 0],[57562 9258 9186 0],[54092 8970 8969 0],[52258 8850 8758 0],[50890 8779 8809 0],[60351 9416 9245 0],[65745 9368 9367 0],[72053 10036 9998 0],[269485 36800 37264 0],
19,[49041 7037 7063 0],[58450 9345 9232 0],[54785 9165 9343 0],[51590 9304 8996 0],[49476 8984 8928 0],[48566 8734 8906 0],[58873 9437 9456 0],[64739 9706 9822 0],[68402 9627 9527 0],[271716 37486 37171 0],
