,A,2,3,4,5,6,7,8,9,10,
5,[-0.705194 0.092088 -1.245651  _ ],[-0.351888 0.109798 -0.608321  _ ],[-0.201451 0.144891 -0.557797  _ ],[-0.175097 0.117151 -0.453999  _ ],[-0.122945 0.163070 -0.288587  _ ],[-0.129632 0.158147 -0.113540  _ ],[-0.427248 0.134549 -0.912971  _ ],[-0.563793 0.112045 -0.964000  _ ],[-0.511957 0.092577 -1.069328  _ ],[-0.537833 0.079892 -1.151738  _ ],
6,[-0.683678 0.071955 -1.196895  _ ],[-0.352371 0.107320 -0.497824  _ ],[-0.291632 0.115792 -0.372294  _ ],[-0.187129 0.101177 -0.340236  _ ],[-0.185374 0.160716 -0.327260  _ ],[-0.111907 0.158789 -0.239188  _ ],[-0.509709 0.121786 -0.768297  _ ],[-0.514082 0.106019 -1.097179  _ ],[-0.543752 0.085039 -1.141395  _ ],[-0.483642 0.076333 -1.042370  _ ],
7,[-0.665564 0.072589 -1.114975  _ ],[-0.233609 0.074440 -0.466356  _ ],[-0.262093 0.107143 -0.390728  _ ],[-0.204454 0.096152 -0.259478  _ ],[-0.128081 0.138737 -0.101928  _ ],[-0.133508 0.169280 -0.156882  _ ],[-0.426030 0.118384 -0.632569  _ ],[-0.515143 0.105097 -0.856172  _ ],[-0.555037 0.076380 -0.913342  _ ],[-0.596191 0.068196 -0.904027  _ ],
8,[-0.639348 0.073374 -0.802944  _ ],[-0.280831 0.117245 -0.128652  _ ],[-0.228563 0.162233 -0.212832  _ ],[-0.238742 0.145415 -0.117627  _ ],[-0.151962 0.203453 0.027277  _ ],[-0.116617 0.213397 0.055677  _ ],[-0.473590 0.238869 -0.103820  _ ],[-0.501048 0.141698 -0.364379  _ ],[-0.554466 0.074324 -0.656991  _ ],[-0.547183 0.059622 -0.732760  _ ],
9,[-0.647238 0.158187 -0.452372  _ ],[-0.281869 0.220101 0.033595  _ ],[-0.210325 0.220338 0.105025  _ ],[-0.192104 0.222798 0.128017  _ ],[-0.191365 0.284494 0.186602  _ ],[-0.147033 0.288396 0.191865  _ ],[-0.473416 0.320170 0.027505  _ ],[-0.477034 0.270491 -0.004277  _ ],[-0.581992 0.164147 -0.317591  _ ],[-0.511229 0.107165 -0.462915  _ ],
10,[-0.651629 0.305128 -0.044596  _ ],[-0.330785 0.311450 0.242746  _ ],[-0.182506 0.295386 0.477460  _ ],[-0.249155 0.327304 0.257421  _ ],[-0.124643 0.343443 0.499401  _ ],[-0.112334 0.373777 0.534851  _ ],[-0.505388 0.403419 0.334140  _ ],[-0.502690 0.369865 0.269963  _ ],[-0.539483 0.341212 0.101967  _ ],[-0.529794 0.243143 0.040521  _ ],
11,[-0.536211 0.374019 0.176090  _ ],[-0.335807 0.330254 0.462963  _ ],[-0.235164 0.329122 0.549483  _ ],[-0.157099 0.370555 0.468228  _ ],[-0.129899 0.340249 0.793957  _ ],[-0.094366 0.372325 0.676634  _ ],[-0.437631 0.407154 0.347395  _ ],[-0.525498 0.414351 0.308152  _ ],[-0.500432 0.368433 0.099797  _ ],[-0.581312 0.374206 0.141945  _ ],
12,[-0.719536 -0.105653 -0.616509  _ ],[-0.251062 -0.154213 -0.240528  _ ],[-0.285524 -0.152881 -0.290719  _ ],[-0.262984 -0.180542 -0.202817  _ ],[-0.238722 -0.174608 -0.242855  _ ],[-0.220720 -0.120499 -0.243009  _ ],[-0.464017 -0.092336 -0.307771  _ ],[-0.522460 -0.066749 -0.361236  _ ],[-0.590092 -0.178506 -0.346873  _ ],[-0.594193 -0.245499 -0.408698  _ ],
13,[-0.647348 -0.243767 -0.426751  _ ],[-0.320374 -0.256617 -0.324636  _ ],[-0.303718 -0.226272 -0.289403  _ ],[-0.299061 -0.219291 -0.295350  _ ],[-0.293507 -0.154641 -0.318489  _ ],[-0.270671 -0.260192 -0.138163  _ ],[-0.484015 -0.209413 -0.264936  _ ],[-0.548725 -0.173947 -0.348333  _ ],[-0.583541 -0.214178 -0.350951  _ ],[-0.547883 -0.236479 -0.459290  _ ],
14,[-0.656237 -0.267073 -0.422076  _ ],[-0.384086 -0.306500 -0.404157  _ ],[-0.188824 -0.353005 -0.343992  _ ],[-0.211295 -0.325818 -0.310437  _ ],[-0.138021 -0.303358 -0.310025  _ ],[-0.260701 -0.294146 -0.309981  _ ],[-0.464106 -0.253025 -0.324798  _ ],[-0.519930 -0.284527 -0.355121  _ ],[-0.540430 -0.328662 -0.414815  _ ],[-0.496015 -0.356437 -0.417350  _ ],
15,[-0.618360 -0.360567 -0.498440  _ ],[-0.359812 -0.416328 -0.382345  _ ],[-0.292660 -0.392798 -0.351568  _ ],[-0.212829 -0.397994 -0.352488  _ ],[-0.209146 -0.358465 -0.315596  _ ],[-0.173988 -0.367382 -0.288247  _ ],[-0.450934 -0.387668 -0.232624  _ ],[-0.488301 -0.328012 -0.444582  _ ],[-0.586793 -0.429464 -0.473106  _ ],[-0.548350 -0.421475 -0.544268  _ ],
16,[-0.654240 -0.499344 -0.534309  _ ],[-0.272802 -0.433044 -0.393528  _ ],[-0.266734 -0.465518 -0.367345  _ ],[-0.224575 -0.451282 -0.389298  _ ],[-0.228497 -0.477402 -0.383303  _ ],[-0.150656 -0.394025 -0.239066  _ ],[-0.451831 -0.386637 -0.173187  _ ],[-0.488706 -0.468596 -0.298949  _ ],[-0.573143 -0.426512 -0.532353  _ ],[-0.580872 -0.478263 -0.592768  _ ],
17,[-0.486772 -0.562023 -0.558840  _ ],[-0.182395 -0.527789 -0.378518  _ ],[-0.114591 -0.535111 -0.395120  _ ],[-0.020947 -0.528553 -0.335232  _ ],[-0.063508 -0.516029 -0.336596  _ ],[0.012399 -0.524714 -0.301962  _ ],[-0.105895 -0.469342 -0.192600  _ ],[-0.467960 -0.478194 -0.344090  _ ],[-0.416647 -0.557109 -0.534380  _ ],[-0.438454 -0.528023 -0.492674  _ ],
18,[-0.074129 -0.671951 -0.472174  _ ],[0.138900 -0.577444 -0.547331  _ ],[0.120877 -0.589742 -0.450651  _ ],[0.202384 -0.669951 -0.369328  _ ],[0.218742 -0.617160 -0.507931  _ ],[0.276203 -0.621616 -0.370937  _ ],[0.376034 -0.615845 -0.362645  _ ],[0.145383 -0.581551 -0.370695  _ ],[-0.212035 -0.646261 -0.443669  _ ],[-0.194722 -0.630181 -0.524416  _ ],
19,[0.275747 -0.715381 -0.614622  _ ],[0.444491 -0.701113 -0.646591  _ ],[0.357950 -0.698096 -0.561671  _ ],[0.392039 -0.710269 -0.594793  _ ],[0.436570 -0.699469 -0.612979  _ ],[0.488986 -0.743692 -0.638855  _ ],[0.668003 -0.697275 -0.632995  _ ],[0.602476 -0.741366 -0.616943  _ ],[0.290694 -0.726441 -0.645715  _ ],[0.093257 -0.714475 -0.618434  _ ],
20,[0.703131 -0.852909 -0.758265  _ ],[0.651352 -0.846134 -0.810587  _ ],[0.658063 -0.860335 -0.793135  _ ],[0.690538 -0.867571 -0.815350  _ ],[0.699193 -0.858476 -0.746603  _ ],[0.697315 -0.852750 -0.794935  _ ],[0.784611 -0.834055 -0.763946  _ ],[0.783711 -0.834005 -0.766371  _ ],[0.769372 -0.831965 -0.821097  _ ],[0.582057 -0.862720 -0.755952  _ ],
21,[0.921584 -0.999973 0.000000  _ ],[0.879490 -0.999986 0.000000  _ ],[0.882924 -0.999979 0.000000  _ ],[0.887139 -0.999961 0.000000  _ ],[0.886767 -0.999937 0.000000  _ ],[0.885719 -0.999917 0.000000  _ ],[0.923237 -0.999995 0.000000  _ ],[0.938319 -0.999998 0.000000  _ ],[0.919932 -0.999999 0.000000  _ ],[0.967758 -1.000000 0.000000  _ ],
