,A,2,3,4,5,6,7,8,9,10,
5,[-0.080591 0.024545 -0.166408  _ ],[-0.051197 0.049650 -0.071398  _ ],[-0.021529 0.062729 -0.056005  _ ],[-0.031804 0.074325 -0.066009  _ ],[-0.014186 0.089086 -0.091501  _ ],[-0.010778 0.098024 -0.072979  _ ],[-0.103268 0.062183 -0.123540  _ ],[-0.089778 0.047534 -0.143206  _ ],[-0.089155 0.038405 -0.149738  _ ],[-0.239190 0.058023 -0.454984  _ ],
6,[-0.075199 0.022904 -0.161573  _ ],[-0.037649 0.044211 -0.068393  _ ],[-0.013836 0.066766 -0.083617  _ ],[-0.017983 0.064944 -0.041931  _ ],[-0.000244 0.080003 -0.005530  _ ],[-0.000694 0.095636 -0.070991  _ ],[-0.072166 0.057347 -0.131832  _ ],[-0.071410 0.041849 -0.147421  _ ],[-0.079455 0.036774 -0.215008  _ ],[-0.255993 0.049983 -0.453363  _ ],
7,[-0.143958 0.030514 -0.201339  _ ],[-0.104695 0.058046 -0.092933  _ ],[-0.061864 0.075248 -0.077026  _ ],[-0.047408 0.085658 -0.078589  _ ],[-0.045567 0.094597 -0.052333  _ ],[-0.043202 0.109286 -0.043376  _ ],[-0.148624 0.081833 -0.182270  _ ],[-0.155070 0.054226 -0.249871  _ ],[-0.162636 0.046616 -0.251838  _ ],[-0.383937 0.047358 -0.629269  _ ],
8,[-0.148411 0.036407 -0.196785  _ ],[-0.096870 0.100990 -0.061888  _ ],[-0.065092 0.129335 -0.059460  _ ],[-0.061266 0.126295 -0.026906  _ ],[-0.022342 0.159988 0.012742  _ ],[-0.055645 0.187142 -0.012135  _ ],[-0.135490 0.209566 -0.046262  _ ],[-0.155452 0.097831 -0.160834  _ ],[-0.155207 0.044619 -0.190584  _ ],[-0.397061 0.043730 -0.529587  _ ],
9,[-0.203096 0.134338 -0.087725  _ ],[-0.107157 0.098418 0.038945  _ ],[-0.067962 0.029766 0.136525  _ ],[-0.047470 0.031921 0.255284  _ ],[-0.080797 0.037794 0.281478  _ ],[-0.066056 0.035110 0.290408  _ ],[-0.173691 0.049204 0.093713  _ ],[-0.209862 0.258034 -0.033656  _ ],[-0.240046 0.158975 -0.115983  _ ],[-0.455363 0.078960 -0.398204  _ ],
10,[-0.214952 0.252622 -0.049407  _ ],[-0.119676 0.030207 0.317175  _ ],[-0.117457 0.023044 0.451611  _ ],[-0.119928 0.025518 0.398753  _ ],[-0.067596 0.027197 0.508809  _ ],[-0.052807 0.033374 0.642462  _ ],[-0.192403 0.043346 0.462201  _ ],[-0.190474 0.037270 0.184461  _ ],[-0.205494 0.025872 0.188644  _ ],[-0.444274 0.249166 -0.024475  _ ],
11,[-0.048186 0.205464 0.005945  _ ],[-0.028939 0.011478 0.308799  _ ],[-0.008708 0.007174 0.429093  _ ],[-0.032293 0.008142 0.497384  _ ],[0.001886 0.007532 0.518959  _ ],[0.002356 0.007379 0.410192  _ ],[-0.031055 0.008123 0.258985  _ ],[-0.026890 0.265792 0.004704  _ ],[-0.041914 0.267477 0.015844  _ ],[-0.160835 0.069266 0.216799  _ ],
12,[-0.388797 -0.188590 -0.328430  _ ],[-0.236933 -0.210628 -0.241785  _ ],[-0.219235 -0.199815 -0.219693  _ ],[-0.197434 -0.203584 -0.149276  _ ],[-0.142802 -0.174537 -0.071650  _ ],[-0.114074 -0.175030 -0.047920  _ ],[-0.314764 -0.131564 -0.221213  _ ],[-0.378609 -0.108694 -0.241213  _ ],[-0.395832 -0.163815 -0.266722  _ ],[-0.542259 -0.187638 -0.464262  _ ],
13,[-0.396788 -0.241897 -0.307260  _ ],[-0.287840 -0.254594 -0.285195  _ ],[-0.248338 -0.249376 -0.194812  _ ],[-0.204658 -0.257643 -0.105410  _ ],[-0.192140 -0.247390 -0.209340  _ ],[-0.125833 -0.238707 -0.153926  _ ],[-0.379596 -0.197613 -0.252360  _ ],[-0.423420 -0.240652 -0.311117  _ ],[-0.396804 -0.219561 -0.346941  _ ],[-0.543951 -0.278002 -0.532160  _ ],
14,[-0.386469 -0.324343 -0.386200  _ ],[-0.306271 -0.312986 -0.239071  _ ],[-0.246875 -0.308469 -0.295060  _ ],[-0.245678 -0.284289 -0.187731  _ ],[-0.175964 -0.275809 -0.211353  _ ],[-0.182254 -0.281348 -0.149069  _ ],[-0.370743 -0.297977 -0.218477  _ ],[-0.347139 -0.291301 -0.332914  _ ],[-0.382790 -0.299613 -0.392130  _ ],[-0.528066 -0.352851 -0.457102  _ ],
